Date,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,남성_상주인구_수,여성_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,주중_매출_건수,주말_매출_건수,점포수,임대료_전체,공실률
2018_3,360779,173964,186815,252,259,256,0,256,3328,1284,2044,78,49,14,10576359795,458752,8114378056,2461981739,4324049659,4210553582,343566,115186,154,139924,5.8
2018_3,194244,83764,110482,373,431,454,48,406,171,87,84,57,41,7,6585868327,555247,4219430311,2366438016,2787414510,3252512931,366020,189227,136,139924,5.8
2018_3,336084,160772,175317,721,900,864,0,864,1704,905,799,87,47,17,11771096580,301446,7483916157,4287180423,6631343727,4132412074,213074,88372,101,139924,5.8
2018_3,356177,176382,179794,847,972,968,74,894,4045,2692,1353,92,49,17,10253981160,592178,7477396691,2776584469,3952453092,4372823638,450168,142010,178,139924,5.8
2018_3,460868,233080,227787,332,336,403,0,403,871,475,396,88,47,27,15418363304,873485,12159351647,3259011657,6334832165,7071795479,703778,169707,154,139924,5.8
2018_3,283845,133914,149933,931,1000,1315,0,1315,1598,696,902,81,48,19,8427740094,470210,5583711607,2844028487,4162225307,3416440788,314407,155803,224,139924,5.8
2018_3,180794,87196,93595,865,990,983,0,983,690,359,331,81,44,10,2793865468,199082,2139663055,654202413,1222806952,1176440348,152309,46773,78,139924,5.8
2018_3,277879,130274,147608,1929,2196,1996,16,1980,1552,812,740,62,42,15,6491597882,451257,4791041115,1700556767,2540283401,2894902604,334478,116779,140,139924,5.8
2018_3,213642,83548,130094,240,272,357,0,357,28,16,12,53,45,19,12767263730,447913,8205710513,4561553217,4718711248,7497114087,289629,158284,168,139924,5.8
2018_3,200921,101775,99145,1095,1181,798,273,525,385,140,245,88,49,23,17712820409,638364,13048075937,4664744472,6944787188,9755852347,460710,177654,261,114960,6.4
2018_3,188318,85755,102563,433,438,272,103,169,198,85,113,80,52,9,14630151636,379039,9944138733,4686012903,7388116534,5044038034,253410,125629,89,114960,6.4
2018_3,160997,84385,76613,584,589,695,69,626,228,108,120,115,55,24,10757263269,515063,7874692645,2882570624,4880235670,4878866966,377736,137327,157,88718,6.4
2018_3,40155,24627,15526,552,526,530,0,530,293,208,85,105,52,4,361394758,18926,277409398,83985360,198289056,89032742,14768,4158,12,88718,6.4
2018_3,164860,83542,81319,1696,1813,1671,0,1671,257,80,177,76,53,3,1424686241,168264,1009099479,415586762,788264669,611214806,114409,53855,46,88718,6.4
2018_3,202314,96576,105738,595,575,572,107,465,768,376,392,107,51,37,17941391171,1096719,12981847658,4959543513,7645532666,9079429056,780760,315959,270,100905,6.4
2018_3,100503,48857,51647,973,1161,1034,181,853,355,110,245,90,46,7,1094423140,37061,805968101,288455039,448027919,532608190,25931,11130,61,100905,6.4
2018_3,94396,44530,49862,1444,1487,1137,0,1137,117,51,66,93,53,13,5772331477,297142,3999656326,1772675151,2390017952,2925649086,204378,92764,118,87243,6.4
2018_3,63212,27655,35558,1173,1263,862,56,806,111,60,51,94,43,7,1694820263,115292,1388823442,305996821,720603801,939835127,92284,23008,51,87243,6.4
2018_3,115678,58844,56831,672,707,631,0,631,178,110,68,104,44,6,5310042212,162930,3670439058,1639603154,2294973399,2612745149,116096,46834,84,87243,6.4
2018_3,25350,12542,12809,585,575,452,47,405,211,70,141,91,49,4,2379119154,123996,1592881859,786237295,876641553,1250642844,83533,40463,97,87243,6.4
2018_3,197231,107119,90111,1358,1334,994,208,786,546,364,182,99,46,12,3624556266,194129,2668659070,955897196,1828620899,1523213327,139109,55020,132,87243,6.4
2018_3,230613,114720,115894,1845,1907,1621,0,1621,264,86,178,96,44,5,5066713046,241516,3603246992,1463466054,2451281731,2383422310,166564,74952,163,87243,6.4
2018_3,108513,51172,57341,501,523,429,0,429,2,2,0,132,55,15,6905827673,357595,5134433749,1771393924,2661794545,4048687953,268756,88839,140,82366,6.9
2018_3,814824,424305,390519,1027,1013,1188,557,631,51,26,25,97,51,36,17330521852,1013123,11733850667,5596671185,10031895588,6109970812,680203,332920,207,82366,6.9
2018_3,334724,160606,174115,2711,2781,2808,76,2732,305,155,150,109,43,12,5354735583,475626,3487309488,1867426095,3011748661,2054772451,321654,153972,135,82366,6.9
2018_3,245481,127300,118183,1682,1694,1478,92,1386,535,333,202,95,46,14,5979096285,376411,4248400794,1730695491,3206955053,2138100292,266983,109428,137,82366,6.9
2018_3,76020,38188,37832,1471,1469,1232,0,1232,60,28,32,93,47,4,2068092087,140924,1606601417,461490670,1104885775,741028795,100674,40250,68,82366,6.9
2018_3,151448,70988,80459,1566,1682,1428,158,1270,28,11,17,97,47,9,2325684954,169894,1684056649,641628305,1313123839,937279643,118784,51110,85,82366,6.9
2018_3,299757,161538,138221,1468,1492,1850,346,1504,95,50,45,85,48,12,6364313433,305942,4191293551,2173019882,3793861655,1825607207,205188,100754,128,82366,6.9
2018_3,160823,75241,85582,1513,1597,1455,93,1362,410,183,227,81,45,9,4375575504,345892,3204299087,1171276417,2017506382,2213646683,247670,98222,88,82366,6.9
2018_3,221155,115648,105505,1298,1181,1529,43,1486,4,2,2,117,48,42,4317460188,298145,2649528099,1667932089,2779182492,1223579460,193214,104931,103,82366,6.9
2018_3,121899,57448,64448,1621,1601,1415,129,1286,132,57,75,105,50,4,1448323652,69599,1079015242,369308410,619523843,802960281,48778,20821,38,82366,6.9
2018_3,134906,62463,72441,1520,1658,1220,21,1199,11,7,4,87,47,5,1754223602,90711,1390376342,363847260,782569968,878642488,64711,26000,73,75635,6.9
2018_3,358052,184222,173831,1373,1418,1227,58,1169,314,185,129,112,47,10,1911524701,86673,1447495371,464029330,844584680,612690273,61769,24904,89,75635,6.9
2018_3,152518,75165,77352,2004,2132,1660,20,1640,38,17,21,82,45,12,1207562303,113542,858472370,349089933,740080769,456442107,77056,36486,45,75635,6.9
2018_3,52915,25763,27151,1138,1220,1068,106,962,412,237,175,107,44,6,1996525628,88072,1698568575,297957053,815950788,309229632,64761,23311,38,75635,6.9
2018_3,229742,111861,117882,1322,1403,1122,147,975,554,351,203,84,44,4,4740229843,402357,3279948248,1460281595,2665221945,1701606108,273233,129124,96,82762,6.9
2018_3,169762,79400,90364,442,475,361,101,260,153,66,87,80,48,13,12067794684,495172,8872110109,3195684575,5027499901,6510593648,354105,141067,219,82762,6.9
2018_3,168657,80389,88266,1872,2026,1815,37,1778,164,94,70,90,50,2,1400015702,95298,1008888130,391127572,707978090,572601074,65804,29494,72,82762,6.9
2018_3,153286,78080,75208,1003,1013,1026,0,1026,587,312,275,91,47,12,10802887066,483434,7084841170,3718045896,5206407926,4677018042,332619,150815,179,102336,6.9
2018_3,117797,58011,59786,1830,1895,1526,102,1424,53,18,35,101,54,12,1054015925,117394,771161518,282854407,579487287,430742531,81893,35501,42,102336,6.9
2018_3,97056,46434,50623,916,997,864,0,864,217,92,125,106,50,16,14719438664,787655,9873653902,4845784762,5922863804,7954127042,526046,261609,275,102336,6.9
2018_3,188201,84475,103725,1962,2032,1686,159,1527,188,96,92,68,45,12,3573702647,210119,2796079092,777623555,1768829556,1352712017,154451,55668,47,102336,6.9
2018_3,84105,41488,42619,686,768,633,49,584,13,5,8,108,46,22,8906129134,363271,7012104652,1894024482,3074664743,3883195275,277354,85917,153,102336,6.9
2018_3,139558,64343,75215,2445,2533,2022,93,1929,184,35,149,109,55,10,1127798324,97423,820443543,307354781,544647781,542900931,67597,29826,52,97873,6.9
2018_3,253802,118478,135328,2102,2256,1747,0,1747,152,57,95,102,47,13,5387843823,374016,4071297022,1316546801,2353063469,2841855528,269731,104285,117,97873,6.9
2018_3,191137,99401,91739,1343,1274,1651,0,1651,42,21,21,116,54,34,6244123212,358645,4099488859,2144634353,3623821785,2156961688,237674,120971,142,97873,6.9
2018_3,954576,525579,428999,1459,1514,1849,103,1746,3558,2312,1246,85,45,53,30232492054,1586752,20865092297,9367399757,16882677209,10018423248,1084730,502022,551,92105,6.9
2018_3,537813,281887,255925,1628,1614,1579,41,1538,757,621,136,92,45,17,8633078572,426161,6193591138,2439487434,4057670195,3803157003,300744,125417,173,92105,6.9
2018_3,390083,206678,183403,1269,1342,986,414,572,480,200,280,79,52,4,8133513581,527697,6246949051,1886564530,3310161701,4072630919,382971,144726,92,92105,6.9
2018_3,199894,98496,101401,1441,1611,1419,0,1419,796,295,501,85,44,8,4029390820,242358,2988551695,1040839125,1855888395,1959925112,173160,69198,101,138921,6.9
2018_3,1044043,547317,496725,1700,1747,1579,145,1434,159,85,74,89,45,17,5698729309,300660,4139380677,1559348632,2536095284,2417629729,215025,85635,149,138921,6.9
2018_3,397204,187592,209612,542,645,588,27,561,46,27,19,98,52,34,21721377677,1405653,15989620374,5731757303,8570018225,12350814533,1021263,384390,264,138921,6.9
2018_3,202919,97398,105524,3353,3564,2932,15,2917,30,12,18,90,47,20,5501226153,439499,3746027069,1755199084,2918861543,2419372143,305055,134444,148,138921,6.9
2018_3,225581,114255,111326,189,206,174,0,174,273,138,135,94,50,7,3448018207,78770,2583345913,864672294,1406783346,1143683135,56355,22415,53,119767,6.9
2018_3,386527,174807,211724,2464,2728,1812,481,1331,311,172,139,81,52,16,4711610261,252235,3468243067,1243367194,2331789278,2104461332,170414,81821,112,119767,6.9
2018_3,160178,77642,82536,554,554,412,18,394,9,5,4,87,46,5,3443500889,157854,2514199328,929301561,1424364461,1533652617,115095,42759,93,119767,6.9
2018_3,319126,152287,166839,1923,2083,1904,21,1883,1208,453,755,99,48,14,7504394217,403662,5532104598,1972289619,3249119271,3920159405,286101,117561,231,119767,6.9
2018_3,111734,56688,55044,1730,1726,1528,0,1528,143,61,82,108,55,11,2846544273,219149,1940672485,905871788,1789375443,832112333,152440,66709,69,103246,2.8
2018_3,469023,245737,223285,1818,1950,2714,0,2714,1589,803,786,112,58,70,33359577898,2374858,23861610638,9497967260,16460867126,14457487577,1674058,700800,359,103246,2.8
2018_3,258403,131112,127292,1056,1036,1048,0,1048,224,105,119,108,49,18,7916417666,478661,5519868722,2396548944,3908691842,3416663003,334663,143998,188,87507,2.8
2018_3,302789,168451,134339,1361,1253,1457,69,1388,344,178,166,94,55,14,6657648900,441436,4691078906,1966569994,3093309859,2814483931,303396,138040,97,94701,8.6
2018_3,493213,251424,241790,1509,1525,1479,0,1479,497,187,310,115,44,12,4303691033,228788,2984577528,1319113505,1969822691,1286489571,157676,71112,81,94701,8.6
2018_3,104006,54161,49849,867,772,965,22,943,7,4,3,99,54,3,992760394,62764,828843522,163916872,550934292,281344819,47763,15001,18,94701,8.6
2018_3,873527,401360,472167,298,188,418,0,418,906,535,371,124,50,18,5028712071,300686,3979529124,1049182947,2347471027,1730783202,231612,69074,98,101715,8.6
2018_3,214169,119326,94843,1554,1029,2030,272,1758,1741,1124,617,151,57,19,5475732933,370228,4560629620,915103313,2619639020,1568867445,291344,78884,170,101715,8.6
2018_3,1017158,559558,457604,547,204,694,0,694,1259,661,598,117,60,66,30107869493,1173819,19001850937,11106018556,17317697136,10268433407,730244,443575,518,101715,8.6
2018_3,140737,76813,63926,702,492,848,0,848,89,54,35,121,48,23,10943806484,360825,7794573531,3149232953,5056448664,2796335044,252962,107863,173,101715,8.6
2018_3,1887741,864851,1022889,1428,876,1769,498,1271,4063,1979,2084,107,55,132,1.47E+11,7384638,93627213415,53027832917,56476789361,82219983233,4746429,2638209,1989,101715,8.6
2018_3,315741,178489,137250,931,504,1128,0,1128,334,253,81,150,57,26,7239120554,383309,5813991619,1425128935,3460360121,2286243517,298538,84771,173,101715,8.6
2018_3,118993,58502,60491,1268,1397,1415,0,1415,194,146,48,112,51,1,1220790330,140411,875016868,345773462,684049012,473827452,96829,43582,39,103613,2.1
2018_3,409172,214629,194543,1635,1774,2048,65,1983,1829,746,1083,94,51,24,12176772127,802315,8829724528,3347047599,5932345795,5203738804,570895,231420,254,103613,2.1
2018_3,299511,143797,155712,1112,1273,1459,0,1459,1402,710,692,107,46,18,9601671134,452996,7113419901,2488251233,4540774763,4135470061,314430,138566,104,103613,2.1
2018_3,595857,313722,282133,448,496,639,0,639,494,285,209,99,51,30,26799483111,1215388,19566665988,7232817123,13347892706,10869435248,877279,338109,317,103613,2.1
2018_3,133095,61508,71583,1393,1492,1584,0,1584,260,148,112,82,43,3,1606710392,185401,1122020314,484690078,883771356,631854202,126434,58967,55,103613,2.1
2018_3,426756,211559,215198,492,544,634,0,634,298,204,94,82,45,10,3740337567,134983,2722381316,1017956251,1570979103,1678861676,101022,33961,124,103613,2.1
2018_3,140048,71171,68876,1480,1657,1821,20,1801,571,365,206,90,47,13,3086667569,168031,2039536433,1047131136,1914412019,932715909,112666,55365,41,145689,2.1
2018_3,159278,81353,77927,922,1039,936,150,786,224,76,148,96,50,3,3661211112,254129,2480267961,1180943151,1560520786,1842245883,170757,83372,69,145689,2.1
2018_3,491304,256413,234890,743,857,993,28,965,270,140,130,109,59,16,7809380651,689899,5719676848,2089703803,4014018377,2999448230,492096,197803,83,145689,2.1
2018_3,138918,72299,66624,1355,1227,1484,0,1484,69,33,36,158,58,8,3565451726,257372,2641504129,923947597,1982371218,1496497432,180913,76459,52,119062,3.7
2018_3,193745,100934,92811,891,776,1140,0,1140,34,17,17,85,47,25,24100037215,2077947,16159809366,7940227849,10270064157,13537671208,1406877,671070,306,119062,3.7
2018_3,1178349,627106,551243,289,398,576,0,576,1979,936,1043,103,57,21,47498837313,2921099,30153631760,17345205553,24819236694,21717644674,1884701,1036398,494,119062,3.7
2018_3,198304,100002,98300,1384,1424,1706,0,1706,25,14,11,93,50,19,5516188758,523717,3859368393,1656820365,2924415093,2308325092,365678,158039,153,111195,3.7
2018_3,631200,339563,291638,242,179,266,0,266,330,124,206,106,55,10,10243101760,601297,6777593293,3465508467,4581489949,4814786020,396914,204383,203,111195,3.7
2018_3,322857,164335,158520,218,247,285,0,285,1491,797,694,94,50,29,10298402170,594165,8406719865,1891682305,4445635258,3530672093,488080,106085,134,94670,2.9
2018_3,182706,95525,87183,1286,1329,1097,144,953,7653,5747,1906,111,46,14,5169225568,320705,4448916960,720308608,1904471345,1662604027,270415,50290,83,94670,2.9
2018_3,164258,94770,69490,772,808,729,0,729,13336,5891,7445,108,46,7,5495722344,309465,4598134724,897587620,2656005454,1637156098,267355,42110,92,94670,2.9
2018_3,265049,147279,117767,524,543,538,38,500,1851,1124,727,101,46,10,5667332017,269837,4453223877,1214108140,2475333153,2013857770,208554,61283,88,94670,2.9
2018_3,989884,561026,428855,773,867,942,285,657,3363,2149,1214,94,50,71,33146158399,2157098,26398782771,6747375628,14799765260,12839658942,1657216,499882,403,94670,2.9
2018_3,208362,121616,86746,593,641,494,0,494,540,396,144,131,55,26,39970774031,1038833,32626560230,7344213801,17810492900,9369984528,840695,198138,495,94670,2.9
2018_3,204596,104901,99694,841,894,593,475,118,623,435,188,109,51,10,3756725638,178612,2729021249,1027704389,1846305190,1355726799,132841,45771,41,94670,2.9
2018_3,370146,204408,165737,716,963,1288,1,1287,7961,5087,2874,95,47,32,25234947591,1476385,20583633623,4651313968,11003856605,8890956606,1179412,296973,443,137831,2.9
2018_3,631041,359933,271107,870,987,970,0,970,3614,2354,1260,97,47,43,23668352766,1233122,19579495595,4088857171,8923570394,7231082223,1016432,216690,410,137831,2.9
2018_3,1199409,636062,563349,1278,1406,1190,144,1046,135689,99243,36446,84,45,87,58784012446,2999347,48418042810,10365969636,23913656468,24573519717,2511324,488023,611,137831,2.9
2018_3,205939,108239,97700,1010,1066,893,337,556,204,124,80,93,44,22,4877686967,310653,3824874387,1052812580,2400265338,1702373321,237856,72797,82,137831,2.9
2018_3,449881,227139,222743,1227,1265,1105,225,880,8261,3970,4291,108,49,17,14004326886,754591,10145641421,3858685465,7081703334,4914928302,559426,195165,134,112923,2.9
2018_3,249580,126309,123271,828,876,649,97,552,1663,1135,528,117,52,10,9347542635,592482,7070894768,2276647867,3671390269,3403222732,458470,134012,108,112923,2.9
2018_3,138387,81662,56723,798,851,692,78,614,658,422,236,117,43,8,5689348220,174346,4458592455,1230755765,2491665969,2418580692,138671,35675,107,112923,2.9
2018_3,747590,411846,335743,831,863,1316,0,1316,10724,5529,5195,107,48,69,27873959429,1680766,21994128845,5879830584,13785777385,8874870730,1300796,379970,496,112923,2.9
2018_3,1925863,1100568,825291,1287,1288,1314,197,1117,13316,7616,5700,96,48,71,60659947855,2847972,49889930805,10770017050,27394570817,15803302515,2321555,526417,1014,112923,2.9
2018_3,162676,98620,64055,31,24,25,0,25,11841,4670,7171,97,56,12,5699533093,325322,5120380258,579152835,2454494624,1450108794,296584,28738,57,112923,2.9
2018_3,247549,140081,107466,8,11,10,0,10,4422,2687,1735,106,47,11,10184693324,640251,8858975731,1325717593,4632199163,2565188777,555836,84415,146,112923,2.9
2018_3,413731,228653,185082,222,222,252,40,212,5151,2877,2274,97,56,69,34698747700,1356507,28211351224,6487396476,14040409801,14159972946,1096954,259553,374,104309,2.9
2018_3,3001559,1388022,1613540,1163,1371,1397,456,941,5638,3260,2378,94,46,207,1.43E+11,6673622,1.06E+11,36942433548,57584220065,74312422152,5005489,1668133,1135,104309,2.9
2018_3,244433,121743,122692,1941,2057,2711,0,2711,333,224,109,95,50,1,2003535936,162529,1548305146,455230790,937027743,757116680,118776,43753,71,130280,18.5
2018_3,344645,174004,170638,1220,1402,1668,0,1668,1480,947,533,92,45,7,4503731980,219375,3312746211,1190985769,2685261624,1258835370,158430,60945,107,130280,18.5
2018_3,912914,492104,420811,1006,940,1374,0,1374,3585,2076,1509,93,43,102,51673515456,2571301,40850458559,10823056897,22216467317,21013376957,1956058,615243,659,130280,18.5
2018_3,273336,128679,144655,1581,1856,1440,118,1322,652,473,179,90,50,12,6066018634,300213,4748748158,1317270476,2502397330,2605685984,223852,76361,128,123681,2.1
2018_3,114981,53311,61672,1863,2103,1807,0,1807,2220,1352,868,82,47,8,3078270181,181093,2519058266,559211915,1186048781,1465006879,135902,45191,113,123681,2.1
2018_3,98272,47406,50864,537,660,591,0,591,1298,851,447,90,51,7,6686956593,337819,4790211201,1896745392,2636995537,2887111094,240500,97319,134,123681,2.1
2018_3,736520,392537,343985,442,495,410,83,327,3503,1459,2044,91,53,32,31376949118,1204727,23006282085,8370667033,15500799727,10318984622,880586,324141,371,123681,2.1
2018_3,202843,96290,106550,1580,1679,1355,0,1355,248,125,123,140,63,7,39171132,3151,27660414,11510718,23141468,15475317,2206,945,17,123681,2.1
2018_3,238787,125169,113619,665,864,818,31,787,1448,886,562,77,49,4,2749108822,95684,2165738273,583370549,1393077603,845603555,75234,20450,73,125358,6.9
2018_3,68857,31569,37288,307,385,363,0,363,1632,760,872,67,43,1,6452881404,245937,4280871319,2172010085,2630523516,3208701278,169089,76848,93,96395,6.9
2018_3,238787,125169,113619,665,864,818,31,787,1448,886,562,77,49,4,2749108822,95684,2165738273,583370549,1393077603,845603555,75234,20450,73,96395,6.9
2018_3,2588385,1195207,1393177,1780,2064,2163,0,2163,22466,10481,11985,89,47,407,2.35E+11,7172205,1.73E+11,61678049965,81688060111,1.27E+11,5224755,1947450,2541,96395,6.9
