Date,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,남성_상주인구_수,여성_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,주중_매출_건수,주말_매출_건수,점포수,임대료_전체,공실률
2018_1,243751,141040,102711,118,40,115,0,115,3303,1754,1549,122,53,24,12541603343,306487,10180808539,2360794804,5809811162,4438689059,265735,40752,324,189116,2
2018_1,615672,324364,291309,442,358,481,223,258,20646,12784,7862,142,63,139,70151866628,2727762,52795094634,17356771994,27964777471,29818195941,2019941,707821,1226,189116,2
2018_1,108043,47605,60437,4,0,4,0,4,308,171,137,145,64,16,11561859408,257617,9551253665,2010605743,2742924851,5156741978,225070,32547,499,280906,2
2018_1,690144,385932,304210,459,296,534,0,534,5069,3422,1647,136,53,72,21607760799,773520,18226683030,3381077769,10914424479,7253448539,654716,118804,432,280906,2
2018_1,69147,41565,27581,271,215,259,0,259,104,91,13,161,53,4,1736178612,120098,1446746101,289432511,994822331,368984277,105430,14668,33,280906,2
2018_1,257471,151591,105881,75,39,89,0,89,39,17,22,144,66,9,12232740615,318893,9090542308,3142198307,5442554859,5324122794,252071,66822,299,280906,2
2018_1,627369,366339,261029,988,1002,1135,0,1135,17663,11671,5992,99,57,65,33798204383,1718095,27205728958,6592475425,16031537876,11457896537,1438841,279254,611,280906,2
2018_1,192552,116083,76469,14,15,24,0,24,490,300,190,140,67,25,10415836404,166231,7529615830,2886220574,5246979488,4063612461,127945,38286,148,280906,2
2018_1,48191,31030,17162,82,89,86,0,86,328,203,125,159,71,2,204463734,4353,171598526,32865208,87967483,94393315,3592,761,13,280906,2
2018_1,124323,69458,54866,7,20,22,0,22,48,36,12,133,73,10,4745005250,237615,3120802651,1624202599,2496053639,1827452268,151978,85637,70,280906,2
2018_1,1207843,561420,646423,290,345,429,0,429,1654,774,880,94,54,47,35353161339,1884402,23633107657,11720053682,15234553610,17937859913,1271177,613225,501,110692,9.6
2018_1,114064,52392,61671,418,524,624,0,624,1277,365,912,91,64,17,3557050186,145123,2794988073,762062113,1360230474,1923349764,110931,34192,49,110692,9.6
2018_1,220842,114657,106186,449,499,572,0,572,146,91,55,103,45,14,3591274425,291084,2666909151,924365274,1946481970,1400277533,216319,74765,133,110692,9.6
2018_1,440228,212307,227919,384,408,523,19,504,1498,813,685,104,49,21,5402002918,417158,3897301802,1504701116,2680690312,2388053011,291700,125458,127,110692,9.6
2018_1,333306,164118,169187,750,721,853,24,829,20,11,9,83,55,12,4370993419,566482,3306774819,1064218600,2475693110,1672872769,433170,133312,92,110692,9.6
2018_1,1639588,682068,957527,20,22,24,0,24,9708,5218,4490,146,54,206,1.70E+11,7190065,1.20E+11,49797420697,55026493765,90049736211,5199667,1990398,2130,163028,6.4
2018_1,131189,65324,65865,49,259,51,0,51,35854,17667,18187,162,60,34,8833392080,472252,6996684926,1836707154,3189099262,3896448042,387014,85238,137,163028,6.4
2018_1,616275,351088,265186,12,10,15,0,15,24111,11723,12388,121,62,69,42114735070,1901470,37495307295,4619427775,15623100421,11911612246,1659616,241854,377,163028,6.4
2018_1,43167,21896,21270,111,120,137,0,137,3016,1334,1682,90,53,32,3431728185,169193,2332483246,1099244939,1509835328,1361740091,125031,44162,69,163028,6.4
2018_1,225588,114007,111580,146,212,163,3,160,3845,1963,1882,107,49,63,14097562484,818104,11622300766,2475261718,5464569102,5463421689,707188,110916,291,163028,6.4
2018_1,167770,83040,84731,1110,1197,1137,9,1128,134,42,92,75,52,6,1535004433,69851,1061596033,473408400,591871557,736040174,48975,20876,83,99587,9.5
2018_1,149631,82262,67371,325,261,350,0,350,2726,1988,738,118,58,34,12951812875,457232,10571377328,2380435547,5377125547,4491569851,380776,76456,213,99587,9.5
2018_1,114239,65732,48504,1744,1572,1930,0,1930,2663,1432,1231,113,58,19,4455332306,205166,3368741058,1086591248,1897083298,2136862783,158745,46421,82,79009,9.5
2018_1,160088,87950,72137,98,100,143,0,143,13126,5769,7357,121,55,40,18224371397,1254156,14183758452,4040612945,8641739526,7841817567,969067,285089,224,79009,9.5
2018_1,277897,153891,124008,1481,1268,1613,16,1597,10716,3983,6733,109,59,25,9628974606,558130,7918107678,1710866928,3920077165,3158417060,447963,110167,169,79009,9.5
2018_1,92206,53161,39046,364,322,365,0,365,13362,8405,4957,115,57,38,1.69E+11,4074017,1.15E+11,53730601210,79698750290,57588020623,2739080,1334937,1161,97398,9.5
2018_1,55271,33576,21695,266,231,272,0,272,1553,338,1215,123,63,14,3972597817,176870,3294388208,678209609,2017112434,839825725,143361,33509,70,97398,9.5
2018_1,25912,17467,8444,88,73,67,0,67,461,363,98,136,46,7,52570521902,268491,42660789318,9909732584,21621077293,7945076261,220073,48418,417,97398,9.5
2018_1,154970,84768,70203,406,360,442,0,442,529,357,172,100,61,11,3049568756,112182,2498324435,551244321,1255054409,952218977,95326,16856,58,97398,9.5
2018_1,340865,193171,147695,677,717,866,0,866,5982,3756,2226,92,50,13,11858450908,617761,9486639788,2371811120,6439425049,2990722042,493755,124006,258,97398,9.5
2018_1,420174,212206,207968,295,331,406,0,406,1107,708,399,98,53,7,3270680456,163767,2805376956,465303500,1271411375,914742861,139505,24262,111,97398,9.5
2018_1,214420,125503,88916,201,193,297,0,297,508,233,275,103,53,19,10104699493,447423,8394477720,1710221773,5189013041,3121984849,369215,78208,146,97398,9.5
2018_1,73374,42614,30759,412,391,464,0,464,748,507,241,125,58,21,5939283024,304827,4743055670,1196227354,3120000402,1330747310,239050,65777,140,97398,9.5
2018_1,170466,80825,89642,262,249,271,0,271,293,154,139,120,58,1,8132579614,284456,4737284884,3395294730,3406782607,3940809531,169611,114845,172,160766,22.4
2018_1,134772,65081,69691,460,520,524,0,524,2231,1171,1060,90,55,13,4704220903,324310,3498465335,1205755568,2096810502,1872202946,223957,100353,134,160766,22.4
2018_1,20700,9595,11105,52,67,58,0,58,84,51,33,70,55,7,2251989504,74969,1588942083,663047421,914774973,1003116567,53305,21664,38,160766,22.4
2018_1,842882,430339,412546,491,446,601,0,601,673,404,269,123,60,67,55364306173,2705836,30726789589,24637516584,27444949299,21910177531,1483260,1222576,694,160766,22.4
2018_1,259888,128048,131838,353,378,370,0,370,653,367,286,110,61,25,18860094674,700446,9948255929,8911838745,9670389775,7296017043,362086,338360,179,160766,22.4
2018_1,2286083,1132855,1153233,3211,3499,3978,26,3952,6036,3295,2741,110,58,144,1.16E+11,4947674,67435941773,48845054329,52046023656,51620377793,2806844,2140830,1786,160766,22.4
2018_1,100685,48976,51707,430,427,447,0,447,75,50,25,75,45,16,6518278523,418925,3897078049,2621200474,2720086601,3261630472,260335,158590,122,162265,22.4
2018_1,133500,63220,70279,361,394,375,0,375,62,31,31,84,55,8,5805830529,211577,3210451487,2595379042,2373552640,2804258774,118375,93202,109,162265,22.4
2018_1,136505,63296,73209,1009,1265,1296,28,1268,71,33,38,78,47,16,8026451119,465559,5306143174,2720307945,3337259662,3839280553,312707,152852,157,162265,22.4
2018_1,9732,5065,4667,229,219,206,0,206,283,186,97,118,44,1,506739884,5996,330980942,175758942,311734304,118774062,4356,1640,16,87930,9.5
2018_1,70214,40339,29873,1273,1396,1289,0,1289,472,287,185,133,77,7,1403379308,36413,1089307143,314072165,678146293,351434162,26244,10169,23,87930,9.5
2018_1,50077,23509,26570,1167,1183,1008,245,763,9,6,3,93,64,4,1503218760,79388,1242406167,260812593,667184168,787989365,56551,22837,42,72955,8.7
2018_1,67021,34505,32516,496,549,592,0,592,136,59,77,93,50,19,6185325916,343536,4775915112,1409410804,2704048003,3039400598,248614,94922,139,72955,8.7
2018_1,480913,220854,260056,1580,1710,1554,44,1510,107,52,55,97,59,14,3302937017,261196,2409453589,893483428,1413974306,1707669271,198122,63074,77,72955,8.7
2018_1,383342,197871,185472,1457,1429,1361,0,1361,3861,2479,1382,110,52,30,8693295137,447100,6706828027,1986467110,3961483414,3718022619,344822,102278,209,124558,8.7
2018_1,78519,40914,37605,202,233,235,0,235,661,279,382,107,53,26,10924838519,437984,7984062718,2940775801,5671107145,3741977783,310007,127977,123,124558,8.7
2018_1,457226,230744,226482,891,915,907,37,870,383,217,166,103,57,10,9149232600,214239,6002545076,3146687524,5046498593,2918679976,149595,64644,149,124558,8.7
2018_1,304646,164046,140598,821,875,1261,1,1260,1001,552,449,125,46,27,7487045807,737729,5271569104,2215476703,4712630593,2188586200,523039,214690,145,130718,3.2
2018_1,49443,25100,24343,11,10,19,0,19,141,80,61,115,49,7,1729960566,54301,1275809704,454150862,790421619,884375147,39077,15224,17,130718,3.2
2018_1,237767,128270,109498,682,577,781,0,781,61,37,24,91,55,9,4684527814,477402,3583354322,1101173492,2679838652,1464663877,372159,105243,118,130718,3.2
2018_1,465399,230464,234932,1750,1924,2407,0,2407,374,123,251,91,44,22,7249580696,611950,5076990232,2172590464,3730702719,2833469335,423451,188499,166,130718,3.2
2018_1,394582,210618,183965,1473,1603,1820,197,1623,14,4,10,86,41,4,1149276600,100337,829582895,319693705,616341070,427796964,71625,28712,55,130718,3.2
2018_1,2047154,1041614,1005536,974,1137,1439,0,1439,2899,1009,1890,76,51,57,77188820908,4642836,52151394896,25037426012,36740181972,38629551966,3140287,1502549,682,130718,3.2
2018_1,292604,154729,137874,999,1066,1545,0,1545,312,196,116,83,46,12,4524679307,302153,3180329056,1344350251,2392762219,1758574626,209606,92547,107,130718,3.2
2018_1,309111,170094,139017,302,242,264,92,172,93,51,42,90,51,14,7743893719,418594,5507689217,2236204502,4211147141,2953435908,299624,118970,174,90474,5.7
2018_1,260801,135392,125408,776,889,996,0,996,176,101,75,92,52,48,27408736577,1276674,19623421805,7785314772,13902652142,10664236670,931798,344876,336,90474,5.7
2018_1,164222,86251,77974,2065,2013,2028,32,1996,223,179,44,104,44,6,2074886788,90437,1611195073,463691715,969579494,571458169,65455,24982,81,78008,5.7
2018_1,101933,47951,53981,432,419,380,0,380,120,69,51,112,51,17,12360726934,602346,9036099677,3324627257,4450033879,6975019201,436334,166012,209,78008,5.7
2018_1,153792,77980,75813,2419,2520,2288,55,2233,517,259,258,99,54,27,11489373584,715099,8782906190,2706467394,5649275613,5150916740,524814,190285,199,78008,5.7
2018_1,804255,397766,406489,1731,1870,1734,16,1718,1147,618,529,79,44,33,14483121671,783897,11492390339,2990731332,6258712221,7410015900,614577,169320,362,70312,5.7
2018_1,140827,68325,72500,1909,1998,1703,88,1615,942,529,413,78,52,9,1967968450,129903,1459277441,508691009,974269242,818758122,94392,35511,79,70312,5.7
2018_1,343000,174208,168788,2693,2694,2349,61,2288,156,64,92,90,49,27,7631287231,394663,5881621568,1749665663,3386954140,3609484663,289033,105630,167,70312,5.7
2018_1,107752,52065,55687,1512,1578,1309,0,1309,274,108,166,107,52,25,8492815516,310310,5988004323,2504811193,3824335216,4256963584,231145,79165,139,70312,5.7
2018_1,148036,75761,72278,2022,2215,2017,10,2007,566,273,293,113,52,22,6551704209,495662,4902340727,1649363482,3154933175,2986578648,375435,120227,116,70312,5.7
2018_1,165249,79295,85954,2392,2770,2641,26,2615,978,522,456,76,54,7,6875397183,220590,4483744856,2391652327,3079817890,3211201827,155937,64653,124,90529,5.7
2018_1,186140,88691,97451,1583,1590,1469,53,1416,544,296,248,107,54,5,1728924211,78215,1247861403,481062808,839743457,506272021,55067,23148,67,91643,3.2
2018_1,542286,278281,264007,1920,2040,2047,0,2047,1400,684,716,102,45,16,8081600017,603206,6151766457,1929833560,4183938195,3410904076,448827,154379,228,91643,3.2
2018_1,167860,78427,89435,974,1016,914,0,914,88,46,42,119,47,1,6602907344,325390,4637178911,1965728433,2643494645,3296015129,227415,97975,148,91643,3.2
2018_1,232582,121521,111060,906,1017,917,0,917,326,222,104,110,49,12,7960886491,375416,6138285148,1822601343,3058455858,4574701034,293735,81681,119,91643,3.2
2018_1,134784,68803,65979,1528,1609,1129,413,716,239,104,135,77,43,3,2348257146,111118,1745760044,602497102,941935432,1248651691,78434,32684,68,115791,3.2
2018_1,208265,103366,104899,2127,2075,1824,165,1659,88,33,55,107,63,6,2391980327,165080,1671110899,720869428,1374255390,796126891,115279,49801,87,115791,3.2
2018_1,237978,119293,118686,1023,1103,1072,2,1070,122,71,51,93,48,6,2691521362,167527,1770338512,921182850,1493189808,851284238,111858,55669,87,115791,3.2
2018_1,98512,41672,56840,245,335,310,0,310,718,386,332,57,42,12,8964892241,402251,5956054508,3008837733,3161360782,5094180739,267820,134431,98,115791,3.2
2018_1,276739,157415,119324,1079,1065,917,317,600,2968,2104,864,101,46,10,6141769236,324915,4681966498,1459802738,2876344899,2351186474,249718,75197,170,75017,5.9
2018_1,111885,64266,47621,1428,1409,1225,501,724,339,214,125,135,56,9,3185992768,71020,2633729856,552262912,1504427249,718595311,51303,19717,86,75017,5.9
2018_1,251103,148917,102184,714,643,739,52,687,5310,3241,2069,109,48,22,6115087466,305935,4863742932,1251344534,2767671105,2121863377,246475,59460,244,75017,5.9
2018_1,149740,79409,70331,357,343,301,17,284,1015,450,565,116,49,14,4678125741,172250,3633120964,1045004777,1944146152,2210380523,132383,39867,106,75017,5.9
2018_1,268323,149013,119312,1714,1595,1715,60,1655,580,348,232,101,43,17,7364804646,350705,5553999386,1810805260,3656182983,2277017389,256829,93876,132,75017,5.9
2018_1,143602,87495,56108,132,82,133,24,109,2293,1530,763,103,46,35,16163312131,769365,12665436343,3497875788,8566922056,4324666313,599841,169524,199,75017,5.9
2018_1,157410,76637,80770,1689,1630,1576,77,1499,111,68,43,84,41,4,5558312889,391448,3969953002,1588359887,2578164584,2461302227,279327,112121,116,75017,5.9
2018_1,122446,68440,54007,1148,1151,952,283,669,802,464,338,112,44,6,1674901783,69398,1367542736,307359047,669323737,596528992,54039,15359,62,75017,5.9
2018_1,312983,158297,154687,1345,1347,1009,271,738,552,255,297,88,49,6,7367099634,481996,5180581674,2186517960,3322260031,3433633436,337630,144366,92,75017,5.9
2018_1,121324,67587,53738,1237,1133,998,93,905,1994,1050,944,120,43,2,617974513,30941,541608847,76365666,337727127,120884787,25171,5770,28,75017,5.9
2018_1,53296,26969,26325,726,720,539,240,299,182,151,31,108,44,2,2544325188,155681,1894753494,649571694,1366428950,706463681,114300,41381,69,75017,5.9
2018_1,146144,77318,68826,1441,1468,1390,33,1357,361,213,148,110,51,5,4715167781,309775,3423323677,1291844104,2220863054,1933584822,226371,83404,120,75017,5.9
2018_1,187639,99745,87897,621,627,562,19,543,5,3,2,93,46,7,3674931902,150112,2734359652,940572250,1685490193,1545085329,110879,39233,94,75017,5.9
2018_1,151067,84379,66690,1001,909,765,239,526,917,390,527,94,46,13,10607331251,366355,7908432550,2698898701,4373077521,4943125575,273156,93199,153,72634,5.9
2018_1,100546,48871,51671,917,910,952,0,952,305,151,154,111,51,10,3584346919,276511,2629341782,955005137,1872160957,1544160165,200571,75940,77,72634,5.9
2018_1,743816,395551,348262,1994,2015,2100,234,1866,494,258,236,89,46,68,39860977861,1827237,28586272940,11274704921,18103850021,18303364001,1314033,513204,582,72634,5.9
2018_1,128345,69426,58920,610,607,580,76,504,340,146,194,107,44,12,4451621279,198543,2886576918,1565044361,2595243891,1206885654,135366,63177,62,72634,5.9
2018_1,75119,38332,36788,1205,1231,940,467,473,363,110,253,97,44,9,7066832458,464869,5399647314,1667185144,2966428442,3383328342,350082,114787,77,72634,5.9
2018_1,109567,57480,52088,870,865,685,153,532,97,60,37,96,55,9,3688406984,255012,2760008602,928398382,1784597512,1679623940,186975,68037,102,72634,5.9
2018_1,278185,152669,125516,559,495,542,31,511,137,39,98,113,46,8,3626729536,146406,2627912131,998817405,1529722747,1750067960,107921,38485,84,72634,5.9
2018_1,96882,51652,45229,552,537,497,0,497,435,199,236,113,46,5,2906366860,141397,2134016504,772350356,1300951287,1203658125,102799,38598,79,72634,5.9
2018_1,58720,28753,29968,729,709,645,0,645,80,45,35,123,50,1,1017147769,54715,708100907,309046862,597189473,308711602,38325,16390,43,72634,5.9
2018_1,152306,78720,73586,1622,1597,1800,0,1800,217,140,77,126,61,4,966736823,77143,733889218,232847605,603113585,212799875,55932,21211,41,77468,8.4
2018_1,299508,147833,151675,1798,1725,1890,298,1592,991,477,514,108,46,20,6880009016,307308,5550796441,1329212575,2954079390,2738040008,234976,72332,139,77468,8.4
2018_1,134506,64045,70461,295,307,406,0,406,274,179,95,84,47,13,5977428505,319670,4519250931,1458177574,3563718780,1851543863,237619,82051,84,118098,4.5
2018_1,951715,448041,503674,173,192,242,0,242,341,161,180,87,47,11,20419054398,1597816,15387128956,5031925442,9916991932,9070974226,1215997,381819,277,118098,4.5
2018_1,197888,95282,102606,512,645,818,24,794,115,50,65,111,52,13,5471748022,280477,4375151898,1096596124,2065186329,3178698436,208716,71761,130,118098,4.5
2018_1,831746,428249,403496,1786,1797,1937,0,1937,207,99,108,108,55,16,8069367747,683211,5872845455,2196522292,4212797383,3503899429,503065,180146,177,95061,4.5
2018_1,510293,261120,249172,623,637,737,0,737,7,2,5,101,52,19,11597112334,1064797,8663756261,2933356073,5918554760,5253479712,799639,265158,252,95061,4.5
2018_1,319535,153524,166014,696,650,965,0,965,1496,909,587,97,62,4,4164236508,761954,3134052151,1030184357,2526143285,1497706967,569982,191972,57,95061,4.5
2018_1,220013,113519,106492,1305,1309,1499,0,1499,19,4,15,144,76,5,393463541,34064,268690917,124772624,199623085,185266080,23587,10477,26,95061,4.5
2018_1,241375,113429,127946,1294,1505,1217,432,785,432,224,208,87,54,10,3950627102,156682,3010213952,940413150,1827878168,1707677067,118414,38268,92,111273,12.4
2018_1,864596,350817,513783,457,808,854,0,854,1000,407,593,75,43,4,4418465349,382653,3268576605,1149888744,1367492424,2768920870,298756,83897,123,111273,12.4
2018_1,149797,70341,79458,499,650,617,0,617,120,51,69,88,53,13,4342543171,224649,3415270383,927272788,1559923317,2577598030,172232,52417,68,111273,12.4
2018_1,1082858,490073,592783,472,566,673,0,673,5122,3116,2006,96,49,56,50268366218,2750841,35195468922,15072897296,22170693668,26481523327,1896745,854096,696,111273,12.4
2018_1,204613,95190,109426,1319,1635,1688,14,1674,562,213,349,92,52,26,7518868593,337890,5317328713,2201539880,3334715873,3749420190,245807,92083,176,111273,12.4
2018_1,496316,198725,297589,902,1336,1455,0,1455,217,99,118,95,46,20,4681869821,272942,3458665698,1223204123,2158624605,2110632745,195876,77066,123,111273,12.4
2018_1,231340,96716,134624,644,817,853,0,853,24,2,22,89,51,4,1471357881,92896,1062419367,408938514,603289062,582754466,65070,27826,48,93304,12.4
2018_1,134189,76629,57556,1102,1112,1113,26,1087,616,385,231,98,55,7,2414494878,199028,1875442628,539052250,1100555397,770268206,147432,51596,38,93304,12.4
2018_1,603589,342490,261099,165,195,242,0,242,110,67,43,88,49,15,11971587223,653443,9270291302,2701295921,5976772570,4848573453,496765,156678,126,93304,12.4
2018_1,657252,408917,248335,387,288,459,0,459,216,146,70,94,55,14,15443521866,1165169,11363254346,4080267520,8852670243,4909554464,855068,310101,252,93304,12.4
2018_1,278720,134459,144266,797,816,927,0,927,3260,1162,2098,108,60,10,1979432792,213834,1555778847,423653945,1081228032,793926084,160833,53001,40,93304,12.4
2018_1,347037,192816,154221,549,532,801,0,801,3612,2193,1419,84,50,6,10826688980,1280232,8253673841,2573015139,5743324989,3739951942,961932,318300,129,93304,12.4
2018_1,75170,35031,40139,291,323,290,85,205,443,138,305,127,61,19,19304646960,623998,14225992105,5078654855,6796976114,11477700088,453411,170587,312,84976,10.2
2018_1,324555,162754,161800,1663,1732,1705,83,1622,250,164,86,97,42,23,5102718196,299650,3412792171,1689926025,2726764646,1996038688,206632,93018,140,84976,10.2
2018_1,90990,45365,45625,1640,1614,1392,7,1385,432,149,283,88,54,14,1314224025,97331,966774121,347449904,665785051,575877460,71408,25923,54,84976,10.2
2018_1,129403,59894,69506,1206,1314,1125,0,1125,34,13,21,98,53,1,505769633,41156,356162318,149607315,260974089,227360116,28476,12680,37,76506,10.2
2018_1,74382,33247,41137,800,824,711,0,711,158,62,96,91,54,5,4948984406,278609,3545880037,1403104369,2173059629,2375508263,199245,79364,115,76506,10.2
2018_1,2749,1325,1424,23,14,16,0,16,127,70,57,105,45,1,355272206,17245,259430005,95842201,128998108,192130464,12726,4519,18,92608,10.2
2018_1,218572,115134,103438,702,816,789,0,789,52,31,21,80,37,5,2254741198,118828,1680613419,574127779,1106358210,817883514,85216,33612,62,92608,10.2
2018_1,1967932,970450,997486,1040,1039,1333,0,1333,4324,2172,2152,91,49,77,47661177143,2586053,32353372736,15307804407,24388256674,22127536906,1794773,791280,578,92608,10.2
2018_1,187451,95204,92249,376,308,440,0,440,71,33,38,113,50,16,11864151142,413618,8275708058,3588443084,5882182375,5495892405,288237,125381,246,92608,10.2
2018_1,50625,21569,29055,1105,1147,1078,0,1078,220,104,116,73,44,3,1388809420,64546,925755601,463053819,702107708,540942263,45793,18753,46,92608,10.2
2018_1,249102,130854,118250,822,867,940,8,932,103,50,53,88,43,6,3198532304,143753,2261737990,936794314,1646605247,1370680772,102326,41427,132,92608,10.2
2018_1,81885,42262,39626,1869,1960,1712,58,1654,823,415,408,90,40,3,2569417632,204261,1766174180,803243452,1495531307,976899729,140502,63759,86,92608,10.2
2018_1,134103,68824,65274,1321,1344,1194,0,1194,239,69,170,106,42,8,2788427223,111877,2084644971,703782252,1253190171,1269544040,85387,26490,149,92608,10.2
2018_1,94752,48100,46652,372,339,397,14,383,64,26,38,113,53,8,6500802504,238503,4916443041,1584359463,2388559231,3144559844,174884,63619,95,92608,10.2
2018_1,262433,128461,133969,2850,2995,2748,30,2718,502,208,294,93,61,6,4045023119,378663,2713778384,1331244735,2401773126,1509286316,257520,121143,94,81930,3.8
2018_1,108793,49530,59264,1538,1715,1395,0,1395,375,236,139,100,49,16,7163266065,258047,5332102369,1831163696,3652604377,2604067015,197551,60496,140,81930,3.8
2018_1,446117,217343,228772,345,330,432,0,432,88,31,57,127,60,30,11197719040,374956,7801346546,3396372494,5334102064,5097754579,279504,95452,147,103688,3.8
2018_1,1593108,787797,805313,109,140,154,0,154,83,41,42,112,67,25,9042602165,587047,6524467032,2518135133,4198031687,4573962486,436111,150936,109,90976,3.8
2018_1,559624,284635,274984,1751,1925,1854,26,1828,839,386,453,89,48,14,6385681481,463066,4490041241,1895640240,3261797094,2779849383,323202,139864,145,90976,3.8
2018_1,584066,284990,299076,285,304,337,26,311,246,94,152,89,46,43,24279942990,1227108,16365193524,7914749466,9095072051,14442555850,829638,397470,584,90976,3.8
2018_1,71604,32799,38802,1312,1431,1295,0,1295,12,0,12,86,51,8,2804140125,179525,1946900639,857239486,1357678291,1244637653,125067,54458,80,90976,3.8
2018_1,117434,53527,63910,2769,2990,2596,9,2587,22,15,7,88,52,12,2127205875,148773,1454190300,673015575,982959337,989992897,101546,47227,80,90976,3.8
2018_1,332648,160850,171796,316,433,508,61,447,57,21,36,93,47,26,11229444094,605944,8772744905,2456699189,5124945121,5798792453,463822,142122,223,90976,3.8
2018_1,5829699,2672751,3156951,1322,1334,1900,68,1832,3137,1358,1779,108,51,217,1.22E+11,6491032,85093644796,37139330656,57719616970,58377393389,4502721,1988311,1721,149143,5.2
2018_1,996256,306389,689865,462,801,933,53,880,1286,572,714,109,47,63,36730528192,2527435,26838335495,9892192697,8370673213,26108020432,1932712,594723,1045,149143,5.2
2018_1,399241,213048,186191,1296,1367,1329,22,1307,1433,618,815,111,55,10,4618207778,257907,3805520883,812686895,2291246765,1287898187,196490,61417,115,102142,5.3
2018_1,331336,176095,155242,1040,1076,1137,318,819,1147,601,546,111,57,17,5191892423,363437,4131626456,1060265967,2413192923,2106828811,276024,87413,90,102142,5.3
2018_1,372663,201217,171446,250,285,209,0,209,4948,2420,2528,75,44,25,16065196244,1027213,12754897604,3310298640,6042123716,8362247107,830099,197114,119,102142,5.3
2018_1,438607,176055,262551,1689,1810,1571,72,1499,93,47,46,118,56,12,1297022793,91544,947343593,349679200,611973403,473500843,69474,22070,60,102142,5.3
2018_1,247972,103718,144252,239,272,338,0,338,18,9,9,50,46,19,10669106303,410709,6794347982,3874758321,4049761119,6087286569,270074,140635,167,149358,8.3
2018_1,170783,82722,88062,866,988,945,40,905,732,371,361,80,44,10,2773098339,183388,2176664084,596434255,1170495833,1208566181,141716,41672,83,149358,8.3
2018_1,275614,140703,134909,871,996,985,60,925,4191,2771,1420,93,48,17,9923897341,537441,7273997786,2649899555,3850611414,4284323867,413195,124246,169,149358,8.3
2018_1,542835,270936,271897,331,359,398,0,398,860,476,384,88,46,27,14963494266,730299,12048734952,2914759314,6253863705,6670956248,597721,132578,154,149358,8.3
2018_1,284460,134716,149746,924,997,1254,0,1254,1467,665,802,79,47,19,7359309767,369891,4813165669,2546144098,3551611206,3040511614,246403,123488,219,149358,8.3
2018_1,337986,167586,170399,244,278,265,0,265,3456,1278,2178,79,49,14,10388776570,436440,7949414128,2439362442,3969231161,4154661953,331056,105384,143,149358,8.3
2018_1,816487,359797,456689,79,105,139,0,139,331,162,169,73,49,38,11578646793,628232,8650966955,2927679838,4438509495,5940590436,453219,175013,239,149358,8.3
2018_1,314458,148423,166035,728,908,850,29,821,1788,913,875,87,46,17,11859216546,281991,7509875805,4349340741,6842998003,4022088160,202334,79657,99,149358,8.3
2018_1,186503,89498,97005,316,416,370,0,370,440,292,148,71,50,7,6335264488,411477,4532081192,1803183296,2930954203,2433182367,316058,95419,95,149358,8.3
2018_1,6759561,3132025,3627535,2375,2620,3057,116,2941,16348,7888,8460,68,45,255,3.06E+11,15797125,1.93E+11,1.13E+11,1.26E+11,1.63E+11,10065195,5731930,3759,149358,8.3
2018_1,223882,99776,124106,1176,1353,1266,36,1230,4043,2077,1966,89,47,28,7668854136,365920,6082633273,1586220863,3117076674,3469842150,286134,79786,133,149358,8.3
2018_1,137725,59299,78424,394,424,443,47,396,178,94,84,57,41,7,6057558416,498936,3979068436,2078489980,2578075452,3018842085,331024,167912,137,149358,8.3
2018_1,339146,165623,173523,1919,2245,2001,41,1960,1716,908,808,64,42,15,6110655944,397931,4460112599,1650543345,2396909726,2779695276,291607,106324,132,149358,8.3
2018_1,246812,111849,134963,432,445,272,236,36,194,81,113,82,51,9,13142835297,364511,9195821814,3947013483,6596576716,4675998982,248802,115709,97,118884,7.7
2018_1,176056,88423,87633,1100,1206,817,361,456,389,140,249,89,48,23,17715817937,621644,13461760147,4254057790,6609458266,10184730170,454239,167405,267,118884,7.7
2018_1,53513,27230,26284,589,620,678,29,649,236,108,128,117,53,24,9850894973,466236,7398624332,2452270641,4471578706,4555962380,350238,115998,163,114213,7.7
2018_1,35404,21439,13964,575,523,535,48,487,284,207,77,105,52,4,345758428,16708,260966993,84791435,177148601,89248549,13018,3690,11,114213,7.7
2018_1,75850,37944,37904,1651,1703,1576,63,1513,257,68,189,75,52,3,1284250468,137360,942627378,341623090,733558362,529340902,95849,41511,46,114213,7.7
2018_1,89312,46005,43306,1009,1155,1000,8,992,348,115,233,88,45,7,1137673140,41236,846238951,291434189,499835349,469798247,28383,12853,67,98995,7.7
2018_1,178425,89200,89224,593,595,542,99,443,662,313,349,104,50,37,17113991125,1049560,12923111061,4190880064,7506971738,8439869940,768898,280662,268,98995,7.7
2018_1,47587,23695,23891,577,557,453,62,391,211,64,147,93,49,4,2147128653,109683,1556574941,590553712,806631053,1082981840,78431,31252,94,78516,7.7
2018_1,77926,37610,40317,1210,1244,859,86,773,119,66,53,92,43,7,1878030807,96994,1519897570,358133237,827388293,995063406,79191,17803,58,78516,7.7
