총_유동인구_수,총_상주인구_수,총_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,당월_매출_금액,점포수,임대료,공실률
210860,867,440,102,56,2973951117,46,23.7,7.3
43608,113,429,122,42,34231662628,491,23.7,7.3
50796,209,8231,108,52,1.22E+11,1240,23.7,7.3
148219,710,1969,123,58,4043725431,61,23.7,7.3
308697,1074,690,109,55,6251877214,146,23.7,7.3
247534,492,323,111,46,7708987591,135,23.7,7.3
135800,3536,445,121,71,730314128,28,23.7,7.3
13063,819,282,114,42,6186780862,12,23.7,7.3
16312,221,66,56,55,2652246911,42,45.2,9.2
492040,1363,783,115,57,52377584664,747,45.2,9.2
78809,683,306,119,57,5346295970,154,45.2,9.2
52968,1360,2321,88,53,5237799834,117,45.2,9.2
176102,1282,510,108,57,20129463061,174,45.2,9.2
89546,1122,14,69,49,8272391074,117,45.2,9.2
112958,1862,47,77,45,9866559585,143,45.2,9.2
1299053,8420,5862,107,55,1.13E+11,1736,45.2,9.2
110296,1019,29,84,57,5066887979,81,45.2,9.2
203697,4122,289,94,50,19979834517,337,40.6,5.3
361999,7388,1812,92,41,24564392179,416,40.6,5.3
801019,2788,5891,94,45,83429607117,1082,40.6,5.3
27355,4157,3119,83,73,22791226534,672,40.6,5.3
562445,3894,5451,83,46,24917012973,308,40.6,5.3
165204,2640,171,81,38,6282443876,125,26.1,3.9
346344,2075,2975,99,41,6463633426,166,26.1,3.9
343565,3315,601,90,40,5777413497,134,26.1,3.9
185565,1823,1926,108,40,473079906,26,26.1,3.9
151888,1551,195,104,39,2391236525,67,26.1,3.9
521170,2103,564,78,45,8701080480,105,26.1,3.9
369025,4491,324,114,43,4752508620,129,26.1,3.9
103288,2100,725,101,41,2214609245,60,26.1,3.9
225931,160,2409,101,42,16232133318,196,26.1,3.9
104625,904,1000,114,41,8217742971,108,26.1,3.9
286560,1435,11,89,43,2970898304,87,26.1,3.9
241921,1090,12082,101,45,7672563194,242,26.1,3.9
152566,2527,338,125,48,3139354336,99,26.1,3.9
180929,2510,102,89,51,3620027003,101,26.1,3.9
79687,2343,110,104,47,1161460245,45,26.1,3.9
174521,2293,287,106,46,2851112929,79,26.1,3.9
240171,1577,814,90,41,11384056271,143,26.1,3.9
133443,1850,379,106,41,4008683237,71,26.1,3.9
307001,2156,381,86,42,5745754007,78,26.1,3.9
699468,2609,540,81,43,32817750107,602,26.1,3.9
76965,1289,359,92,41,3687294219,79,26.1,3.9
151373,1910,176,97,43,5279401290,98,26.1,3.9
2314986,1924,1725,111,53,35064700537,823,90.5,10
624688,236,3353,111,52,22147183872,368,90.5,10
939974,6,1963,102,52,66235901836,611,90.5,10
92831,592,668,133,58,7281104502,212,90.5,10
249266,3,216,182,76,12865125103,537,90.5,10
687098,348,14980,110,57,58577521679,769,90.5,10
7158558,3814,30389,134,59,1.80E+11,4064,90.5,10
35743,540,2287,117,47,2068312406,64,90.5,10
806430,587,3053,117,49,9699297132,334,90.5,10
398791,592,22122,131,58,72574936343,1316,90.5,10
95830,1321,1020,102,47,6764910305,160,90.5,10
66960,88,320,144,65,207719659,17,90.5,10
1310108,1243,14311,99,53,29771831428,577,90.5,10
301492,169,30,134,61,12692646989,297,90.5,10
75360,439,60,143,54,966095593,32,90.5,10
562817,8,51,130,66,3116570975,70,90.5,10
976453,393,5271,122,51,20100859871,452,90.5,10
481960,8,504,135,64,11549009275,147,90.5,10
92729,3490,53,89,45,2337526322,101,38.6,3.8
435987,5750,594,77,50,3572670874,106,38.6,3.8
284142,4832,360,105,51,2679205975,104,38.6,3.8
248570,5182,276,89,46,2714221359,110,38.6,3.8
213325,4926,213,78,43,7201076972,175,38.6,3.8
1428345,2112,3625,85,45,74603786032,1564,38.6,3.8
152851,2923,432,87,42,7765001038,141,38.6,3.8
283438,5190,576,80,41,4270060843,174,38.6,3.8
222640,3241,8,103,48,1621297768,79,38.6,3.8
149030,4027,346,84,42,2859148335,61,38.6,3.8
99755,69,13,131,54,5229701522,134,38.6,3.8
421843,8355,449,76,49,5417149703,139,38.6,3.8
191723,1904,2926,85,49,18601237330,134,69,6.9
57557,884,2450,65,44,6688464000,129,69,6.9
165005,307,1025,89,52,12806341018,127,69,6.9
586135,827,7733,83,42,78230171399,751,69,6.9
156295,457,2788,85,40,10574382673,89,69,6.9
124226,167,191,76,44,9823907355,100,69,6.9
68079,797,4620,84,43,10178649223,109,69,6.9
75428,441,1409,89,46,12255840994,145,69,6.9
90322,1609,803,84,46,3061702697,74,69,6.9
738438,2161,947,90,47,7950047244,163,69,6.9
284678,245,1312,81,46,22731719227,211,69,6.9
273904,3316,1722,73,39,11660652402,174,69,6.9
231673,5226,217,115,60,1089367418,41,43.5,9.2
618331,3013,967,98,45,5102056023,145,43.5,9.2
1215243,623,16372,135,54,30329576961,797,29,3.3
790764,630,3078,110,54,25985316743,430,29,3.3
161395,1031,621,89,43,23983313951,207,46.4,9.7
218792,3,9386,102,53,15746020467,136,46.4,9.7
505717,807,7635,91,50,32575651480,344,46.4,9.7
442694,2718,705,106,49,12817103677,111,46.4,9.7
143800,2327,294,81,47,1169248373,30,46.4,9.7
201526,2980,320,89,43,5606634712,142,46.4,9.7
192143,1925,6144,80,42,10680047645,170,46.4,9.7
85304,538,571,78,41,1876487755,47,46.4,9.7
745759,3641,49500,79,43,33938532094,481,46.4,9.7
170877,2187,199,80,40,4564834478,70,46.4,9.7
535042,1693,20499,87,44,24210724193,274,46.4,9.7
315810,412,979,82,43,14314928562,237,46.4,9.7
162681,738,1536,80,43,4458558607,59,46.4,9.7
327388,2355,3096,96,42,6303727884,113,46.4,9.7
202271,2917,626,84,39,8985026974,135,46.4,9.7
199007,549,65,70,41,11556808364,106,46.4,9.7
1081914,4554,27937,87,43,35983288515,513,46.4,9.7
