Date,상권_코드_명,운영_영업_개월_평균,폐업_영업_개월_평균
2014_4,백제고분로42길,87,39
2014_4,백제고분로39길,86,46
2014_4,백제고분로34길,89,44
2014_4,백제고분로33길,85,42
2014_4,백제고분로32길,86,42
2014_4,백제고분로31길,90,41
2014_4,백제고분로22길,86,42
2014_4,백제고분로21길,85,37
2014_4,마천로51길,103,45
2014_4,동남로20길,89,44
2014_4,거마로20길,104,46
2014_4,학동로77길,92,45
2014_4,학동로6길,69,45
2014_4,학동로56길,80,43
2014_4,학동로38길,80,41
2014_4,테헤란로81길,88,42
2014_4,일원로9길,87,43
2014_4,일원로3길,94,46
2014_4,영동대로65길,94,42
2014_4,영동대로112길,104,49
2014_4,언주로81길,74,40
2014_4,압구정로2길,72,33
2014_4,선릉로18길,97,50
2014_4,선릉로146길,73,40
2014_4,선릉로133길,85,41
2014_4,선릉로132길,89,45
2014_4,선릉로121길,80,40
2014_4,삼성로75길,69,39
2014_4,삼성로69길,75,41
2014_4,삼성로64길,82,39
2014_4,삼성로63길,74,39
2014_4,삼성로57길,83,41
2014_4,삼성로147길,84,44
2014_4,삼성로115길,86,41
2014_4,봉은사로68길,78,40
2014_4,봉은사로57길,77,39
2014_4,봉은사로43길,88,45
2014_4,봉은사로29길,81,39
2014_4,봉은사로109길,78,44
2014_4,도산대로89길,63,44
2014_4,도산대로81길,79,43
2014_4,도산대로50길,81,47
2014_4,도산대로38길,71,39
2014_4,도산대로30길,86,44
2014_4,도산대로23길,72,46
2014_4,도산대로15길,61,44
2014_4,도곡로37길,82,40
2014_4,논현로8길,93,40
2014_4,논현로63길,92,43
2014_4,논현로28길,88,41
2014_4,논현로26길,95,43
2014_4,논현로159길,72,44
2014_4,논현로139길,75,47
2014_4,논현로123길,73,36
2014_4,논현로115길,80,42
2014_4,논현로10길,81,41
2014_4,논현로106길,83,36
2014_4,남부순환로365길,87,40
2014_4,개포로82길,94,45
2014_4,개포로28길,99,41
2014_4,개포로20길,99,41
2014_4,개포로17길,91,40
2014_4,강남대로140길,105,42
2014_4,강남대로136길,95,56
2014_4,강남대로118길,77,37
2014_4,서초중앙로8길,97,42
2014_4,방배중앙로21길,94,44
2014_4,효령로72길,92,35
2014_4,효령로34길,94,50
2014_4,효령로31길,70,45
2014_4,효령로23길,82,44
2014_4,청두곶길,72,44
2014_4,주흥길,90,44
2014_4,주흥15길,84,41
2014_4,언남길,89,44
2014_4,신반포로45길,102,41
2014_4,서초대로8길,120,58
2014_4,서초대로64길,95,45
2014_4,서초대로4길,86,47
2014_4,서초대로25길,95,50
2014_4,서초대로23길,105,42
2014_4,서초대로15길,105,44
2014_4,사평대로57길,81,36
2014_4,사평대로26길,107,52
2014_4,사평대로22길,83,45
2014_4,사임당로17길,83,43
2014_4,방배로42길,81,48
2014_4,방배로35길,100,42
2014_4,방배로18길,79,50
2014_4,반포대로9길,97,40
2014_4,바우뫼로39길,90,36
2014_4,마방로2길,81,48
2014_4,방배천로4안길,88,45
2014_4,동산로19길,87,43
2014_4,동산로10길,101,43
2014_4,동광로39길,67,42
2014_4,동광로1길,107,47
2014_4,동광로12길,101,44
2014_4,논현로27길,90,42
2014_4,논현로1길,93,43
2014_4,남부순환로339길,94,41
2014_4,남부순환로325길,99,43
2014_4,남부순환로317길,108,46
2014_4,고무래로8길,87,40
2014_4,강남대로8길,89,44
2014_4,강남대로34길,95,42
2014_4,강남대로23길,110,44
2014_4,소담길,132,63
2014_4,원신길,124,58
2014_4,양지길,129,53
2014_4,양산길,130,49
2014_4,호암로24길,78,43
2014_4,호암로20길,87,47
2014_4,행운길,87,44
2014_4,행운1길,103,46
2014_4,청림3길,116,51
2014_4,청룡길,98,46
2014_4,청룡8길,98,44
2014_4,중앙길,104,46
2014_4,조원중앙로2길,102,43
2014_4,조원로18길,102,45
2014_4,조원로10길,104,45
2014_4,장군봉2길,83,41
2014_4,장군봉1길,87,44
2014_4,인헌길,93,43
2014_4,은천로25길,85,40
2014_4,양녕로6길,104,47
2014_4,신원로3길,87,46
2014_4,신사로20길,82,52
2014_4,신림로65길,87,39
2014_4,신림로64길,73,39
2014_4,신림로48길,135,53
2014_4,신림로38길,91,49
2014_4,신림로28길,97,48
2014_4,신림로11길,79,53
2014_4,신림동길,91,44
2014_4,승방길,80,47
2014_4,서림7길,79,60
2014_4,봉천로33길,94,43
2014_4,봉천로13길,84,41
2014_4,복은길,83,43
2014_4,법원단지길,95,47
2014_4,법원단지9길,88,43
2014_4,미성5길,83,56
2014_4,대학길,75,42
2014_4,대학14길,113,86
2014_4,당곡길,101,52
2014_4,남현길,89,46
2014_4,남현3길,97,50
2014_4,남현2길,92,50
2014_4,남부순환로248길,95,46
2014_4,남부순환로234길,83,48
2014_4,남부순환로172길,109,44
2014_4,남부순환로161길,91,42
2014_4,남부순환로151길,90,45
2014_4,남부순환로142길,113,44
2014_4,난향길,89,50
2014_4,난우길,92,47
2014_4,난곡로74길,89,33
2014_4,난곡로34길,112,58
2014_4,난곡로26길,105,48
2014_4,난곡로24길,107,55
2014_4,낙성대역길,79,44
2014_4,국회단지길,117,54
2014_4,구암길,89,43
2014_4,관천로22길,77,50
2014_4,관천로15길,97,50
2014_4,관악로30길,88,40
2014_4,관악로28길,81,44
2014_4,관악로14길,83,42
2014_4,관악로10길,85,52
2014_4,흑석로9길,78,44
2014_4,흑석로13길,107,52
2014_4,장승배기로27길,96,51
2014_4,장승배기로19길,118,54
2014_4,장승배기로10길,128,61
2014_4,여의대방로46길,98,45
2014_4,여의대방로24길,109,42
2014_4,여의대방로22카길,81,43
2014_4,여의대방로22나길,71,44
2014_4,여의대방로22길,86,47
2014_4,양녕로26길,82,44
2014_4,신대방길,107,46
2014_4,성대로29길,86,50
2014_4,성대로1길,105,44
2014_4,서달로8가길,119,44
2014_4,서달로15길,111,50
2014_4,서달로14길,98,72
2014_4,서달로10길,147,72
2014_4,상도로62길,65,51
2014_4,상도로61길,83,51
2014_4,상도로47길,88,45
2014_4,상도로37길,106,48
2014_4,상도로15길,100,50
2014_4,사당로8길,97,45
2014_4,사당로30길,81,40
2014_4,사당로2차길,92,41
2014_4,사당로29길,117,39
2014_4,사당로26길,86,37
2014_4,사당로23나길,105,47
2014_4,사당로23길,102,48
2014_4,사당로20길,104,46
2014_4,사당로16길,103,44
2014_4,사당로16가길,85,45
2014_4,만양로8길,80,56
2014_4,만양로14길,82,48
2014_4,등용로14길,113,41
2014_4,동작대로7길,87,46
2014_4,동작대로35길,99,54
2014_4,동작대로33길,94,45
2014_4,동작대로29길,93,45
2014_4,동작대로17길,98,40
2014_4,대방동2길,83,45
2014_4,대방동27길,88,46
2014_4,노량진로6길,120,56
2014_4,국사봉길,95,53
2014_4,국사봉2길,68,43
2014_4,국사봉1길,98,46
2014_4,영신로9길,87,48
2014_4,영등포로84길,92,49
2014_4,영등포로80길,97,43
2014_4,영등포로62길,84,48
2014_4,영등포로35길,107,43
2014_4,영등포로27길,118,37
2014_4,영등포로25길,92,44
2014_4,여의대방로61길,114,48
2014_4,여의대방로43나길,92,51
2014_4,여의대방로39길,119,42
2014_4,여의대방로35길,115,47
2014_4,양평로28길,105,66
2014_4,양평로22라길,71,50
2014_4,양평로19길,92,40
2014_4,신길로60길,104,35
2014_4,신길로42길,100,50
2014_4,신길로42가길,143,59
2014_4,신길로39길,86,53
2014_4,신길로17길,91,41
2014_4,선유서로28길,104,50
2014_4,선유서로25길,98,45
2014_4,선유서로24길,108,41
2014_4,선유로55길,106,50
2014_4,디지털로74길,102,45
2014_4,디지털로57길,95,42
2014_4,디지털로37길,73,41
2014_4,도신로62길,111,49
2014_4,도신로60길,105,47
2014_4,도신로29길,102,44
2014_4,도신로15길,88,48
2014_4,도림천로21길,80,38
2014_4,도림로63길,106,38
2014_4,도림로147길,128,52
2014_4,도림로112길,80,49
2014_4,대림로8길,125,46
2014_4,대림로7길,97,36
2014_4,대림로44길,111,45
2014_4,대림로34길,100,43
2014_4,대림로31길,104,40
2014_4,대림로29길,75,40
2014_4,대림로22길,98,44
2014_4,당산로46길,95,45
2014_4,당산로38길,84,46
2014_4,당산로37길,86,48
2014_4,당산로31길,90,44
2014_4,국회대로56길,125,50
2014_4,경인로90길,74,46
2014_4,경인로80길,102,58
2014_4,경인로77길,109,50
2014_4,가마산로61길,96,38
2014_4,시흥대로94길,88,46
2014_4,시흥대로84길,104,48
2014_4,시흥대로68길,110,43
2014_4,시흥대로63길,100,41
2014_4,시흥대로62가길,94,43
2014_4,시흥대로36길,113,50
2014_4,시흥대로22길,113,62
2014_4,시흥대로153길,86,41
2014_4,시흥대로150길,81,43
2014_4,시흥대로141길,99,46
2014_4,시흥대로138길,90,42
2014_4,시흥대로120길,82,41
2014_4,벚꽃로56길,96,49
2014_4,범안로17길,86,49
2014_4,범안로11길,88,54
2014_4,문성로5길,81,37
2014_4,독산로85길,90,44
2014_4,독산로78다길,102,49
2014_4,독산로70길,83,50
2014_4,독산로64길,98,50
2014_4,독산로50길,91,45
2014_4,독산로40길,81,43
2014_4,독산로108길,111,41
2014_4,남부순환로112길,91,38
2014_4,금하로24길,85,45
2014_4,금하로1길,98,53
2014_4,금하로14길,96,39
2014_4,가산로5길,93,43
2014_4,가산로3길,98,48
2014_4,중앙로1길,78,45
2014_4,중앙로15길,84,48
2014_4,우마길,105,64
2014_4,오류로8길,99,45
2014_4,신도림로13길,101,70
2014_4,새말로18길,76,44
2014_4,부일로1길,109,52
2014_4,부일로15길,92,47
2014_4,부일로11길,84,43
2014_4,디지털로32길,87,48
2014_4,디지털로32가길,67,48
2014_4,디지털로27길,81,52
2014_4,도림로6길,108,44
2014_4,도림로12길,111,37
2014_4,남부순환로97길,83,46
2014_4,구로중앙로8길,89,42
2014_4,구로중앙로7길,92,49
2014_4,구로중앙로42길,97,48
2014_4,구로중앙로34길,109,43
2014_4,구로중앙로28길,90,52
2014_4,구로중앙로19길,101,39
2014_4,구로동로8길,106,44
2014_4,구로동로7길,92,43
2014_4,구로동로42길,84,40
2014_4,구로동로41길,102,48
2014_4,구로동로38길,104,47
2014_4,구로동로28길,85,40
2014_4,구로동로15길,85,44
2014_4,공원로6가길,92,50
2014_4,고척로52길,100,39
2014_4,고척로27다길,78,60
2014_4,고척로27길,86,46
2014_4,고척로21나길,90,47
2014_4,경인로47길,92,47
2014_4,경인로35길,102,40
2014_4,경인로31길,92,41
2014_4,경인로15길,95,46
2014_4,개봉로3길,97,40
2014_4,개봉로2길,93,47
2014_4,개봉로23가길,95,51
2014_4,개봉로20길,100,45
2014_4,개봉로1길,100,47
2014_4,개봉로17다길,106,54
2014_4,개봉로17길,79,42
2014_4,개봉로11길,80,45
2014_4,화곡로64길,84,46
2014_4,화곡로59길,76,47
2014_4,화곡로44나길,79,41
2014_4,화곡로31길,90,44
2014_4,화곡로20길,88,43
2014_4,화곡로13길,77,43
2014_4,초원로16길,100,50
2014_4,초록마을로8길,101,45
2014_4,초록마을로3길,105,48
2014_4,월정로20길,103,43
2014_4,우장산로6길,78,47
2014_4,양천로73가길,96,49
2014_4,양천로71길,85,47
2014_4,양천로49길,98,47
2014_4,양천로26길,85,41
2014_4,양천로24길,75,44
2014_4,양천로24가길,102,41
2014_4,양천로14길,77,42
2014_4,방화대로6라길,83,42
2014_4,방화대로21길,98,45
2014_4,등촌로5길,90,43
2014_4,등촌로55길,70,39
2014_4,등촌로51길,96,48
2014_4,등촌로39길,82,40
2014_4,등촌로13길,70,38
2014_4,남부순환로11길,81,33
2014_4,까치산로4길,90,43
2014_4,국회대로7길,91,38
2014_4,공항대로8길,78,41
2014_4,공항대로61길,76,47
2014_4,공항대로59다길,96,45
2014_4,공항대로59길,85,45
2014_4,공항대로55길,86,47
2014_4,공항대로42길,77,42
2014_4,공항대로38길,94,41
2014_4,곰달래로60길,84,43
2014_4,곰달래로53길,90,49
2014_4,곰달래로47길,75,38
2014_4,곰달래로31길,83,46
2014_4,곰달래로25길,72,41
2014_4,개화동로25길,124,51
2014_4,개화동로23길,123,46
2014_4,강서로8길,86,43
2014_4,강서로5라길,101,40
2014_4,강서로5나길,85,43
2014_4,강서로5가길,91,46
2014_4,강서로47라길,82,41
2014_4,강서로47길,74,41
2014_4,강서로45다길,74,43
2014_4,강서로45길,77,45
2014_4,강서로35길,86,46
2014_4,강서로29길,78,38
2014_4,강서로18길,77,42
2014_4,강서로17가길,94,42
2014_4,강서로15길,94,37
2014_4,가로공원로80길,85,46
2014_4,가로공원로76가길,95,42
2014_4,화곡로4길,94,53
2014_4,화곡로3길,102,39
2014_4,지양로7길,88,37
2014_4,중앙로55길,114,44
2014_4,중앙로51길,96,44
2014_4,중앙로47길,97,39
2014_4,중앙로45길,106,47
2014_4,중앙로36길,118,37
2014_4,중앙로32길,85,40
2014_4,중앙로25길,104,48
2014_4,은행정로7길,90,39
2014_4,은행정로5길,103,45
2014_4,오목로5길,93,43
2014_4,오목로3길,80,53
2014_4,오목로30길,106,42
2014_4,오목로23길,100,44
2014_4,신월로20길,128,49
2014_4,신월로15길,89,46
2014_4,신목로6길,88,43
2014_4,신목로5길,81,45
2014_4,신목로2길,90,44
2014_4,목동중앙서로8가길,92,41
2014_4,목동중앙서로7길,84,40
2014_4,목동중앙북로8길,78,40
2014_4,목동중앙북로16길,73,51
2014_4,목동중앙본로7길,80,50
2014_4,목동중앙로3길,77,39
2014_4,목동중앙로13나길,89,38
2014_4,목동중앙남로3가길,89,41
2014_4,목동로9길,74,38
2014_4,목동로19길,88,39
2014_4,목동동로8길,87,44
2014_4,목동동로12길,83,40
2014_4,목동남로4길,83,44
2014_4,남부순환로88길,72,43
2014_4,남부순환로79길,121,50
2014_4,남부순환로70길,93,47
2014_4,남부순환로58길,78,48
2014_4,남부순환로40길,116,46
2014_4,남부순환로33길,85,49
2014_4,곰달래로5길,98,42
2014_4,곰달래로3길,95,40
2014_4,곰달래로2길,90,42
2014_4,곰달래로10길,102,42
2014_4,가로공원로58길,107,40
2014_4,효창원로93길,119,51
2014_4,토정로37길,87,54
2014_4,월드컵로8길,75,48
2014_4,월드컵로7길,83,37
2014_4,월드컵로36길,78,50
2014_4,월드컵로25길,81,45
2014_4,월드컵로19길,84,42
2014_4,월드컵로16길,76,45
2014_4,월드컵로11길,87,45
2014_4,월드컵로10길,74,39
2014_4,와우산로3길,78,46
2014_4,와우산로29길,54,42
2014_4,와우산로29가길,47,43
2014_4,양화진길,88,42
2014_4,양화로1길,78,42
2014_4,양화로11길,75,43
2014_4,신촌로30길,107,48
2014_4,신촌로28가길,123,62
2014_4,신촌로12길,79,42
2014_4,숭문길,96,51
2014_4,숭문8길,95,55
2014_4,성지3길,66,41
2014_4,성산로4길,55,43
2014_4,성미산로32길,40,41
2014_4,성미산로1길,97,42
2014_4,성미산로11길,83,39
2014_4,백범로16길,97,47
2014_4,방울내로9안길,93,42
2014_4,모래내로7길,100,47
2014_4,매봉산로2길,69,51
2014_4,망원로2길,76,41
2014_4,망원로11길,81,38
2014_4,만리재옛길,108,46
2014_4,마포대로4길,97,45
2014_4,마포대로20길,108,49
2014_4,마포대로12길,83,41
2014_4,동교로38길,61,51
2014_4,동교로27길,71,41
2014_4,동교로25길,53,52
2014_4,동교로19길,88,45
2014_4,동교로17길,72,43
2014_4,독막로8길,73,47
2014_4,독막로32길,105,62
2014_4,독막로22길,105,54
2014_4,도화길,101,53
2014_4,도화4길,95,40
2014_4,대흥로28길,102,46
2014_4,대흥로21길,102,44
2014_4,광성로6길,91,51
2014_4,홍제내길,84,57
2014_4,홍연길,104,62
2014_4,통일로39길,106,47
2014_4,통일로37길,98,52
2014_4,통일로11길,132,63
2014_4,충정로6길,109,51
2014_4,충정로4길,80,53
2014_4,증가로6길,121,48
2014_4,증가로23나길,102,47
2014_4,증가로20가길,101,54
2014_4,증가로10길,87,42
2014_4,응암로1길,96,46
2014_4,연희로10길,75,59
2014_4,신촌로37길,155,70
2014_4,수색로8길,107,44
2014_4,세무서길,97,51
2014_4,세무서2길,105,50
2014_4,세검정로1길,128,54
2014_4,북아현로4길,118,53
2014_4,모래내로15길,133,51
2014_4,명지대길,77,41
2014_4,독립문로8길,89,55
2014_4,가재울로6길,107,53
2014_4,통일로92길,103,59
2014_4,통일로87길,99,46
2014_4,통일로78길,77,37
2014_4,통일로69길,84,42
2014_4,진흥로1길,81,40
2014_4,진흥로12길,98,50
2014_4,증산서길,111,50
2014_4,증산로9길,89,43
2014_4,증산로5길,91,46
2014_4,증산로21길,86,46
2014_4,증산로17길,96,52
2014_4,증산로15길,87,42
2014_4,증산로13길,112,51
2014_4,응암로34길,109,45
2014_4,응암로22길,91,47
2014_4,응암로14길,106,45
2014_4,응암로13길,103,46
2014_4,응암로12길,90,44
2014_4,은평로8길,75,41
2014_4,은평로3길,69,46
2014_4,은평로20길,95,52
2014_4,은평로13길,101,46
2014_4,은평로10길,110,53
2014_4,연서로5길,83,44
2014_4,연서로41길,87,51
2014_4,연서로3길,83,45
2014_4,연서로34길,104,51
2014_4,연서로33길,105,44
2014_4,연서로29길,85,42
2014_4,연서로28길,85,43
2014_4,연서로27길,81,47
2014_4,연서로21길,80,43
2014_4,연서로17길,87,50
2014_4,연서로16길,90,42
2014_4,연서로13길,89,35
2014_4,연서로11길,89,41
2014_4,역말로9길,89,48
2014_4,수색로18길,121,51
2014_4,서오릉로8길,88,44
2014_4,서오릉로21길,94,46
2014_4,불광천길,99,48
2014_4,갈현로7길,84,42
2014_4,갈현로41길,108,50
2014_4,갈현로33길,76,39
2014_4,갈현로1길,95,40
2014_4,가좌로7길,87,49
2014_4,한글비석로44길,98,48
2014_4,한글비석로24길,79,44
2014_4,한글비석로22길,75,40
2014_4,석계로1길,90,51
2014_4,상계로9가길,97,38
2014_4,상계로1길,77,39
2014_4,상계로12길,82,39
2014_4,동일로242길,79,43
2014_4,동일로192길,83,48
2014_4,동일로173가길,96,45
2014_4,공릉로58길,95,43
2014_4,해등로16길,70,37
2014_4,우이천로4다길,86,52
2014_4,우이천로32길,95,39
2014_4,시루봉로23길,107,47
2014_4,삼양로144길,83,40
2014_4,방학로6가길,84,44
2014_4,방학로5길,89,42
2014_4,방학로15길,85,48
2014_4,방학로10길,93,43
2014_4,도봉산길,83,52
2014_4,도봉산4길,80,43
2014_4,도봉로181길,101,46
2014_4,도봉로169나길,103,46
2014_4,도봉로156길,93,51
2014_4,도봉로152가길,78,47
2014_4,도봉로147길,84,39
2014_4,도봉로143길,106,41
2014_4,도봉로114길,88,42
2014_4,도봉로109길,73,45
2014_4,도당로29길,90,42
2014_4,도당로19길,91,44
2014_4,도당로13바길,92,40
2014_4,도당로13가길,79,41
2014_4,덕릉로60길,84,39
2014_4,노해로63다길,73,36
2014_4,노해로60길,100,44
2014_4,한천로140길,86,38
2014_4,한천로139가길,74,34
2014_4,한천로132길,99,40
2014_4,한천로130길,90,39
2014_4,한천로124나길,87,43
2014_4,한천로109길,88,43
2014_4,인수봉로79길,97,43
2014_4,인수봉로72길,86,46
2014_4,인수봉로56길,86,43
2014_4,오패산로67길,79,35
2014_4,오패산로52길,92,46
2014_4,오패산로30길,77,42
2014_4,수유로12길,88,38
2014_4,솔샘로65길,98,49
2014_4,솔매로50길,98,46
2014_4,솔매로45길,87,44
2014_4,솔매로41길,90,37
2014_4,삼양로93길,96,50
2014_4,삼양로77길,88,48
2014_4,삼양로54길,100,58
2014_4,삼양로41길,124,47
2014_4,삼양로27길,99,37
2014_4,삼양로24길,101,46
2014_4,삼양로20길,91,47
2014_4,삼각산로28길,77,37
2014_4,도봉로99길,80,35
2014_4,도봉로8길,85,51
2014_4,도봉로76길,95,41
2014_4,도봉로67길,91,41
2014_4,도봉로45길,83,44
2014_4,도봉로18길,105,57
2014_4,도봉로13길,92,43
2014_4,덕릉로41길,90,37
2014_4,덕릉로40길,101,48
2014_4,노해로33길,115,44
2014_4,노해로23길,89,38
2014_4,노해로17길,99,38
2014_4,화랑로40길,89,44
2014_4,화랑로32길,90,49
2014_4,화랑로1길,121,45
2014_4,화랑로19길,107,60
2014_4,화랑로14길,83,50
2014_4,화랑로13길,93,49
2014_4,한천로76길,88,40
2014_4,한천로101가길,127,46
2014_4,창경궁로43길,61,39
2014_4,지봉로20길,106,44
2014_4,종암로5길,106,62
2014_4,종암로24가길,109,53
2014_4,종암로21길,84,51
2014_4,종암로19길,92,49
2014_4,종암로16길,102,55
2014_4,정릉로8길,104,56
2014_4,정릉로27길,110,63
2014_4,정릉로26길,108,59
2014_4,장위로50길,112,51
2014_4,장월로1길,87,44
2014_4,인촌로6길,98,44
2014_4,인촌로5길,84,48
2014_4,인촌로24길,89,50
2014_4,개운사길,86,44
2014_4,인촌로1길,81,44
2014_4,인촌로17가길,97,59
2014_4,오패산로4길,82,47
2014_4,오패산로3길,110,48
2014_4,오패산로19길,107,50
2014_4,안암로5길,95,50
2014_4,아리랑로4길,86,48
2014_4,솔샘로6길,102,56
2014_4,성북로8길,92,57
2014_4,삼양로8길,73,50
2014_4,삼선교로16가길,88,49
2014_4,삼선교로10다길,75,36
2014_4,삼선교로10길,90,49
2014_4,보문로32길,74,40
2014_4,보문로31길,100,47
2014_4,보문로26길,96,35
2014_4,보문로13길,109,42
2014_4,보국문로16길,101,52
2014_4,동소문로6길,125,68
2014_4,동소문로2길,114,56
2014_4,동소문로26가길,92,40
2014_4,동소문로15길,88,49
2014_4,동소문로13길,90,48
2014_4,돌곶이로8길,131,53
2014_4,돌곶이로41길,106,53
2014_4,돌곶이로28길,126,40
2014_4,돌곶이로27길,112,41
2014_4,돌곶이로22길,104,56
2014_4,돌곶이로14길,105,37
2014_4,길음로7길,132,51
2014_4,중랑천로10길,88,39
2014_4,용마산로94길,81,38
2014_4,용마산로118길,101,41
2014_4,용마산로112길,95,42
2014_4,용마산로100길,85,43
2014_4,신내로7가길,73,46
2014_4,사가정로54길,116,50
2014_4,사가정로42길,90,40
2014_4,봉화산로56길,86,41
2014_4,봉화산로4길,88,43
2014_4,봉화산로30길,104,52
2014_4,봉우재로33길,99,43
2014_4,면목로78길,99,41
2014_4,면목로56길,89,40
2014_4,면목로55길,87,45
2014_4,면목로49길,86,43
2014_4,면목로48길,92,42
2014_4,면목로45길,76,47
2014_4,면목로33길,94,42
2014_4,면목로21길,92,44
2014_4,망우로73길,88,42
2014_4,망우로68길,88,38
2014_4,동일로163길,79,48
2014_4,동일로157길,92,48
2014_4,동일로149길,80,49
2014_4,동일로140길,104,49
2014_4,동일로139길,95,44
2014_4,동일로139가길,95,41
2014_4,동일로130길,95,44
2014_4,동일로123길,113,46
2014_4,동일로112길,96,42
2014_4,동일로101길,95,39
2014_4,동일로100길,106,45
2014_4,답십리로75길,82,55
2014_4,공릉로2길,80,52
2014_4,공릉로12가길,68,45
2014_4,겸재로54길,80,46
2014_4,겸재로36길,69,44
2014_4,겸재로29길,109,48
2014_4,휘경로3길,97,53
2014_4,휘경로2길,92,47
2014_4,휘경로23길,119,63
2014_4,휘경로14길,98,43
2014_4,한천로46길,81,41
2014_4,한천로40길,102,45
2014_4,한천로33길,98,45
2014_4,한천로14길,89,40
2014_4,천호대로97길,123,46
2014_4,천호대로77길,112,38
2014_4,천호대로45길,174,67
2014_4,천호대로17길,110,43
2014_4,천호대로12길,118,40
2014_4,천장산로7길,92,55
2014_4,제기로5길,93,43
2014_4,제기로21길,113,59
2014_4,전농로4길,111,49
2014_4,전농로3길,79,53
2014_4,전농로29길,107,48
2014_4,장한로8길,103,38
2014_4,장한로5길,97,40
2014_4,장한로27길,94,42
2014_4,장한로27가길,103,40
2014_4,장한로26길,82,43
2014_4,장한로26가길,93,40
2014_4,장한로25길,109,41
2014_4,장한로14길,98,39
2014_4,이문로42길,105,48
2014_4,왕산로43길,96,44
2014_4,왕산로33길,105,54
2014_4,왕산로32길,130,41
2014_4,약령시로17길,130,50
2014_4,서울시립대로4길,83,48
2014_4,서울시립대로29길,93,52
2014_4,서울시립대로16길,89,61
2014_4,사가정로2길,78,46
2014_4,사가정로23가길,89,49
2014_4,사가정로13길,110,48
2014_4,무학로45길,126,41
2014_4,무학로16길,98,45
2014_4,망우로21길,109,49
2014_4,망우로18길,88,44
2014_4,망우로18가길,76,45
2014_4,답십리로72길,86,44
2014_4,답십리로69길,89,40
2014_4,답십리로68길,81,37
2014_4,답십리로64길,112,42
2014_4,답십리로63길,95,47
2014_4,답십리로60길,97,50
2014_4,답십리로56길,99,52
2014_4,답십리로23길,107,46
2014_4,난계로30길,93,43
2014_4,경희대로4길,82,43
2014_4,경희대로3길,81,41
2014_4,천호대로129길,85,45
2014_4,천호대로123길,101,48
2014_4,천호대로109길,79,39
2014_4,자양번영로3길,116,50
2014_4,자양로53길,94,48
2014_4,자양로50길,73,45
2014_4,자양로45길,90,47
2014_4,자양로26길,75,38
2014_4,자양로15길,100,46
2014_4,자양로11길,91,42
2014_4,용마산로3길,92,44
2014_4,용마산로21길,89,43
2014_4,아차산로78길,87,51
2014_4,아차산로65길,80,47
2014_4,아차산로55길,85,44
2014_4,아차산로51길,87,45
2014_4,아차산로40길,95,53
2014_4,면목로17길,99,46
2014_4,뚝섬로64길,105,50
2014_4,뚝섬로58길,89,43
2014_4,뚝섬로54길,89,37
2014_4,뚝섬로48길,91,47
2014_4,뚝섬로24길,135,52
2014_4,뚝섬로23길,93,42
2014_4,동일로24길,77,38
2014_4,동일로18길,78,42
2014_4,능동로4길,62,40
2014_4,능동로3길,96,45
2014_4,능동로34길,79,50
2014_4,능동로19길,81,41
2014_4,능동로13길,87,37
2014_4,긴고랑로9길,89,43
2014_4,긴고랑로8길,98,39
2014_4,긴고랑로7길,100,48
2014_4,긴고랑로20길,102,45
2014_4,광나루로52길,77,52
2014_4,광나루로40길,125,47
2014_4,광나루로37길,154,52
2014_4,광나루로36길,102,46
2014_4,광나루로24길,90,50
2014_4,광나루로12길,116,40
2014_4,한림말길,77,37
2014_4,한림말3길,76,47
2014_4,청계천로10나길,104,46
2014_4,장터길,112,50
2014_4,용답중앙길,106,52
2014_4,용답29길,93,49
2014_4,왕십리로6길,89,47
2014_4,왕십리로31길,95,51
2014_4,왕십리로26길,101,46
2014_4,왕십리로21길,108,53
2014_4,왕십리로14길,88,44
2014_4,아차산로5길,106,48
2014_4,아차산로15길,75,44
2014_4,아차산로11길,79,56
2014_4,송정4가길,114,46
2014_4,송정12라길,115,42
2014_4,성수일로6길,105,50
2014_4,성수이로7길,88,48
2014_4,성수이로18길,100,41
2014_4,성덕정길,111,44
2014_4,성덕정17길,99,45
2014_4,서울숲2길,80,42
2014_4,상원길,80,47
2014_4,상원12길,93,54
2014_4,사근동길,95,62
2014_4,무학봉길,97,62
2014_4,무학봉28길,98,48
2014_4,무학로6길,100,50
2014_4,무수막길,95,54
2014_4,매봉길,104,58
2014_4,마조로1길,82,43
2014_4,마조로16길,117,49
2014_4,마장로39길,99,48
2014_4,마장로27길,113,53
2014_4,뚝섬로5길,75,46
2014_4,둘레9길,118,47
2014_4,금호산길,115,59
2014_4,금호산2길,91,61
2014_4,고산자로6길,90,45
2014_4,후암로28길,92,64
2014_4,효창원로39길,94,44
2014_4,회나무로13길,76,44
2014_4,한남대로20길,58,42
2014_4,한강대로88길,145,56
2014_4,한강대로7길,99,56
2014_4,한강대로62길,109,55
2014_4,한강대로52길,99,48
2014_4,한강대로43길,81,48
2014_4,한강대로15길,124,56
2014_4,한강대로104길,106,54
2014_4,청파로73길,118,56
2014_4,청파로71길,121,45
2014_4,청파로47나길,83,54
2014_4,청파로47길,81,44
2014_4,장문로45길,90,46
2014_4,이태원로54길,78,45
2014_4,이태원로27길,111,57
2014_4,이촌로22길,124,63
2014_4,원효로89길,104,50
2014_4,원효로53길,110,48
2014_4,원효로41길,109,48
2014_4,원효로19길,98,51
2014_4,우사단로4길,95,47
