Date,상권_코드_명,총_직장_인구_수
2015_4,고산자로6길,15281
2015_4,후암로28길,173
2015_4,효창원로39길,53
2015_4,회나무로13길,56
2015_4,한남대로20길,670
2015_4,한강대로7길,425
2015_4,한강대로62길,685
2015_4,한강대로52길,1178
2015_4,한강대로43길,4631
2015_4,한강대로15길,1910
2015_4,한강대로104길,4166
2015_4,청파로73길,1315
2015_4,청파로71길,240
2015_4,청파로47나길,119
2015_4,청파로47길,816
2015_4,장문로45길,73
2015_4,이태원로54길,1417
2015_4,이태원로27길,501
2015_4,이촌로22길,207
2015_4,원효로89길,946
2015_4,원효로53길,774
2015_4,원효로41길,2729
2015_4,원효로19길,951
2015_4,우사단로4길,165
2015_4,우사단로14길,1676
2015_4,우사단로10길,59
2015_4,신흥로20길,183
2015_4,소월로20길,130
2015_4,서빙고로71길,426
2015_4,백범로90길,272
2015_4,백범로79길,963
2015_4,두텁바위로1길,2451
2015_4,대사관로34길,306
2015_4,녹사평대로46길,42
2015_4,녹사평대로40나길,34
2015_4,녹사평대로32길,301
2015_4,녹사평대로26길,2122
2015_4,녹사평대로11길,288
2015_4,퇴계로90길,472
2015_4,퇴계로8길,2326
2015_4,퇴계로56길,1029
2015_4,퇴계로46길,1844
2015_4,퇴계로18길,2852
2015_4,퇴계로12길,1047
2015_4,청구로1길,193
2015_4,청구로17길,1731
2015_4,장충단로8길,3961
2015_4,삼일대로4길,964
2015_4,명동길,35442
2015_4,동호로20길,883
2015_4,동호로15길,4480
2015_4,동호로11길,20
2015_4,동호로10길,1477
2015_4,다산로39길,1097
2015_4,다산로38길,1689
2015_4,다산로36길,58
2015_4,다산로33길,391
2015_4,난계로21길,203
2015_4,난계로11길,2007
2015_4,평창길,164
2015_4,통일로12길,236
2015_4,창신길,257
2015_4,창신5길,6
2015_4,창신2길,63
2015_4,창경궁로35길,1375
2015_4,지봉로8길,156
2015_4,종로65길,679
2015_4,자하문로7길,488
2015_4,이화장길,2018
2015_4,율곡로16길,11
2015_4,율곡로10길,2294
2015_4,옥인길,529
2015_4,숭인동길,19
2015_4,성균관로5길,121
2015_4,삼청로5길,440
2015_4,북촌로5나길,1510
2015_4,북촌로5길,55
2015_4,북촌로11길,24
2015_4,백석동길,95
2015_4,명륜길,15
2015_4,돈화문로11가길,1085
2015_4,계동길,885
2015_3,강남 마이스 관광특구,20112
2015_3,잠실 관광특구,26461
2015_3,종로·청계 관광특구,30389
2015_3,동대문패션타운 관광특구,13416
2015_3,명동 남대문 북창동 다동 무교동 관광특구,174824
2015_3,이태원 관광특구,5862
2015_3,길동복조리시장,569
2015_3,둔촌역전통시장,160
2015_3,성내골목시장,6
2015_3,천호시장,13
2015_3,암사종합시장,642
2015_3,고덕전통시장,406
2015_3,명일골목시장,396
2015_3,새마을시장,289
2015_3,석촌시장,164
2015_3,방이시장,617
2015_3,마천시장,247
2015_3,풍납시장,11
2015_3,강남개포시장,42
2015_3,도곡시장,498
2015_3,영동전통시장,3081
2015_3,미성동도깨비시장,403
2015_3,삼성동시장,87
2015_3,신림중앙시장,17
2015_3,강남골목시장,225
2015_3,관악신사시장,309
2015_3,신원시장,336
2015_3,인헌시장,226
2015_3,봉천현대시장,14
2015_3,봉천제일종합시장,43
2015_3,낙성대시장,22
2015_3,중부시장,194
2015_3,남성역골목시장,504
2015_3,남성사계시장,1964
2015_3,흑석시장,164
2015_3,상도4동도깨비골목시장,310
2015_3,영도시장,88
2015_3,본동인정시장,118
2015_3,대림중앙시장,26
2015_3,우리시장,15
2015_3,영진시장A동,46
2015_3,영일시장,9
2015_3,영등포청과시장,169
2015_3,영등포전통시장,4114
2015_3,은행나무시장,46
2015_3,현대시장,56
2015_3,남문시장,285
2015_3,독산동 우시장,142
2015_3,개봉중앙시장,7
2015_3,가리봉시장,15
2015_3,남구로시장,6
2015_3,구로시장,44
2015_3,방신전통시장,154
2015_3,송화골목시장,477
2015_3,까치산시장,32
2015_3,남부골목시장,153
2015_3,화곡중앙골목시장,2
2015_3,등마루시장,789
2015_3,신정3동골목시장,240
2015_3,신정2동골목시장,8
2015_3,신월6동골목시장,255
2015_3,신곡종합시장,15
2015_3,신월3동골목시장,50
2015_3,경창시장,190
2015_3,월정로시장,104
2015_3,신영시장,44
2015_3,목4동시장,248
2015_3,목3동시장,624
2015_3,목2동시장,185
2015_3,마포농수산물시장,472
2015_3,망원월드컵시장,14
2015_3,망원시장,36
2015_3,신수시장,140
2015_3,아현시장,32
2015_3,대림골목시장,279
2015_3,상계중앙시장,31
2015_3,방학동도깨비시장,136
2015_3,쌍문역골목시장,51
2015_3,신도봉시장,25
2015_3,창동신창시장,125
2015_3,수유북부시장,9
2015_3,장미원골목시장,60
2015_3,수유중앙시장,127
2015_3,강북종합시장,55
2015_3,우이시장,155
2015_3,수유전통시장,455
2015_3,번동북부골목시장,90
2015_3,솔샘시장,95
2015_3,방천골목시장,79
2015_3,석관황금시장,45
2015_3,장위전통시장,184
2015_3,정릉시장,31
2015_3,정릉아리랑시장,8
2015_3,돈암제일시장,80
2015_3,우림골목시장,220
2015_3,묵1동도깨비시장,245
2015_3,태능시장,2
2015_3,중화제일시장,21
2015_3,사가정시장,260
2015_3,동원시장,61
2015_3,동부골목시장,80
2015_3,회기시장,130
2015_3,답십리시장,21
2015_3,답십리현대시장,105
2015_3,청량리종합시장,8
2015_3,청량리농수산물시장,15
2015_3,서울약령시장,1316
2015_3,청량리수산시장,162
2015_3,구의시장,96
2015_3,조양시장,76
2015_3,영동교골목시장,22
2015_3,능동로골목시장,287
2015_3,자양골목시장,88
2015_3,중곡제일시장,145
2015_3,한아름시장,107
2015_3,성동용답상가시장,253
2015_3,뚝도시장,26
2015_3,금남시장,14
2015_3,행당시장,211
2015_3,마장축산물시장,1545
2015_3,용문전통시장,25
2015_3,후암시장,30
2015_3,합동(새벽)시장,2298
2015_3,서울중앙시장,246
2015_3,백학시장,495
2015_3,약수시장,1542
2015_3,청평화시장,2439
2015_3,제일평화시장,472
2015_3,남평화시장,156
2015_3,방산종합시장,1701
2015_3,인현시장,1188
2015_3,신중부시장,2298
2015_3,남대문시장,7028
2015_3,동묘시장,865
2015_3,창신골목시장,216
2015_3,충신시장,320
2015_3,종로신진시장,30
2015_3,동대문종합시장,241
2015_3,광장시장,216
2015_3,서울 노원구 노원역_3,678
2015_3,서울 노원구 노원역_1,909
2015_3,창동역,2306
2015_3,서울 강북구 수유역_3,49
2015_3,서울 강북구 수유역_2,4014
2015_3,서울 강북구 수유역_1,84
2015_3,서울 은평구 연신내역_3,575
2015_3,서울 은평구 연신내역_2,318
2015_3,서울 은평구 연신내역_1,49
2015_3,서울 성북구 미아삼거리역_2,507
2015_3,서울 강북구 미아삼거리역_1,432
2015_3,서울 은평구 불광역_3,51
2015_3,서울 은평구 불광역_2,80
2015_3,서울 은평구 불광역_1,225
2015_3,미아사거리_2,145
2015_3,미아사거리_1,522
2015_3,서울 성북구 성신여대입구역,4859
2015_3,경희대학교,334
2015_3,서울 성북구 안암역,91
2015_3,혜화역 대학로_3,10394
2015_3,혜화역 대학로_2,1381
2015_3,혜화역 대학로_1,1199
2015_3,디지털미디어시티,20370
2015_3,서울 동대문구 청량리역,3144
2015_3,서울 종로구 안국역_2,775
2015_3,서울 종로구 안국역_1,11905
2015_3,서울 종로구 경복궁역_1,219
2015_3,서울 종로구 종로3가역_3,3053
2015_3,서울 종로구 종로3가역_2,1725
2015_3,서울 동대문구 신설동역_2,4316
2015_3,인사동,22122
2015_3,서울 종로구 종로5가역_4,668
2015_3,서울 종로구 종로5가역_3,5271
2015_3,종로구청,14980
2015_3,서울 종로구 종로5가역_2,14311
2015_3,신설동역,737
2015_3,서울 동대문구 신설동역_1,2
2015_3,서울 종로구 광화문역_2,50961
2015_3,동묘앞역,64
2015_3,장안동사거리,540
2015_3,서울 종로구 동대문역_2,968
2015_3,동대문시장_2,504
2015_3,서울 종로구 종로5가역_1,51
2015_3,서울 종로구 종로3가역_1,3353
2015_3,서울 종로구 광화문역_1,2332
2015_3,종각역,20893
2015_3,종각역 젊음의 거리,1963
2015_3,서대문구 서대문역_1,2581
2015_3,동대문시장_1,452
2015_3,시청역_2,24467
2015_3,서울시청,26286
2015_3,서울 중구 을지로3가역_2,8590
2015_3,서울 중구 신당역_2,1199
2015_3,서대문구 서대문역_2,2227
2015_3,동대문역사문화공원역,4451
2015_3,서울 중구 을지로3가역_1,14127
2015_3,명동거리,17531
2015_3,롯데백화점,56396
2015_3,서울 중구 신당역_1,1109
2015_3,북창동,7555
2015_3,서울 중구 충무로역_2,16372
2015_3,서울 강서구 송정역,642
2015_3,장한평역_2,12082
2015_3,시청역_1,63738
2015_3,왕십리역_2,728
2015_3,서울 강서구 발산역,709
2015_3,장한평역_1,2409
2015_3,서울 중구 충무로역_1,3078
2015_3,장한평역,2135
2015_3,서울 중구 명동역,3611
2015_3,장충동 족발거리,203
2015_3,한양시장,239
2015_3,서울 서대문구 이대역,1176
2015_3,서울 서대문구 신촌역,2558
2015_3,서울 마포구 홍대입구역_3,940
2015_3,서울 마포구 홍대입구역_2,2597
2015_3,홍익대학교 주변,15744
2015_3,서울 광진구 군자역,170
2015_3,신촌역,215
2015_3,강서구청,3681
2015_3,서울 마포구 홍대입구역_1,746
2015_3,서울 강동구 고덕역,484
2015_3,서울 강동구 명일역,905
2015_3,어린이대공원역,119
2015_3,서울 마포구 공덕역_2,3983
2015_3,공덕역,6421
2015_3,서울 용산구 숙대입구역,4118
2015_3,남영역,13958
2015_3,서울 마포구 공덕역_1,4235
2015_3,서울 마포구 마포역_2,1002
2015_3,서울 광진구 건대입구역_2,2641
2015_3,서울 마포구 마포역_1,10341
2015_3,서울 강동구 천호역_2,3625
2015_3,서울 광진구 건대입구역_1,946
2015_3,건대입구역,795
2015_3,서울 광진구 구의역,896
2015_3,서울 강동구 천호역,972
2015_3,당산역_2,5096
2015_3,서울 강동구 길동역,1603
2015_3,용산 전자상가_5,2185
2015_3,당산역_1,1141
2015_3,서울 광진구 강변역,2172
2015_3,용산 전자상가_3,2542
2015_3,서울 용산구 이태원역,783
2015_3,한남오거리,617
2015_3,용산 전자상가_2,429
2015_3,용산구청,66
2015_3,용산 전자상가_1,8231
2015_3,국회의사당역_2,39285
2015_3,서울 용산구 신용산역,323
2015_3,국회의사당역_1,5726
2015_3,압구정 로데오거리_2,14245
2015_3,서울 강남구 압구정역,9661
2015_3,서울 영등포구 영등포구청역,4516
2015_3,압구정 로데오거리_1,7733
2015_3,서울 강동구 둔촌동역,60
2015_3,오목교역,213
2015_3,신사동 가로수길,20767
2015_3,서울 영등포구 여의도역_2,46755
2015_3,청담사거리_3,1312
2015_3,영등포유통상가,1848
2015_3,청담역_2,1409
2015_3,청담역_1,191
2015_3,청담사거리_2,1025
2015_3,서울 영등포구 여의도역_1,53145
2015_3,학동사거리_2,2788
2015_3,서울 영등포구 영등포시장역,337
2015_3,학동사거리_1,4245
2015_3,여의도 시범아파트앞,2386
2015_3,영등포역_3,831
2015_3,도산공원사거리_1,10478
2015_3,영등포역_2,1004
2015_3,문래동 주민센터,67
2015_3,강남구 신사역_2,7208
2015_3,서울 강남구 강남구청역_2,4144
2015_3,강남구 신사역_1,2616
2015_3,서울 동작구 노량진1동_1,93
2015_3,서울 강남구 학동역_3,8237
2015_3,서울 강남구 강남구청역_1,3080
2015_3,잠실역,5451
2015_3,강남구 논현역_4,8275
2015_3,학동역,878
2015_3,방이동 먹자골목,5732
2015_3,서울 강남구 학동역_2,5730
2015_3,서울 동작구 노량진역,3454
2015_3,삼성역_3,9386
2015_3,코엑스,20112
2015_3,서울 강남구 학동역_1,5716
2015_3,선정릉역_2,6144
2015_3,강남구 논현역_3,1465
2015_3,포스코사거리_2,7635
2015_3,포스코사거리_1,49500
2015_3,잠실역 롯데월드,3119
2015_3,신도림역,3816
2015_3,강남구 논현역_2,7585
2015_3,선정릉역_1,1536
2015_3,신천역,5891
2015_3,강남구 논현역_1,3121
2015_3,삼성역_2,18338
2015_3,삼정역_2,2572
2015_3,삼정역_1,2982
2015_3,삼성역_1,27937
2015_3,서울 강남구 선릉역_2,7008
2015_3,고속터미널역,15210
2015_3,서울 서초구 강남역,32768
2015_3,서울 강남구 선릉역_1,20499
2015_3,선릉역_2,20180
2015_3,서울 강남구 역삼역_2,27354
2015_3,서울 송파구 석촌역_1,39
2015_3,서울 강남구 강남역_2,6456
2015_3,선릉역_1,56948
2015_3,구로역,157
2015_3,역삼역_2,3883
2015_3,대림역_2,6950
2015_3,서울 강남구 역삼역_1,26140
2015_3,신대방삼거리역,297
2015_3,서울 강남구 한티역,1292
2015_3,은마아파트입구사거리_4,65
2015_3,오류동역,1305
2015_3,서울 강남구 강남역,38850
2015_3,교대역_4,4907
2015_3,서울 강남구 강남역_1,137795
2015_3,방배동카페골목,113
2015_3,가락시장,15561
2015_3,교대역_3,4376
2015_3,역삼역_1,1743
2015_3,교대역_2,3263
2015_3,서울 송파구 가락시장역,5166
2015_3,서울 서초구 서초역,11056
2015_3,서울 강남구 대치역_2,1359
2015_3,뱅뱅사거리_2,23561
2015_3,보라매공원,14379
2015_3,교대역_1,13151
2015_3,개봉동 현대아파트 인근,170
2015_3,뱅뱅사거리,10273
2015_3,뱅뱅사거리_1,9554
2015_3,서울 관악구 신림역_4,948
2015_3,동작구 총신대입구역_1,228
2015_3,양재역_3,3194
2015_3,동작구 총신대입구역_2,1191
2015_3,서울 서초구 남부터미널역_3,1594
2015_3,서울 강남구 수서역,18011
2015_3,서울 서초구 남부터미널역_2,11095
2015_3,구로디지탈1단지,63830
2015_3,양재역,130
2015_3,매봉역,330
2015_3,서울 서초구 방배역,3861
2015_3,서울 서초구 남부터미널역_1,738
2015_3,서울 관악구 신림역_2,26
2015_3,서울 관악구 신림역_1,1783
2015_3,양재역_2,8292
2015_3,양재역_1,874
2015_3,서울 관악구 서울대입구역_2,42
2015_3,가산디지털단지역_3,30183
2015_3,구로디지털단지역,2678
2015_3,서울 관악구 서울대입구역_1,1832
2015_3,관악구 사당역_1,3890
2015_3,가산디지털단지역_2,59934
2015_3,관악구 사당역_2,385
2015_3,가산디지털단지역_1,24455
2015_3,장지역,3770
2015_3,포이사거리_1,5603
2015_3,포이사거리_2,7363
2015_3,서울 관악구 대학동_1,80
2015_3,서울 금천구 독산1동_1,2870
2015_3,양재 화물트럭터미널앞_2,207
2015_3,양재 화물트럭터미널앞_1,4134
2015_3,서울 금천구 시흥1동_4,944
2015_3,풍성로37가길,40
2015_3,천호옛길,540
2015_3,천호옛14길,557
2015_3,천호대로219길,869
2015_3,천호대로197길,17
2015_3,천호대로187길,838
2015_3,천호대로170길,397
2015_3,천호대로162길,1030
2015_3,천중로51길,412
2015_3,천중로39길,594
2015_3,진황도로47길,1051
2015_3,진황도로27길,449
2015_3,올림픽로98길,55
2015_3,올림픽로77길,8
2015_3,올림픽로71길,346
2015_3,올림픽로48길,5728
2015_3,양재대로96길,1361
2015_3,양재대로95길,587
2015_3,양재대로91길,978
2015_3,양재대로133길,276
2015_3,양재대로124길,556
2015_3,양재대로116길,206
2015_3,양재대로101길,1334
2015_3,암사길,365
2015_3,성안로3길,1478
2015_3,성내로5길,986
2015_3,상일로5길,54
2015_3,상암로5길,447
2015_3,상암로51길,716
2015_3,상암로4길,213
2015_3,상암로14길,432
2015_3,명일로13길,124
2015_3,동남로85길,134
2015_3,동남로82길,12
2015_3,동남로65길,86
2015_3,구천면로42길,360
2015_3,구천면로41길,576
2015_3,구천면로36길,53
2015_3,고덕로25길,6
2015_3,고덕로10길,142
2015_3,강동대로53길,827
2015_3,풍성로25길,862
2015_3,오금로46길,1394
2015_3,오금로36길,1605
2015_3,오금로11길,2246
2015_3,양재대로72길,677
2015_3,양재대로71길,1091
2015_3,양재대로64길,1547
2015_3,양재대로62길,5847
2015_3,송파대로30길,1607
2015_3,송이로36길,1895
2015_3,송이로32길,760
2015_3,송이로23길,1792
2015_3,삼전로13길,1812
2015_3,백제고분로50길,3385
2015_3,백제고분로46길,1627
2015_3,백제고분로45길,493
2015_3,백제고분로42길,117
2015_3,백제고분로39길,1354
2015_3,백제고분로34길,1635
2015_3,백제고분로33길,827
2015_3,백제고분로32길,1038
2015_3,백제고분로31길,296
2015_3,백제고분로22길,1083
2015_3,백제고분로21길,204
2015_3,마천로51길,123
2015_3,동남로20길,178
2015_3,거마로20길,387
2015_3,학동로77길,2926
2015_3,학동로6길,1988
2015_3,학동로56길,979
2015_3,학동로38길,6746
2015_3,테헤란로81길,621
2015_3,일원로9길,490
2015_3,일원로3길,218
2015_3,영동대로65길,3096
2015_3,영동대로112길,705
2015_3,언주로81길,8354
2015_3,압구정로2길,2591
2015_3,선릉로18길,513
2015_3,선릉로146길,1722
2015_3,선릉로133길,139
2015_3,선릉로132길,947
2015_3,선릉로121길,1656
2015_3,삼성로75길,2634
2015_3,삼성로69길,259
2015_3,삼성로64길,626
2015_3,삼성로63길,154
2015_3,삼성로57길,864
2015_3,삼성로147길,803
2015_3,삼성로115길,320
2015_3,봉은사로68길,199
2015_3,봉은사로57길,571
2015_3,봉은사로43길,958
2015_3,봉은사로29길,145
2015_3,봉은사로109길,294
2015_3,도산대로89길,2450
2015_3,도산대로81길,4620
2015_3,도산대로50길,2717
2015_3,도산대로38길,172
2015_3,도산대로30길,2936
2015_3,도산대로23길,1318
2015_3,도산대로15길,1943
2015_3,도곡로37길,3335
2015_3,논현로8길,777
2015_3,논현로63길,9579
2015_3,논현로28길,12967
2015_3,논현로26길,6217
2015_3,논현로139길,1847
2015_3,논현로123길,109
2015_3,논현로115길,3165
2015_3,논현로10길,2272
2015_3,논현로106길,2821
2015_3,남부순환로365길,186
2015_3,개포로28길,298
2015_3,개포로20길,4156
2015_3,개포로17길,3455
2015_3,강남대로140길,4382
2015_3,강남대로136길,1139
2015_3,강남대로118길,610
2015_3,서초중앙로8길,5426
2015_3,방배중앙로21길,2123
2015_3,효령로72길,194
2015_3,효령로34길,82
2015_3,효령로31길,1467
2015_3,효령로23길,724
2015_3,청두곶길,1882
2015_3,주흥길,354
2015_3,주흥15길,1435
2015_3,언남길,1951
2015_3,신반포로45길,453
2015_3,서초대로8길,276
2015_3,서초대로64길,518
2015_3,서초대로4길,848
2015_3,서초대로25길,3442
2015_3,서초대로23길,866
2015_3,서초대로15길,1068
2015_3,사평대로57길,216
2015_3,사평대로26길,15
2015_3,사평대로22길,1360
2015_3,사임당로17길,1552
2015_3,방배로42길,186
2015_3,방배로35길,2228
2015_3,방배로18길,69
2015_3,반포대로9길,706
2015_3,바우뫼로39길,2987
2015_3,마방로2길,3621
2015_3,방배천로4안길,1572
2015_3,동산로19길,1358
2015_3,동산로10길,2188
2015_3,동광로39길,47
2015_3,동광로1길,1341
2015_3,동광로12길,701
2015_3,논현로27길,3638
2015_3,논현로1길,602
2015_3,남부순환로339길,11537
2015_3,남부순환로325길,7547
2015_3,남부순환로317길,1584
2015_3,고무래로8길,6857
2015_3,강남대로8길,3019
2015_3,강남대로34길,931
2015_3,강남대로23길,5774
2015_3,소담길,26
2015_3,원신길,273
2015_3,양산길,440
2015_3,호암로24길,573
2015_3,호암로20길,45
2015_3,행운길,19
2015_3,행운1길,76
2015_3,청림3길,30
2015_3,청룡길,225
2015_3,청룡8길,8
2015_3,중앙길,290
2015_3,조원중앙로2길,1073
2015_3,조원로18길,948
2015_3,조원로10길,272
2015_3,장군봉2길,322
2015_3,장군봉1길,100
2015_3,인헌길,78
2015_3,은천로25길,286
2015_3,양녕로6길,913
2015_3,신원로3길,26
2015_3,신사로20길,60
2015_3,신림로64길,227
2015_3,신림로48길,82
2015_3,신림로38길,46
2015_3,신림로28길,308
2015_3,신림로11길,442
2015_3,신림동길,438
2015_3,승방길,499
2015_3,서림7길,246
2015_3,봉천로33길,337
2015_3,봉천로13길,271
2015_3,복은길,196
2015_3,법원단지길,2
2015_3,법원단지9길,85
2015_3,미성5길,55
2015_3,대학길,68
2015_3,대학14길,12
2015_3,당곡길,339
2015_3,남현길,211
2015_3,남현3길,521
2015_3,남부순환로248길,271
2015_3,남부순환로234길,126
2015_3,남부순환로172길,1603
2015_3,남부순환로161길,15
2015_3,남부순환로151길,122
2015_3,남부순환로142길,54
2015_3,난향길,161
2015_3,난우길,416
2015_3,난곡로74길,161
2015_3,난곡로34길,26
2015_3,난곡로26길,91
2015_3,난곡로24길,34
2015_3,낙성대역길,776
2015_3,국회단지길,515
2015_3,구암길,73
2015_3,관천로22길,17
2015_3,관천로15길,129
2015_3,관악로30길,200
2015_3,관악로28길,152
2015_3,관악로14길,473
2015_3,관악로10길,252
2015_3,흑석로9길,181
2015_3,흑석로13길,145
2015_3,장승배기로27길,31
2015_3,장승배기로19길,2
2015_3,여의대방로46길,374
2015_3,여의대방로24길,14842
2015_3,여의대방로22카길,254
2015_3,여의대방로22나길,129
2015_3,여의대방로22길,246
2015_3,양녕로26길,125
2015_3,신대방길,116
2015_3,성대로1길,340
2015_3,서달로8가길,196
2015_3,서달로14길,40
2015_3,서달로10길,73
2015_3,상도로62길,176
2015_3,상도로61길,63
2015_3,상도로47길,70
2015_3,상도로37길,1919
2015_3,상도로15길,286
2015_3,사당로8길,127
2015_3,사당로30길,323
2015_3,사당로2차길,89
2015_3,사당로29길,18
2015_3,사당로26길,251
2015_3,사당로23나길,136
2015_3,사당로23길,25
2015_3,사당로20길,164
2015_3,사당로16길,124
2015_3,사당로16가길,870
2015_3,만양로8길,65
2015_3,만양로14길,399
2015_3,등용로14길,539
2015_3,동작대로7길,1711
2015_3,동작대로35길,243
2015_3,동작대로33길,112
2015_3,동작대로29길,45
2015_3,동작대로17길,1329
2015_3,대방동2길,444
2015_3,대방동27길,127
2015_3,노량진로6길,115
2015_3,국사봉길,32
2015_3,국사봉2길,94
2015_3,국사봉1길,7
2015_3,영신로9길,310
2015_3,영등포로84길,321
2015_3,영등포로80길,64
2015_3,영등포로62길,3
2015_3,영등포로35길,48
2015_3,영등포로27길,303
2015_3,여의대방로43나길,2276
2015_3,여의대방로39길,16
2015_3,여의대방로35길,711
2015_3,양평로28길,665
2015_3,양평로22라길,44
2015_3,양평로19길,3810
2015_3,신길로60길,418
2015_3,신길로42길,389
2015_3,신길로42가길,90
2015_3,신길로39길,106
2015_3,신길로17길,44
2015_3,선유서로28길,412
2015_3,선유서로25길,2218
2015_3,선유서로24길,151
2015_3,선유로55길,2223
2015_3,디지털로74길,55
2015_3,디지털로57길,7
2015_3,디지털로37길,210
2015_3,도신로62길,196
2015_3,도신로60길,86
2015_3,도신로29길,72
2015_3,도신로15길,82
2015_3,도림천로21길,99
2015_3,도림로63길,34
2015_3,도림로147길,1562
2015_3,도림로112길,8
2015_3,대림로8길,1846
2015_3,대림로7길,15
2015_3,대림로44길,44
2015_3,대림로34길,180
2015_3,대림로31길,872
2015_3,대림로29길,1509
2015_3,대림로22길,291
2015_3,당산로46길,3136
2015_3,당산로38길,337
2015_3,당산로37길,3436
2015_3,당산로31길,3977
2015_3,국회대로56길,1542
2015_3,경인로90길,321
2015_3,경인로80길,1576
2015_3,경인로77길,611
2015_3,가마산로61길,202
2015_3,시흥대로94길,758
2015_3,시흥대로84길,170
2015_3,시흥대로68길,344
2015_3,시흥대로63길,2664
2015_3,시흥대로62가길,421
2015_3,시흥대로36길,342
2015_3,시흥대로22길,467
2015_3,시흥대로153길,658
2015_3,시흥대로150길,550
2015_3,시흥대로141길,670
2015_3,시흥대로138길,14
2015_3,시흥대로120길,538
2015_3,벚꽃로56길,1697
2015_3,범안로17길,186
2015_3,범안로11길,1045
2015_3,문성로5길,170
2015_3,독산로85길,69
2015_3,독산로78다길,234
2015_3,독산로70길,4
2015_3,독산로64길,155
2015_3,독산로50길,49
2015_3,독산로40길,50
2015_3,독산로108길,768
2015_3,남부순환로112길,9
2015_3,금하로24길,163
2015_3,금하로1길,54
2015_3,금하로14길,2
2015_3,가산로5길,504
2015_3,가산로3길,2494
2015_3,중앙로1길,1390
2015_3,중앙로15길,195
2015_3,우마길,30
2015_3,오류로8길,212
2015_3,신도림로13길,697
2015_3,새말로18길,1158
2015_3,부일로1길,768
2015_3,부일로15길,182
2015_3,부일로11길,24
2015_3,디지털로32길,1246
2015_3,디지털로32가길,6866
2015_3,디지털로27길,398
2015_3,도림로6길,120
2015_3,도림로12길,94
2015_3,남부순환로97길,258
2015_3,구로중앙로8길,254
2015_3,구로중앙로7길,182
2015_3,구로중앙로42길,726
2015_3,구로중앙로34길,566
2015_3,구로중앙로28길,2863
2015_3,구로중앙로19길,11
2015_3,구로동로8길,158
2015_3,구로동로7길,164
2015_3,구로동로42길,27
2015_3,구로동로41길,455
2015_3,구로동로38길,46
2015_3,구로동로28길,178
2015_3,구로동로15길,23
2015_3,공원로6가길,248
2015_3,고척로52길,232
2015_3,고척로27다길,206
2015_3,고척로27길,229
2015_3,고척로21나길,257
2015_3,경인로47길,771
2015_3,경인로35길,274
2015_3,경인로31길,51
2015_3,경인로15길,112
2015_3,개봉로3길,303
2015_3,개봉로2길,476
2015_3,개봉로23가길,872
2015_3,개봉로20길,114
2015_3,개봉로1길,39
2015_3,개봉로17다길,122
2015_3,개봉로17길,800
2015_3,개봉로11길,49
2015_3,화곡로64길,2502
2015_3,화곡로59길,505
2015_3,화곡로44나길,871
2015_3,화곡로31길,1303
2015_3,화곡로20길,494
2015_3,화곡로13길,258
2015_3,초원로16길,472
2015_3,초록마을로8길,174
2015_3,초록마을로3길,44
2015_3,월정로20길,4
2015_3,우장산로6길,321
2015_3,양천로73가길,1391
2015_3,양천로71길,206
2015_3,양천로49길,813
2015_3,양천로26길,101
2015_3,양천로24길,214
2015_3,양천로24가길,685
2015_3,양천로14길,372
2015_3,방화대로6라길,732
2015_3,방화대로21길,746
2015_3,등촌로5길,10
2015_3,등촌로55길,460
2015_3,등촌로51길,9
2015_3,등촌로39길,48
2015_3,등촌로13길,216
2015_3,남부순환로11길,398
2015_3,까치산로4길,125
2015_3,국회대로7길,331
2015_3,공항대로8길,244
2015_3,공항대로61길,233
2015_3,공항대로59다길,855
2015_3,공항대로59길,1228
2015_3,공항대로55길,903
2015_3,공항대로42길,10
2015_3,공항대로38길,236
2015_3,곰달래로60길,538
2015_3,곰달래로53길,59
2015_3,곰달래로47길,30
2015_3,곰달래로31길,10
2015_3,곰달래로25길,521
2015_3,개화동로25길,649
2015_3,개화동로23길,93
2015_3,강서로8길,108
2015_3,강서로5라길,253
2015_3,강서로5나길,112
2015_3,강서로5가길,36
2015_3,강서로47라길,72
2015_3,강서로47길,384
2015_3,강서로45다길,706
2015_3,강서로45길,112
2015_3,강서로35길,155
2015_3,강서로29길,277
2015_3,강서로18길,25
2015_3,강서로17가길,106
2015_3,강서로15길,253
2015_3,가로공원로80길,84
2015_3,가로공원로76가길,20
2015_3,화곡로4길,279
2015_3,화곡로3길,160
2015_3,지양로7길,223
2015_3,중앙로55길,369
2015_3,중앙로51길,114
2015_3,중앙로47길,98
2015_3,중앙로45길,163
2015_3,중앙로36길,2
2015_3,중앙로32길,548
2015_3,중앙로25길,258
2015_3,은행정로7길,445
2015_3,오목로5길,311
2015_3,오목로3길,462
2015_3,오목로30길,162
2015_3,오목로23길,708
2015_3,신월로20길,213
2015_3,신월로15길,758
2015_3,신목로6길,256
2015_3,신목로5길,919
2015_3,신목로2길,99
2015_3,목동중앙서로8가길,202
2015_3,목동중앙서로7길,238
2015_3,목동중앙북로8길,402
2015_3,목동중앙북로16길,260
2015_3,목동중앙본로7길,93
2015_3,목동중앙로3길,103
2015_3,목동중앙로13나길,245
2015_3,목동중앙남로3가길,556
2015_3,목동로9길,2280
2015_3,목동로19길,963
2015_3,목동동로12길,419
2015_3,목동남로4길,10
2015_3,남부순환로88길,316
2015_3,남부순환로79길,520
