"Date","상권","행정동_코드","상권_코드_명","총_유동인구_수","총_상주인구_수","총_직장_인구_수","운영_영업_개월_평균","폐업_영업_개월_평균","당월_매출_금액","점포수","공실률","임대료"
"2016_3","화곡",11500540,"월정로20길",66325,1764,4,114,43,4359768359,120,15.8,23.3
"2016_3","화곡",11500540,"화곡로20길",158306,2347,512,94,44,6689847902,146,15.8,23.3
"2016_3","화곡",11500540,"강서로5나길",150211,2102,107,88,45,7288406938,138,15.8,23.3
"2016_3","화곡",11500540,"강서로5가길",223708,1543,51,93,50,15586911110,215,15.8,23.3
"2016_3","화곡",11500540,"강서로29길",304587,2803,300,76,41,4504159651,103,15.8,23.3
"2016_3","화곡",11500540,"가로공원로80길",121905,3000,58,90,47,2086792059,60,15.8,23.3
"2016_3","화곡",11500540,"가로공원로76가길",114554,3072,17,100,46,2151506648,75,15.8,23.3
"2016_3","화곡",11500540,"화곡중앙골목시장",75069,1067,2,127,53,6287066934,146,15.8,23.3
"2016_3","화곡",11500540,"강서로17가길",130929,3044,110,99,46,1404931564,39,15.8,23.3
"2016_3","화곡",11500540,"강서로15길",209227,5524,250,100,40,4567416158,149,15.8,23.3
"2016_3","화곡",11500550,"국회대로7길",101724,2404,368,94,41,1606362489,42,15.8,23.3
"2016_3","화곡",11500550,"강서로5라길",117338,2855,285,103,44,1965122058,88,15.8,23.3
"2016_3","화곡",11500550,"곰달래로47길",67003,4246,37,78,40,1034486936,47,15.8,23.3
"2016_3","화곡",11500550,"곰달래로31길",109370,3130,9,81,48,1591816941,74,15.8,23.3
"2016_3","화곡",11500560,"강서로45다길",75211,2838,909,71,44,4032251415,102,15.8,23.3
"2016_3","화곡",11500560,"강서로35길",156610,4061,174,91,45,1448770181,84,15.8,23.3
"2016_3","화곡",11500560,"강서로45길",226553,919,131,76,46,11390416457,212,15.8,23.3
"2016_3","화곡",11500570,"곰달래로53길",86268,3835,54,92,50,886045944,50,15.8,23.3
"2016_3","화곡",11500570,"등촌로5길",154150,1549,10,97,44,8767051960,167,15.8,23.3
"2016_3","화곡",11500570,"곰달래로60길",199177,1938,569,88,46,12325692042,187,15.8,23.3
"2016_3","화곡",11500570,"남부골목시장",160254,2022,183,99,48,11986736040,275,15.8,23.3
"2016_3","화곡",11500570,"등촌로13길",95122,3803,186,68,43,3336532150,55,15.8,23.3
"2016_3","화곡",11500590,"초록마을로3길",194768,2353,52,112,51,7660835834,163,15.8,23.3
"2016_3","화곡",11500590,"까치산로4길",131369,4532,122,100,44,5190450139,117,15.8,23.3
"2016_3","화곡",11500590,"초록마을로8길",76050,5015,167,111,54,1217317753,50,15.8,23.3
"2016_3","화곡",11500591,"화곡로44나길",268525,3249,815,84,43,7567841259,178,15.8,23.3
"2016_3","화곡",11500591,"화곡로59길",217688,2112,495,70,52,6539363245,91,15.8,23.3
"2016_3","화곡",11500591,"강서구청",655400,2535,3449,78,43,33848801093,615,15.8,23.3
"2016_3","화곡",11500593,"강서로8길",304340,3511,275,80,45,6283091661,158,15.8,23.3
"2016_3","화곡",11500593,"까치산시장",480533,1086,35,93,51,17642279875,244,15.8,23.3
"2016_3","화곡",11500593,"곰달래로25길",128266,2874,598,78,43,3955374964,106,15.8,23.3
"2016_3","화곡",11500593,"강서로18길",303685,7025,21,80,44,4012457739,164,15.8,23.3
"2016_3","화곡",11500615,"공항대로42길",128592,1166,6,78,45,2983269585,99,15.8,23.3
"2016_3","화곡",11500615,"화곡로31길",208033,4136,1126,91,47,3941393424,234,15.8,23.3
"2016_3","화곡",11500615,"우장산로6길",324906,5389,310,78,50,5298322097,110,15.8,23.3
"2016_3","화곡",11500615,"공항대로38길",56824,445,267,86,47,4158754561,54,15.8,23.3
"2016_4","건대입구",11215710,"능동로13길",153427,3801,352,87,42,7385725023,165,3.4,52.6
"2016_4","건대입구",11215710,"한아름시장",22200,13,133,109,53,1816618614,19,3.4,52.6
"2016_4","건대입구",11215710,"능동로19길",117757,2289,323,83,44,4445831993,106,3.4,52.6
"2016_4","건대입구",11215710,"광나루로24길",35359,1371,59,90,54,5860547358,116,3.4,52.6
"2016_4","건대입구",11215710,"동일로24길",147164,2976,8,81,41,1544732951,58,3.4,52.6
"2016_4","건대입구",11215710,"서울 광진구 건대입구역_2",870733,2078,2838,72,50,78126595173,702,3.4,52.6
"2016_4","건대입구",11215710,"광나루로12길",172127,2400,1010,119,44,7487554431,156,3.4,52.6
"2016_4","건대입구",11215820,"자양로11길",146477,4017,1405,94,43,9044846377,248,3.4,52.6
"2016_4","건대입구",11215820,"아차산로40길",50266,3100,489,97,55,2030339403,71,3.4,52.6
"2016_4","건대입구",11215840,"능동로4길",94495,3377,248,71,42,2321496555,73,3.4,52.6
"2016_4","건대입구",11215840,"건대입구역",51588,540,722,46,41,10086760924,99,3.4,52.6
"2016_4","건대입구",11215840,"자양번영로3길",120675,3896,94,111,59,2343543980,81,3.4,52.6
"2016_4","건대입구",11215840,"능동로골목시장",52533,407,269,96,50,879867641,44,3.4,52.6
"2016_4","건대입구",11215840,"뚝섬로23길",111488,2104,109,97,44,2540851641,92,3.4,52.6
"2016_4","건대입구",11215820,"자양로15길",116990,1914,376,105,47,7671743873,125,3.4,52.6
"2016_4","건대입구",11215820,"자양골목시장",82903,2003,94,114,47,5474200337,144,3.4,52.6
"2016_4","경희대",11230710,"경희대학교",303067,406,377,88,46,23142701080,275,0.4,49.3
"2016_4","경희대",11230710,"회기시장",82986,1149,127,106,52,4880715180,134,0.4,49.3
"2016_4","경희대",11230710,"경희대로3길",54925,624,273,85,45,7023574172,89,0.4,49.3
"2016_4","경희대",11230740,"천장산로7길",65927,1446,1440,90,64,5567554063,58,0.4,49.3
"2016_4","경희대",11230740,"휘경로3길",421991,3714,225,103,54,8565723951,177,0.4,49.3
"2016_4","경희대",11230740,"휘경로23길",46128,2662,16,132,73,343171314,29,0.4,49.3
"2016_4","경희대",11230740,"휘경로2길",182430,1349,7,100,49,12431367000,276,0.4,49.3
"2016_4","공덕역",11440565,"마포대로20길",174405,2140,1156,107,53,5966628006,100,6.1,40.4
"2016_4","공덕역",11440565,"효창원로93길",135248,3497,103,110,54,1313001253,64,6.1,40.4
"2016_4","공덕역",11440565,"서울 마포구 공덕역_1",372838,570,4647,78,44,8826210352,106,6.1,40.4
"2016_4","공덕역",11440565,"만리재옛길",169035,2691,1407,110,51,5074984688,122,6.1,40.4
"2016_4","광화문",11110530,"필운대로1길",13296,729,5,75,48,4393910652,48,2.1,71.3
"2016_4","광화문",11110530,"자하문로7길",90124,761,473,95,53,9291746548,157,2.1,71.3
"2016_4","광화문",11110530,"서울 종로구 경복궁역_1",246530,689,227,96,56,18156746973,197,2.1,71.3
"2016_4","광화문",11110530,"서울 종로구 광화문역_1",463323,10,2295,130,68,16071727888,152,2.1,71.3
"2016_4","광화문",11110530,"서울 종로구 광화문역_2",562404,2349,52781,119,54,56076204154,930,2.1,71.3
"2016_4","군자",11215750,"긴고랑로20길",121675,4231,542,107,50,7322286857,128,7.6,36.8
"2016_4","군자",11215780,"능동로34길",68520,5194,924,76,53,7465554498,117,7.6,36.8
"2016_4","군자",11215750,"용마산로21길",122969,5320,139,92,47,6692572440,172,7.6,36.8
"2016_4","군자",11215750,"천호대로123길",75040,3075,305,109,49,9311887070,139,7.6,36.8
"2016_4","군자",11215730,"어린이대공원역",256048,662,97,83,49,9455294537,198,7.6,36.8
"2016_4","군자",11215730,"서울 광진구 군자역",426501,1706,181,93,51,27178284404,334,7.6,36.8
"2016_4","군자",11215740,"긴고랑로7길",60455,4763,523,97,52,10952133820,206,7.6,36.8
"2016_4","군자",11215740,"중곡제일시장",69182,862,140,104,50,12591056260,208,7.6,36.8
"2016_4","군자",11215740,"긴고랑로8길",50147,4219,218,101,42,1767889884,76,7.6,36.8
"2016_4","군자",11215750,"용마산로3길",117197,3832,814,79,50,1983210506,76,7.6,36.8
"2016_4","군자",11215750,"천호대로109길",247718,3616,1054,77,43,14928839872,381,7.6,36.8
"2016_4","동대문",11110670,"동묘앞역",68413,915,62,115,46,11749376562,126,10.4,34.8
"2016_4","동대문",11110670,"서울 종로구 동대문역_2",445558,662,1053,98,48,17110458836,464,10.4,34.8
"2016_4","명동",11140550,"서울 중구 명동역",327472,1283,3694,104,49,16668417412,290,5.1,271.1
"2016_4","명동",11140550,"퇴계로18길",17190,787,2880,104,47,4027899299,68,5.1,271.1
"2016_4","명동",11140550,"서울시청",482308,91,23470,118,61,44265978136,392,5.1,271.1
"2016_4","명동",11140550,"명동길",134335,72,36555,161,58,8851121666,135,5.1,271.1
"2016_4","명동",11140550,"명동거리",1771570,639,25479,138,52,208139908647,2258,5.1,271.1
"2016_4","목동",11470510,"오목교역",165349,893,206,79,49,10425198680,105,7.6,30.5
"2016_4","목동",11470510,"목동동로12길",272186,2357,419,85,45,17976714335,290,7.6,30.5
"2016_4","목동",11470520,"목동중앙로13나길",8711,1155,286,102,46,552188743,11,7.6,30.5
"2016_4","목동",11470520,"목2동시장",132429,1098,239,117,51,9102406517,169,7.6,30.5
"2016_4","목동",11470520,"목동중앙북로16길",51530,3386,270,70,51,1030471211,48,7.6,30.5
"2016_4","목동",11470530,"목동중앙북로8길",44269,2193,363,89,41,987150182,67,7.6,30.5
"2016_4","목동",11470530,"목3동시장",207977,1256,714,102,47,18207111030,282,7.6,30.5
"2016_4","목동",11470540,"목동중앙남로3가길",118114,2747,576,90,44,3530657098,141,7.6,30.5
"2016_4","목동",11470540,"목동중앙로3길",70119,2527,98,81,42,1718663390,56,7.6,30.5
"2016_4","목동",11470540,"목동중앙서로8가길",121046,1392,177,95,44,5393361873,87,7.6,30.5
"2016_4","목동",11470540,"목동중앙본로7길",98992,2984,111,86,53,6326700880,125,7.6,30.5
"2016_4","목동",11470540,"목동중앙서로7길",174753,3753,263,88,43,4761796207,187,7.6,30.5
"2016_4","목동",11470540,"목4동시장",45419,1171,235,92,49,2119717840,86,7.6,30.5
"2016_4","사당",11590620,"사당로26길",65282,3007,245,81,42,1491143243,61,3.5,54
"2016_4","사당",11590620,"사당로20길",69858,2749,175,108,48,950215122,44,3.5,54
"2016_4","사당",11590620,"동작대로7길",201903,3339,2058,88,49,12313333769,259,3.5,54
"2016_4","사당",11590620,"관악구 사당역_2",265057,942,345,98,48,25624306826,316,3.5,54
"2016_4","사당",11590620,"동작대로17길",207806,2444,1359,96,45,10115397067,111,3.5,54
"2016_4","사당",11590620,"사당로30길",124243,1026,308,77,43,4599425577,137,3.5,54
"2016_4","사당",11620630,"승방길",37338,2889,558,79,49,3334357058,41,3.5,54
"2016_4","사당",11620630,"남현길",48388,1992,234,83,50,3356103339,65,3.5,54
"2016_4","사당",11620630,"남현3길",119918,1562,430,109,52,8083084350,82,3.5,54
"2016_4","사당",11650610,"방배천로4안길",76079,1191,1268,89,49,6102818210,135,3.5,54
"2016_4","사당",11650610,"관악구 사당역_1",539376,919,3907,90,49,34800405474,370,3.5,54
"2016_4","사당",11650610,"서초대로4길",141763,3522,611,87,50,5848899602,119,3.5,54
"2016_4","사당",11650610,"서초대로8길",20366,4257,310,140,58,294131326,19,3.5,54
"2016_4","사당",11650610,"청두곶길",115497,4069,2013,76,46,3152234151,110,3.5,54
"2016_4","서초",11650510,"교대역_2",870434,1690,3525,87,48,31654516821,423,3.6,30.9
"2016_4","서초",11650510,"서초중앙로8길",136559,2708,7055,102,44,5296174687,83,3.6,30.9
"2016_4","서초",11650510,"남부순환로339길",81130,1514,12144,98,44,5692442002,103,3.6,30.9
"2016_4","서초",11650510,"서울 서초구 남부터미널역_3",317168,461,1526,93,47,11667993610,164,3.6,30.9
"2016_4","서초",11650510,"서울 서초구 남부터미널역_1",154834,1209,552,119,53,45715592186,525,3.6,30.9
"2016_4","서초",11650510,"서초대로64길",67473,1776,509,99,48,5717824380,44,3.6,30.9
"2016_4","서초",11650510,"사임당로17길",112475,1065,1817,88,45,5627914653,96,3.6,30.9
"2016_4","서초",11650530,"반포대로9길",53913,1730,684,104,43,5628174299,112,3.6,30.9
"2016_4","서초",11650530,"서울 서초구 남부터미널역_2",503593,1461,11569,98,47,29558635869,512,3.6,30.9
"2016_4","서초",11650530,"서울 서초구 서초역",155459,63,12162,90,56,5902551071,73,3.6,30.9
"2016_4","서초",11650530,"교대역_3",321657,20,4386,94,45,10931235930,156,3.6,30.9
"2016_4","서초",11650530,"남부순환로317길",157916,1765,1511,113,49,9569767107,111,3.6,30.9
"2016_4","서초",11650530,"남부순환로325길",299246,2548,7947,105,46,13426807202,138,3.6,30.9
"2016_4","서초",11650531,"교대역_4",626684,1461,5609,95,53,34701946515,385,3.6,30.9
"2016_4","서초",11650531,"서울 강남구 강남역_2",1704171,1961,5718,91,44,138787359056,1149,3.6,30.9
"2016_4","서초",11650520,"서울 강남구 강남역_1",967847,1333,131760,81,43,54873280110,662,3.6,30.9
"2016_4","서초",11650520,"양재역_3",545630,1964,3515,91,45,26748990517,463,3.6,30.9
"2016_4","서초",11650520,"효령로72길",97882,2169,224,89,42,4631160336,94,3.6,30.9
"2016_4","서초",11650520,"뱅뱅사거리",355885,1488,7125,90,45,22071623231,447,3.6,30.9
"2016_4","서초",11650530,"교대역_1",1196825,2520,13196,91,46,66709304400,1028,3.6,30.9
"2016_4","성신여대",11290575,"동소문로15길",230718,1110,67,93,50,3656132024,67,10.6,41.4
"2016_4","성신여대",11290575,"동소문로13길",154306,2963,412,82,56,5007372600,92,10.6,41.4
"2016_4","성신여대",11290575,"아리랑로4길",216336,3147,615,88,52,8125515612,170,10.6,41.4
"2016_4","성신여대",11290575,"동소문로26가길",151680,2412,289,93,45,5174328987,126,10.6,41.4
"2016_4","성신여대",11290575,"서울 성북구 성신여대입구역",954588,1091,4901,95,47,49732547407,722,10.6,41.4
"2016_4","성신여대",11290575,"보문로32길",127727,1304,923,72,43,5242509673,125,10.6,41.4
"2016_4","성신여대",11290600,"서울 성북구 안암역",141352,404,98,87,47,12466950502,127,10.6,41.4
"2016_4","성신여대",11290600,"인촌로17가길",88179,1714,3197,99,59,2594028213,48,10.6,41.4
"2016_4","성신여대",11290600,"개운사길",101752,1090,3303,86,48,11531904969,131,10.6,41.4
"2016_4","성신여대",11290600,"인촌로5길",85177,1521,30,83,53,1634323042,51,10.6,41.4
"2016_4","성신여대",11290600,"인촌로24길",210959,725,198,90,53,17775791084,269,10.6,41.4
"2016_4","성신여대",11290600,"안암로5길",45512,2281,605,97,52,2383931342,39,10.6,41.4
"2016_4","수유",11305610,"삼양로77길",45773,3435,398,82,56,1373384076,52,13.8,55.2
"2016_4","수유",11305610,"수유전통시장",154821,632,448,123,58,18790623369,310,13.8,55.2
"2016_4","수유",11305610,"수유로12길",109357,3404,275,88,41,5311884002,150,13.8,55.2
"2016_4","수유",11305620,"우이시장",69699,1544,146,90,53,3821420590,115,13.8,55.2
"2016_4","수유",11305620,"노해로33길",62259,2431,34,101,50,467388473,41,13.8,55.2
"2016_4","수유",11305630,"한천로139가길",114207,1566,43,82,36,2734073076,62,13.8,55.2
"2016_4","수유",11305630,"도봉로99길",44057,2234,186,65,45,1103082558,48,13.8,55.2
"2016_4","수유",11305630,"강북종합시장",40283,755,75,103,53,5790841395,96,13.8,55.2
"2016_4","수유",11305630,"삼각산로28길",56346,3819,742,86,40,2392974934,89,13.8,55.2
"2016_4","수유",11305630,"서울 강북구 수유역_3",229814,703,64,107,49,13238895030,258,13.8,55.2
"2016_4","수유",11305630,"노해로17길",82300,2745,231,101,42,3099728111,148,13.8,55.2
"2016_4","수유",11305630,"한천로140길",147453,1713,92,85,40,3179583781,133,13.8,55.2
"2016_4","수유",11305630,"서울 강북구 수유역_2",991180,2079,4155,88,48,49830778149,586,13.8,55.2
"2016_4","수유",11305630,"수유중앙시장",4068,49,136,100,47,264427571,19,13.8,55.2
"2016_4","신촌",11410585,"서울 서대문구 이대역",546994,1306,1275,105,46,47540303789,1098,5.5,58.4
"2016_4","신촌",11410585,"서울 서대문구 신촌역",2233799,2803,3003,99,50,128518050648,1822,5.5,58.4
"2016_4","영등포",11560515,"신길로60길",111270,3204,436,99,43,3215073644,92,12.4,33.7
"2016_4","영등포",11560515,"영신로9길",186426,2790,458,95,52,5839552891,97,12.4,33.7
"2016_4","영등포",11560515,"영등포로62길",103399,1687,2,94,51,944839830,20,12.4,33.7
"2016_4","영등포",11560535,"서울 영등포구 영등포시장역",201742,1471,328,137,55,7744411306,187,12.4,33.7
"2016_4","영등포",11560535,"국회대로56길",220469,2213,1674,135,55,4710690512,179,12.4,33.7
"2016_4","영등포",11560535,"영등포역_2",624118,620,1152,111,57,32917833826,564,12.4,33.7
"2016_4","영등포",11560535,"영등포로35길",179591,1203,95,113,45,7651487809,178,12.4,33.7
"2016_4","영등포",11560535,"영등포전통시장",1408849,2247,4030,96,54,157136970048,2078,12.4,33.7
"2016_4","영등포",11560535,"영등포역_3",491986,411,815,121,47,5024941600,96,12.4,33.7
"2016_4","용산",11170520,"서울 용산구 숙대입구역",176047,513,4416,118,57,14647520936,204,8.5,23.7
"2016_4","용산",11170520,"소월로20길",85514,2408,128,76,48,1353353905,86,8.5,23.7
"2016_4","용산",11170530,"한강대로104길",90868,2816,4287,106,58,9883283035,168,8.5,23.7
"2016_4","용산",11170530,"남영역",221868,180,14242,124,52,20074441008,222,8.5,23.7
"2016_4","용산",11170530,"두텁바위로1길",80002,3339,2649,116,57,4172823898,81,8.5,23.7
"2016_4","용산",11170625,"용산 전자상가_1",96147,350,8011,115,55,137502319462,1177,8.5,23.7
"2016_4","용산",11170625,"한강대로52길",31309,643,1161,100,52,3590183269,89,8.5,23.7
"2016_4","용산",11170625,"한강대로62길",86391,948,657,116,58,6511886326,143,8.5,23.7
"2016_4","용산",11170625,"한강대로7길",46881,773,598,99,58,3010588713,54,8.5,23.7
"2016_4","용산",11170625,"서울 용산구 신용산역",85620,1062,458,118,50,9353249687,133,8.5,23.7
"2016_4","용산",11170625,"한강대로43길",202778,1281,4557,84,50,13230614473,216,8.5,23.7
"2016_4","용산",11170625,"용산 전자상가_2",34659,163,470,128,45,46165494930,444,8.5,23.7
"2016_4","용산",11170625,"한강대로15길",52152,521,1788,124,61,4767943203,65,8.5,23.7
"2016_4","용산",11170690,"녹사평대로11길",515,438,301,113,43,323867411,13,8.5,23.7
"2016_4","용산",11170690,"서빙고로71길",5812,2701,472,125,73,1148336325,29,8.5,23.7
"2016_4","이태원",11170650,"이태원로27길",85098,695,555,104,59,22470756415,191,16.7,46
"2016_4","이태원",11170650,"서울 용산구 이태원역",447650,953,642,119,59,57737022447,731,16.7,46
"2016_4","이태원",11170650,"녹사평대로26길",26443,986,2092,92,53,5321255464,131,16.7,46
"2016_4","이태원",11170650,"녹사평대로32길",47827,612,315,116,57,7412523289,170,16.7,46
"2016_4","이태원",11170650,"이태원 관광특구",874039,6948,5707,107,57,123907657684,1816,16.7,46
"2016_4","이태원",11170660,"회나무로13길",19509,2327,62,71,48,9465866233,165,16.7,46
"2016_4","이태원",11170660,"녹사평대로46길",54442,863,59,71,46,7424288324,126,16.7,46
"2016_4","이태원",11170650,"용산구청",8165,114,99,61,53,3182882074,45,16.7,46
"2016_4","이태원",11170660,"녹사평대로40나길",85205,771,55,76,57,7685964277,110,16.7,46
"2016_4","잠실",11710650,"신천역",665399,2859,6159,93,47,83415632905,1097,6.8,41.1
"2016_4","잠실",11710650,"삼전로13길",223840,6534,1626,88,45,27924405330,425,6.8,41.1
"2016_4","잠실",11710650,"새마을시장",153953,2358,404,95,51,17291781648,329,6.8,41.1
"2016_4","잠실",11710710,"잠실역",528666,2449,5718,84,48,27875896578,326,6.8,41.1
"2016_4","장안동",11230650,"답십리로64길",137730,2932,349,113,47,4646438133,128,6.7,26.1
"2016_4","장안동",11230650,"장한로14길",89230,1306,184,101,43,2894473131,69,6.7,26.1
"2016_4","장안동",11230650,"장한로25길",93403,640,1071,115,44,5033302262,113,6.7,26.1
"2016_4","장안동",11230650,"장한로5길",128229,2165,2868,100,44,6532086667,171,6.7,26.1
"2016_4","장안동",11230650,"답십리로72길",77903,1307,14,86,46,3957902583,86,6.7,26.1
"2016_4","장안동",11230650,"장한로26길",190758,2683,592,86,48,7852207217,99,6.7,26.1
"2016_4","장안동",11230650,"장한평역_1",171732,211,2400,103,44,15128599137,204,6.7,26.1
"2016_4","장안동",11230650,"답십리로68길",103492,2829,126,82,40,5164981911,128,6.7,26.1
"2016_4","장안동",11230650,"천호대로97길",88453,2872,333,134,52,2488880419,94,6.7,26.1
"2016_4","장안동",11230650,"장한로8길",83962,2328,875,110,42,2189698508,61,6.7,26.1
"2016_4","장안동",11230650,"한천로14길",303984,3266,621,92,43,7098836106,133,6.7,26.1
"2016_4","장안동",11230650,"장한평역_2",159219,1136,11959,104,48,6625269710,244,6.7,26.1
"2016_4","장안동",11230650,"천호대로77길",56996,2346,2015,109,41,526212248,30,6.7,26.1
"2016_4","장안동",11230660,"장안동사거리",443504,3634,535,81,45,42854636598,609,6.7,26.1
"2016_4","장안동",11230660,"장한로27길",84727,1096,149,104,46,3875759143,90,6.7,26.1
"2016_4","장안동",11230660,"장한로26가길",42415,1356,362,97,43,5058385441,73,6.7,26.1
"2016_4","장안동",11230660,"답십리로69길",78511,1674,909,90,45,12329503415,160,6.7,26.1
"2016_4","장안동",11230660,"장한로27가길",43024,1100,383,116,42,3795757660,76,6.7,26.1
"2016_4","장안동",11230660,"답십리로63길",35718,1519,87,113,48,1240465888,47,6.7,26.1
"2016_4","장안동",11230660,"한천로46길",83929,2356,391,90,44,6876953535,76,6.7,26.1
"2016_4","장안동",11230660,"한천로40길",100232,1850,316,112,49,3605396183,77,6.7,26.1
"2016_4","장안동",11230660,"사가정로23가길",89560,2006,102,94,52,3655396211,107,6.7,26.1
"2016_4","종로",11110615,"종각역",103357,3,20605,157,53,6446368132,88,10.2,88.7
"2016_4","종로",11110615,"돈화문로11가길",71790,1150,1079,106,50,7596784107,157,10.2,88.7
"2016_4","종로",11110615,"종각역 젊음의 거리",1061863,113,2111,100,54,73320944936,626,10.2,88.7
"2016_4","종로",11110615,"종로구청",467717,556,15806,106,59,80493423411,862,10.2,88.7
"2016_4","종로",11110615,"서울 종로구 종로3가역_3",423276,157,3218,119,52,11348705100,327,10.2,88.7
"2016_4","종로",11110615,"서울 종로구 종로3가역_1",367584,167,3445,119,54,23615237012,371,10.2,88.7
"2016_4","종로",11110615,"인사동",597219,807,21106,137,61,71551652246,1262,10.2,88.7
"2016_4","종로",11110615,"광장시장",119371,52,199,197,80,13588640816,511,10.2,88.7
"2016_4","종로",11110615,"종로·청계 관광특구",4346344,2750,30331,140,61,193739670407,4059,10.2,88.7
"2016_4","종로",11110615,"서울 종로구 종로3가역_2",907666,2508,1846,109,55,42229562257,847,10.2,88.7
"2016_4","종로",11110615,"서울 종로구 종로5가역_4",42226,285,683,138,62,7509293091,214,10.2,88.7
"2016_4","종로",11110615,"율곡로10길",27024,301,2312,118,49,1739491613,75,10.2,88.7
"2016_4","종로",11110630,"서울 종로구 종로5가역_2",553572,1970,18935,95,56,32706373564,593,10.2,88.7
"2016_4","종로",11110630,"서울 종로구 종로5가역_3",373439,818,5230,128,52,21146719841,448,10.2,88.7
"2016_4","종로",11110630,"동대문시장_2",204704,36,485,136,66,13567011532,149,10.2,88.7
"2016_4","종로",11110630,"서울 종로구 종로5가역_1",196370,25,55,135,71,4009024615,68,10.2,88.7
"2016_4","종로",11110630,"동대문종합시장",125694,3,344,140,62,11654206502,546,10.2,88.7
"2016_4","종로",11110630,"율곡로16길",38914,503,96,151,53,1336991668,34,10.2,88.7
"2016_4","종로",11110630,"충신시장",9134,172,340,166,70,256448917,14,10.2,88.7
"2016_4","종로",11110630,"종로신진시장",103047,119,28,141,63,12426520047,301,10.2,88.7
"2016_4","천호",11740600,"구천면로36길",44076,2655,61,88,48,2661516032,96,4,38.6
"2016_4","천호",11740600,"구천면로42길",91630,4410,384,111,53,2819243868,102,4,38.6
"2016_4","천호",11740600,"양재대로133길",91699,5146,309,92,48,2798227266,117,4,38.6
"2016_4","천호",11740600,"천중로39길",197388,6747,584,82,51,3496005746,112,4,38.6
"2016_4","천호",11740610,"상암로4길",146080,3628,267,84,44,8146369798,180,4,38.6
"2016_4","천호",11740610,"올림픽로71길",52017,2559,405,83,47,2279817746,63,4,38.6
"2016_4","천호",11740610,"올림픽로77길",69649,2503,13,109,49,1621507474,75,4,38.6
"2016_4","천호",11740610,"천호시장",33209,145,19,129,59,5428820475,135,4,38.6
"2016_4","천호",11740610,"구천면로41길",126294,5315,603,82,44,4705622063,166,4,38.6
"2016_4","천호",11740610,"상암로14길",155828,3972,485,88,44,8017397834,149,4,38.6
"2016_4","천호",11740610,"올림픽로80길",42141,2169,2,102,49,6121021064,128,4,38.6
"2016_4","천호",11740610,"서울 강동구 천호역_2",934162,4441,3826,86,48,80436156382,1574,4,38.6
"2016_4","천호",11740620,"진황도로27길",193477,7146,490,79,49,5224246433,140,4,38.6
"2016_4","청담",11680565,"학동사거리_2",117513,493,3104,84,43,10501830002,96,11.4,71.6
"2016_4","청담",11680565,"청담역_2",75930,1072,1310,91,50,11657315869,147,11.4,71.6
"2016_4","청담",11680565,"청담사거리_2",75300,354,987,90,53,12259119450,126,11.4,71.6
"2016_4","청담",11680565,"도산대로81길",61602,965,4539,87,45,12914867698,102,11.4,71.6
"2016_4","청담",11680565,"청담사거리_3",105129,892,1456,83,49,23484066844,213,11.4,71.6
"2016_4","청담",11680565,"압구정 로데오거리_1",424028,596,7361,89,44,85889199372,707,11.4,71.6
"2016_4","청담",11680565,"도산대로89길",78571,2040,2595,72,44,7419070521,131,11.4,71.6
"2016_4","청담",11680565,"청담역_1",59486,210,187,82,45,9112460647,101,11.4,71.6
"2016_4","청담",11680565,"학동로77길",122322,2528,2965,84,51,16651664436,161,11.4,71.6
"2016_4","청담",11680565,"선릉로146길",185740,2184,1884,78,40,16236733004,178,11.4,71.6
"2016_4","청담",11680565,"삼성로147길",40314,1302,970,91,48,3349955789,67,11.4,71.6
"2016_4","청담",11680565,"선릉로132길",272039,2350,1019,86,52,8920004631,168,11.4,71.6
"2016_4","청량리",11230705,"왕산로43길",335826,3588,985,107,45,5402343737,138,8.1,43.5
"2016_4","청량리",11230705,"제기로21길",37669,3338,220,130,59,1038728167,39,8.1,43.5
"2016_4","충무로",11140570,"서울 중구 충무로역_2",865598,1453,14143,143,56,32265252678,776,5.1,29.1
"2016_4","충무로",11140570,"서울 중구 충무로역_1",457574,820,3168,118,56,26439008987,426,5.1,29.1
"2016_4","테헤란로",11680580,"봉은사로109길",34633,2239,321,86,49,1178314875,30,8.9,46.1
"2016_4","테헤란로",11680580,"코엑스",121470,19,22217,78,61,190837003339,870,8.9,46.1
"2016_4","테헤란로",11680580,"테헤란로81길",135436,456,573,83,47,29392577577,212,8.9,46.1
"2016_4","테헤란로",11680580,"포스코사거리_2",566797,662,7170,90,52,29642508917,294,8.9,46.1
"2016_4","테헤란로",11680580,"영동대로112길",399239,2745,661,111,53,12528675686,110,8.9,46.1
"2016_4","테헤란로",11680580,"삼성역_3",161594,52,8659,99,56,15123332558,156,8.9,46.1
"2016_4","테헤란로",11680580,"강남 마이스 관광특구",121470,19,22217,78,61,190837003339,870,8.9,46.1
"2016_4","테헤란로",11680590,"학동로56길",232739,1034,907,87,48,16611622424,219,8.9,46.1
"2016_4","테헤란로",11680590,"선정릉역_1",60494,649,1734,69,43,5255379754,59,8.9,46.1
"2016_4","테헤란로",11680590,"봉은사로57길",92802,1565,742,79,41,5168722285,47,8.9,46.1
"2016_4","테헤란로",11680590,"서울 강남구 선릉역_1",364049,716,19335,83,47,26953897736,331,8.9,46.1
"2016_4","테헤란로",11680590,"봉은사로68길",48522,1506,289,83,42,4359665326,69,8.9,46.1
