Date,상권,상권_코드_명,임대료,공실률,임대료_예측_딥러닝,공실률_예측_딥러닝
2018_4,오류동역,오류동역,46.9,7,37.884,3.074
2018_4,오류동역,오류로8길,46.9,7,38.203,3.52
2018_4,오류동역,경인로15길,46.9,7,34.408,2.556
2018_4,왕십리,무학봉길,39.1,5.8,34.863,5.5
2018_4,왕십리,왕십리로31길,39.1,5.8,36.347,4.861
2018_4,왕십리,왕십리역_2,39.1,5.8,40.513,8.315
2018_4,왕십리,무학로6길,39.1,5.8,40.98,3.177
2018_4,왕십리,무학봉28길,39.1,5.8,43.732,4.718
2018_4,왕십리,왕십리로26길,39.1,5.8,27.369,6.055
2018_4,용산,한강대로7길,25.1,9.7,22.044,9.364
2018_4,용산,한강대로15길,25.1,9.7,30.099,9.907
2018_4,용산,한강대로62길,25.1,9.7,25.054,9.323
2018_4,용산,소월로20길,25.1,9.7,28.129,10.576
2018_4,용산,남영역,25.1,9.7,36.398,10.036
2018_4,용산,용산 전자상가_1,25.1,9.7,43.17,14.183
2018_4,용산,한강대로43길,25.1,9.7,21.391,7.998
2018_4,용산,녹사평대로11길,25.1,9.7,36.863,7.783
2018_4,용산,한강대로52길,25.1,9.7,26.851,11.497
2018_4,용산,서울 용산구 신용산역,25.1,9.7,37.098,11.422
2018_4,용산,서빙고로71길,25.1,9.7,22.393,8.974
2018_4,용산,용산 전자상가_2,25.1,9.7,33.564,9.936
2018_4,용산,두텁바위로1길,25.1,9.7,20.693,9.229
2018_4,용산,서울 용산구 숙대입구역,25.1,9.7,41.836,10.067
2018_4,용산,한강대로104길,25.1,9.7,23.127,10.43
2018_4,이태원,녹사평대로46길,47.5,21.6,67.972,14.091
2018_4,이태원,녹사평대로40나길,47.5,21.6,51.546,21.531
2018_4,이태원,녹사평대로32길,47.5,21.6,44.61,23.721
2018_4,이태원,이태원 관광특구,47.5,21.6,92.333,26.72
2018_4,이태원,용산구청,47.5,21.6,57.664,27.065
2018_4,이태원,서울 용산구 이태원역,47.5,21.6,85.796,17.163
2018_4,이태원,이태원로27길,47.5,21.6,61.333,20.449
2018_4,이태원,녹사평대로26길,47.5,21.6,46.149,19.663
2018_4,이태원,회나무로13길,47.5,21.6,55.434,16.766
2018_4,잠실,새마을시장,43.5,8.9,36.081,10.772
2018_4,잠실,잠실역,43.5,8.9,26.829,8.111
2018_4,잠실,삼전로13길,43.5,8.9,41.92,10.273
2018_4,잠실,신천역,43.5,8.9,44.681,7.328
2018_4,장안동,장한평역_2,20.9,5.9,22.334,4.805
2018_4,장안동,장한로8길,20.9,5.9,19.252,5.519
2018_4,장안동,장안동사거리,20.9,5.9,21.941,5.63
2018_4,장안동,한천로40길,20.9,5.9,30.692,5.488
2018_4,장안동,장한평역_1,20.9,5.9,27.543,5.835
2018_4,장안동,답십리로72길,20.9,5.9,34.311,6.044
2018_4,장안동,장한로14길,20.9,5.9,21.625,6.02
2018_4,장안동,장한로27가길,20.9,5.9,24.761,6.824
2018_4,장안동,장한로5길,20.9,5.9,24.849,4.405
2018_4,장안동,한천로46길,20.9,5.9,32.494,6.26
2018_4,장안동,천호대로77길,20.9,5.9,19.132,5.549
2018_4,장안동,사가정로23가길,20.9,5.9,29.542,4.701
2018_4,장안동,답십리로69길,20.9,5.9,25.525,6.04
2018_4,장안동,천호대로97길,20.9,5.9,22.738,5.379
2018_4,장안동,답십리로68길,20.9,5.9,32.013,6.379
2018_4,장안동,답십리로63길,20.9,5.9,33.305,5.939
2018_4,장안동,장한로27길,20.9,5.9,25.366,5.619
2018_4,장안동,한천로14길,20.9,5.9,23.869,5.255
2018_4,장안동,장한로26길,20.9,5.9,28.432,5.154
2018_4,장안동,장한로25길,20.9,5.9,31.246,4.781
2018_4,장안동,장한로26가길,20.9,5.9,28.95,4.663
2018_4,장안동,답십리로64길,20.9,5.9,25.791,4.81
2018_4,종로,종로·청계 관광특구,84.9,5.5,178.217,9.242
2018_4,종로,종로구청,84.9,5.5,88.696,6.41
2018_4,종로,종로신진시장,84.9,5.5,86.547,3.173
2018_4,종로,동대문종합시장,84.9,5.5,81.476,4.728
2018_4,종로,충신시장,84.9,5.5,80.158,4.903
2018_4,종로,서울 종로구 종로5가역_3,84.9,5.5,75.259,2.967
2018_4,종로,광장시장,84.9,5.5,87.305,3.9
2018_4,종로,종각역,84.9,5.5,113.155,5.737
2018_4,종로,서울 종로구 종로3가역_1,84.9,5.5,76.966,4.638
2018_4,종로,인사동,84.9,5.5,114.969,3.639
2018_4,종로,서울 종로구 종로5가역_4,84.9,5.5,77.386,4.921
2018_4,종로,서울 종로구 종로5가역_2,84.9,5.5,53.72,3.933
2018_4,종로,동대문시장_2,84.9,5.5,87.877,3.519
2018_4,종로,서울 종로구 종로5가역_1,84.9,5.5,88.829,3.812
2018_4,종로,돈화문로11가길,84.9,5.5,91.487,4.197
2018_4,종로,율곡로10길,84.9,5.5,80.195,4.482
2018_4,종로,서울 종로구 종로3가역_2,84.9,5.5,83.788,2.332
2018_4,종로,서울 종로구 종로3가역_3,84.9,5.5,83.227,4.42
2018_4,종로,율곡로16길,84.9,5.5,64.865,4.186
2018_4,종로,종각역 젊음의 거리,84.9,5.5,118.166,3.895
2018_4,천호,올림픽로71길,35.4,6.6,32.979,5.65
2018_4,천호,진황도로27길,35.4,6.6,30.421,6.041
2018_4,천호,상암로4길,35.4,6.6,30.673,4.422
2018_4,천호,구천면로42길,35.4,6.6,27.446,4.85
2018_4,천호,천중로39길,35.4,6.6,32.01,5.982
2018_4,천호,올림픽로77길,35.4,6.6,26.808,3.899
2018_4,천호,구천면로41길,35.4,6.6,26.602,5.463
2018_4,천호,양재대로133길,35.4,6.6,29.593,4.705
2018_4,천호,천호시장,35.4,6.6,42.187,5.887
2018_4,천호,서울 강동구 천호역_2,35.4,6.6,41.556,5.718
2018_4,천호,구천면로36길,35.4,6.6,27.321,5.358
2018_4,천호,상암로14길,35.4,6.6,30.586,4.261
2018_4,청담,청담사거리_3,66.4,11.2,70.053,6.03
2018_4,청담,학동로77길,66.4,11.2,55.08,3.879
2018_4,청담,도산대로89길,66.4,11.2,57.297,6.661
2018_4,청담,청담역_2,66.4,11.2,49.693,8.736
2018_4,청담,청담사거리_2,66.4,11.2,68.37,7.778
2018_4,청담,압구정 로데오거리_1,66.4,11.2,81.305,7.823
2018_4,청담,도산대로81길,66.4,11.2,63.57,4.165
2018_4,청담,선릉로132길,66.4,11.2,70.404,7.163
2018_4,청담,선릉로146길,66.4,11.2,59.221,5.001
2018_4,청담,학동사거리_2,66.4,11.2,70.3,5.478
2018_4,청담,청담역_1,66.4,11.2,87.3,4.197
2018_4,청담,삼성로147길,66.4,11.2,56.683,4.328
2018_4,청량리,왕산로43길,46.6,6.6,42.84,4.197
2018_4,청량리,제기로21길,46.6,6.6,33.346,5.024
2018_4,테헤란로,봉은사로109길,46.9,11.8,62.986,8.357
2018_4,테헤란로,영동대로65길,46.9,11.8,53.817,9.042
2018_4,테헤란로,선릉역_1,46.9,11.8,65.141,27.082
2018_4,테헤란로,역삼역_1,46.9,11.8,43.449,11.637
2018_4,테헤란로,코엑스,46.9,11.8,60.226,19.298
2018_4,테헤란로,논현로63길,46.9,11.8,42.855,11.194
2018_4,테헤란로,포스코사거리_2,46.9,11.8,50.348,16.816
2018_4,테헤란로,도곡시장,46.9,11.8,42.641,14.933
2018_4,테헤란로,서울 서초구 강남역,46.9,11.8,84.267,13.482
2018_4,테헤란로,뱅뱅사거리_2,46.9,11.8,46.337,11.375
2018_4,테헤란로,서울 강남구 역삼역_2,46.9,11.8,45.211,14.224
2018_4,테헤란로,강남 마이스 관광특구,46.9,11.8,60.226,19.298
2018_4,테헤란로,언주로81길,46.9,11.8,43.628,11.009
2018_4,테헤란로,역삼역_2,46.9,11.8,54.174,12.366
2018_4,테헤란로,포스코사거리_1,46.9,11.8,44.399,15.256
2018_4,테헤란로,도곡로37길,46.9,11.8,46.48,13.138
2018_4,테헤란로,서울 강남구 역삼역_1,46.9,11.8,41.162,9.517
2018_4,테헤란로,삼성역_3,46.9,11.8,56.849,12.214
2018_4,테헤란로,서울 강남구 선릉역_2,46.9,11.8,36.44,10.002
2018_4,테헤란로,은마아파트입구사거리_4,46.9,11.8,59.227,13.983
2018_4,테헤란로,테헤란로81길,46.9,11.8,61.842,16.44
2018_4,테헤란로,영동대로112길,46.9,11.8,42.154,9.384
2018_4,테헤란로,삼성로64길,46.9,11.8,41.315,11.911
2018_4,테헤란로,삼성로75길,46.9,11.8,44.432,11.303
2018_4,테헤란로,삼성역_1,46.9,11.8,54.505,14.368
2018_4,테헤란로,논현로106길,46.9,11.8,45.731,11.441
2018_4,테헤란로,선정릉역_2,46.9,11.8,37.087,12.583
2018_4,테헤란로,삼성로63길,46.9,11.8,51.638,12.828
2018_4,테헤란로,서울 강남구 강남역,46.9,11.8,70.865,17.899
2018_4,테헤란로,삼성로115길,46.9,11.8,49.331,10.732
2018_4,테헤란로,서울 강남구 선릉역_1,46.9,11.8,50.947,15.959
2018_4,테헤란로,선릉역_2,46.9,11.8,44.661,8.825
2018_4,테헤란로,선정릉역_1,46.9,11.8,56.108,13.165
2018_4,테헤란로,삼정역_1,46.9,11.8,59.858,12.976
2018_4,테헤란로,봉은사로68길,46.9,11.8,45.814,15.673
2018_4,테헤란로,삼성로69길,46.9,11.8,44.916,10.988
2018_4,테헤란로,서울 강남구 한티역,46.9,11.8,50.081,12.099
2018_4,테헤란로,삼성역_2,46.9,11.8,64.156,14.523
2018_4,테헤란로,학동로56길,46.9,11.8,48.881,11.986
2018_4,테헤란로,봉은사로57길,46.9,11.8,52.727,12.927
2018_4,혜화동,혜화역 대학로_3,69.3,9.6,96.142,14.277
2018_4,혜화동,성균관로5길,69.3,9.6,72.322,6.333
2018_4,혜화동,혜화역 대학로_2,69.3,9.6,79.731,6.878
2018_4,혜화동,창경궁로35길,69.3,9.6,74.497,4.676
2018_4,혜화동,명륜길,69.3,9.6,61.479,11.532
2018_4,홍대합정,월드컵로16길,68.4,4.6,52.759,4.368
2018_4,홍대합정,홍익대학교 주변,68.4,4.6,298.818,18.842
2018_4,홍대합정,서울 마포구 홍대입구역_3,68.4,4.6,85.74,3.445
2018_4,홍대합정,월드컵로10길,68.4,4.6,70.167,2.782
2018_4,홍대합정,동교로17길,68.4,4.6,57.325,5.194
2018_4,홍대합정,신촌로12길,68.4,4.6,68.011,4.926
2018_4,홍대합정,양화로11길,68.4,4.6,71.076,5.744
2018_4,홍대합정,서울 마포구 홍대입구역_1,68.4,4.6,81.63,4.907
2018_4,홍대합정,월드컵로8길,68.4,4.6,67.261,4.165
2018_4,홍대합정,와우산로29가길,68.4,4.6,78.203,6.034
2018_4,홍대합정,서울 마포구 홍대입구역_2,68.4,4.6,76.457,9.234
2018_4,홍대합정,동교로19길,68.4,4.6,49.238,6.149
2018_4,홍대합정,와우산로29길,68.4,4.6,82.547,5.285
2018_4,화곡,강서로18길,27,6.9,28.599,7.733
2018_4,화곡,강서로5라길,27,6.9,25.797,6.267
2018_4,화곡,곰달래로31길,27,6.9,33.488,8.083
2018_4,화곡,가로공원로76가길,27,6.9,26.234,6.774
2018_4,화곡,화곡로20길,27,6.9,25.63,6.133
2018_4,화곡,초록마을로8길,27,6.9,22.052,7.3
2018_4,화곡,강서로17가길,27,6.9,24.445,6.751
2018_4,화곡,국회대로7길,27,6.9,24.144,6.358
2018_4,화곡,곰달래로47길,27,6.9,26.899,6.601
2018_4,화곡,강서로5가길,27,6.9,28.1,4.737
2018_4,화곡,강서로5나길,27,6.9,32.584,9.29
2018_4,화곡,강서로15길,27,6.9,24.302,5.698
2018_4,화곡,강서로35길,27,6.9,23.452,6.244
2018_4,화곡,초록마을로3길,27,6.9,26.693,7.883
2018_4,화곡,강서로8길,27,6.9,25.755,5.783
2018_4,화곡,까치산로4길,27,6.9,23.638,5.991
2018_4,화곡,가로공원로80길,27,6.9,26.484,5.872
2018_4,화곡,곰달래로25길,27,6.9,39.348,7.013
2018_4,화곡,등촌로13길,27,6.9,36.868,8.781
2018_4,화곡,월정로20길,27,6.9,29.543,6.007
2018_4,화곡,남부골목시장,27,6.9,30.652,6.949
2018_4,화곡,강서로29길,27,6.9,39.067,7.287
2018_4,화곡,곰달래로53길,27,6.9,22.805,6.751
2018_4,화곡,강서로45다길,27,6.9,33.723,7.008
2018_4,화곡,화곡로31길,27,6.9,29.049,4.993
2018_4,화곡,등촌로5길,27,6.9,34.491,6.959
2018_4,화곡,강서로45길,27,6.9,39.498,7.771
2018_4,화곡,곰달래로60길,27,6.9,38.849,9.834
2018_4,화곡,강서구청,27,6.9,27.44,7.166
2018_4,화곡,우장산로6길,27,6.9,25.481,7.389
2018_4,화곡,화곡로59길,27,6.9,30.809,6.456
2018_4,화곡,공항대로42길,27,6.9,33.392,7.955
2018_4,화곡,까치산시장,27,6.9,32.648,7.861
2018_4,화곡,화곡중앙골목시장,27,6.9,28.098,6.051
2018_4,화곡,화곡로44나길,27,6.9,28.534,6.614
2018_4,화곡,공항대로38길,27,6.9,31.807,7.119
2018_4,NA,삼양로54길,NA,NA,31.888,4.18
2018_4,NA,방화대로6라길,NA,NA,36.501,5.834
2018_4,NA,범안로11길,NA,NA,35.25,9.442
2018_4,NA,범안로17길,NA,NA,45.92,10.302
2018_4,NA,시흥대로84길,NA,NA,36.91,6.23
2018_4,NA,남문시장,NA,NA,32.627,4.644
2018_4,NA,솔샘로65길,NA,NA,31.936,4.933
2018_4,NA,삼양로20길,NA,NA,27.845,5.394
2018_4,NA,삼양로24길,NA,NA,42.121,14.1
2018_4,NA,연서로3길,NA,NA,29.288,4.786
2018_4,NA,공항대로8길,NA,NA,50.033,5.063
2018_4,NA,남부순환로11길,NA,NA,29.684,6.46
2018_4,NA,방화대로21길,NA,NA,34.5,7.133
2018_4,NA,방신전통시장,NA,NA,49.072,3.206
2018_4,NA,양천로24가길,NA,NA,30.995,4.946
2018_4,NA,양천로26길,NA,NA,49.005,9.732
2018_4,NA,초원로16길,NA,NA,35.549,3.078
2018_4,NA,벚꽃로56길,NA,NA,26.242,10.813
2018_4,NA,시흥대로153길,NA,NA,41.768,3.648
2018_4,NA,가산로3길,NA,NA,39.6,10.948
2018_4,NA,금하로1길,NA,NA,27.34,5.996
2018_4,NA,독산동 우시장,NA,NA,92.553,4.616
2018_4,NA,시흥대로141길,NA,NA,46.93,2.949
2018_4,NA,서울 금천구 독산1동_1,NA,NA,34.587,10.67
2018_4,NA,독산로64길,NA,NA,23.399,3.804
2018_4,NA,시흥대로94길,NA,NA,24.78,5.172
2018_4,NA,행운길,NA,NA,73.901,3.594
2018_4,NA,중부시장,NA,NA,44.285,7.689
2018_4,NA,관악로10길,NA,NA,48.176,2.369
2018_4,NA,관악로14길,NA,NA,56.524,5.989
2018_4,NA,낙성대시장,NA,NA,56.509,9.057
2018_4,NA,대림로7길,NA,NA,31.363,7.699
2018_4,NA,도림천로21길,NA,NA,50.019,6.082
2018_4,NA,디지털로37길,NA,NA,53.817,6.5
2018_4,NA,서울 동작구 노량진1동_1,NA,NA,104.785,9.398
2018_4,NA,옥인길,NA,NA,50.799,3.462
2018_4,NA,동광로1길,NA,NA,40.112,5.221
2018_4,NA,서대문구 서대문역_1,NA,NA,33.079,5.171
2018_4,NA,통일로12길,NA,NA,66.832,5.994
2018_4,NA,계동길,NA,NA,63.809,4.003
2018_4,NA,북촌로11길,NA,NA,57.567,1.351
2018_4,NA,서울 종로구 안국역_1,NA,NA,50.854,6.555
2018_4,NA,혜화역 대학로_1,NA,NA,78.494,13.524
2018_4,NA,이화장길,NA,NA,36.146,4.439
2018_4,NA,합동(새벽)시장,NA,NA,40.438,4.963
2018_4,NA,신흥로20길,NA,NA,36.466,5.075
2018_4,NA,후암로28길,NA,NA,29.243,4.363
2018_4,NA,후암시장,NA,NA,54.604,13.584
2018_4,NA,난계로30길,NA,NA,56.158,3.927
2018_4,NA,면목로48길,NA,NA,35.709,2.945
2018_4,NA,사가정시장,NA,NA,38.339,8.518
2018_4,NA,용마산로94길,NA,NA,36.283,7.063
2018_4,NA,신내로7가길,NA,NA,50.604,4.988
2018_4,NA,동일로112길,NA,NA,42.178,3.545
2018_4,NA,봉우재로33길,NA,NA,37.742,3.477
2018_4,NA,용마산로118길,NA,NA,26.018,6.157
2018_4,NA,우림골목시장,NA,NA,28.827,4.553
2018_4,NA,용마산로112길,NA,NA,27.722,5.603
2018_4,NA,용마산로100길,NA,NA,37.909,4.592
2018_4,NA,도봉로67길,NA,NA,42.342,9.858
2018_4,NA,도봉로76길,NA,NA,47.654,2.686
2018_4,NA,도봉로45길,NA,NA,32.857,2.676
2018_4,NA,솔매로41길,NA,NA,46.059,5.972
2018_4,NA,솔매로45길,NA,NA,45.672,6.098
2018_4,NA,도봉로18길,NA,NA,21.352,5.946
2018_4,NA,도봉로8길,NA,NA,30.44,4.18
2018_4,NA,솔매로50길,NA,NA,29.667,3.294
2018_4,NA,서울 강북구 미아삼거리역_1,NA,NA,55.99,3.982
2018_4,NA,오패산로52길,NA,NA,38.266,2.867
2018_4,NA,도봉로13길,NA,NA,36.229,6.988
2018_4,NA,솔샘시장,NA,NA,59.392,9.248
2018_4,NA,서울 강북구 수유역_1,NA,NA,37.834,2.958
2018_4,NA,한천로124나길,NA,NA,43.298,2.545
2018_4,NA,오패산로67길,NA,NA,39.52,5.651
2018_4,NA,한천로130길,NA,NA,40.651,6.503
2018_4,NA,인수봉로72길,NA,NA,37.447,3.306
2018_4,NA,연서로16길,NA,NA,34.565,3.815
2018_4,NA,통일로37길,NA,NA,34.12,3.292
2018_4,NA,통일로39길,NA,NA,33.072,4.75
2018_4,NA,홍제내길,NA,NA,46.783,2.006
2018_4,NA,세무서길,NA,NA,41.498,1.661
2018_4,NA,마포대로4길,NA,NA,35.05,6.204
2018_4,NA,도화4길,NA,NA,27.939,3.219
2018_4,NA,도화길,NA,NA,51.206,3.607
2018_4,NA,서울 마포구 마포역_2,NA,NA,23.338,6.585
2018_4,NA,토정로37길,NA,NA,47.308,9.491
2018_4,NA,동교로27길,NA,NA,60.809,7.257
2018_4,NA,화곡로13길,NA,NA,45.152,3.441
2018_4,NA,중앙로47길,NA,NA,21.86,5.689
2018_4,NA,은행정로7길,NA,NA,30.844,5
2018_4,NA,서울 강서구 송정역,NA,NA,32.963,5.305
2018_4,NA,양천로24길,NA,NA,24.834,6.257
2018_4,NA,개화동로23길,NA,NA,26.999,3.252
2018_4,NA,신도림로13길,NA,NA,60.858,7.215
2018_4,NA,신도림역,NA,NA,21.775,4.192
2018_4,NA,가산디지털단지역_3,NA,NA,58.534,10.773
2018_4,NA,가산로5길,NA,NA,33.494,5.701
2018_4,NA,남부순환로112길,NA,NA,55.163,2.693
2018_4,NA,독산로85길,NA,NA,44.238,11.871
2018_4,NA,시흥대로150길,NA,NA,23.608,4.723
2018_4,NA,문성로5길,NA,NA,37.181,2.316
2018_4,NA,시흥대로138길,NA,NA,52.525,5.208
2018_4,NA,신길로42길,NA,NA,24.415,5.26
2018_4,NA,도림로63길,NA,NA,28.788,3.033
2018_4,NA,신길로17길,NA,NA,42.853,3.9
2018_4,NA,여의대방로35길,NA,NA,34.379,7.863
2018_4,NA,디지털로74길,NA,NA,59.618,4.927
2018_4,NA,대림로31길,NA,NA,17.157,6.275
2018_4,NA,본동인정시장,NA,NA,72.022,3.164
2018_4,NA,청림3길,NA,NA,34.853,3.758
2018_4,NA,구암길,NA,NA,28.158,6.123
2018_4,NA,은천로25길,NA,NA,31.141,5.65
2018_4,NA,관악로28길,NA,NA,32.811,4.167
2018_4,NA,강남구 신사역_1,NA,NA,49.026,5.183
2018_4,NA,신반포로45길,NA,NA,46.56,7.926
2018_4,NA,방배중앙로21길,NA,NA,70.524,6.858
2018_4,NA,방배동카페골목,NA,NA,32.247,5.998
2018_4,NA,효령로31길,NA,NA,48.549,7.174
2018_4,NA,선릉로121길,NA,NA,50.892,11.736
2018_4,NA,학동로38길,NA,NA,29.002,3.693
2018_4,NA,잠실 관광특구,NA,NA,150.493,14.5
2018_4,NA,양재대로72길,NA,NA,26.851,5.41
2018_4,NA,백제고분로21길,NA,NA,34.902,7.263
2018_4,NA,암사종합시장,NA,NA,50.807,2.473
2018_4,NA,상암로5길,NA,NA,33.217,5.936
2018_4,NA,고덕로25길,NA,NA,22.963,7.221
2018_4,NA,양재대로101길,NA,NA,33.393,6.142
2018_4,NA,천호대로197길,NA,NA,28.471,5.505
2018_4,NA,양재대로96길,NA,NA,27.951,4.807
2018_4,NA,방학로15길,NA,NA,39.399,4.759
2018_4,NA,석계로1길,NA,NA,41.926,4.028
2018_4,NA,동일로173가길,NA,NA,35.285,3.526
2018_4,NA,동일로192길,NA,NA,45.918,4.622
2018_4,NA,공릉로58길,NA,NA,48.44,4.557
2018_4,NA,남부순환로70길,NA,NA,31.955,4.359
2018_4,NA,시흥대로120길,NA,NA,41.552,4.76
2018_4,NA,대림로34길,NA,NA,25.288,5.398
2018_4,NA,대림로44길,NA,NA,20.654,6.306
2018_4,NA,서울 동작구 노량진역,NA,NA,69.76,4.614
2018_4,NA,북촌로5나길,NA,NA,64.988,4.059
2018_4,NA,삼청로5길,NA,NA,75.466,2.671
2018_4,NA,서울 종로구 안국역_2,NA,NA,49.456,4.23
2018_4,NA,백석동길,NA,NA,60.667,7.69
2018_4,NA,서초대로23길,NA,NA,40.015,6.539
2018_4,NA,서초대로25길,NA,NA,23.389,7.308
2018_4,NA,서초대로15길,NA,NA,40.305,7.93
2018_4,NA,강남대로23길,NA,NA,29.562,7.6
2018_4,NA,퇴계로8길,NA,NA,31.369,5.986
2018_4,NA,퇴계로12길,NA,NA,33.477,11.906
2018_4,NA,일원로9길,NA,NA,44.455,5.126
2018_4,NA,백제고분로45길,NA,NA,37.435,7.879
2018_4,NA,마장로39길,NA,NA,37.922,7.283
2018_4,NA,마장축산물시장,NA,NA,48.082,12.193
2018_4,NA,마조로16길,NA,NA,27.775,6.151
2018_4,NA,마장로27길,NA,NA,34.053,7.226
2018_4,NA,청계천로10나길,NA,NA,38.698,6.221
2018_4,NA,자양로26길,NA,NA,54.657,6.464
2018_4,NA,광나루로37길,NA,NA,52.824,4.102
2018_4,NA,사가정로54길,NA,NA,31.57,4.829
2018_4,NA,창동역,NA,NA,56.292,5.249
2018_4,NA,한글비석로22길,NA,NA,29.657,6.265
2018_4,NA,동일로242길,NA,NA,39.701,3.826
2018_4,NA,상계로12길,NA,NA,36.779,5.622
2018_4,NA,서울 노원구 노원역_1,NA,NA,44.527,1.36
2018_4,NA,선유서로28길,NA,NA,27.854,6.658
2018_4,NA,응암로22길,NA,NA,46.484,4.042
2018_4,NA,응암로14길,NA,NA,27.271,4.778
2018_4,NA,응암로13길,NA,NA,35.66,4.1
2018_4,NA,대림로29길,NA,NA,46.124,4.363
2018_4,NA,만양로8길,NA,NA,40.862,9.215
2018_4,NA,세검정로1길,NA,NA,45.125,7.605
2018_4,NA,증가로6길,NA,NA,51.462,3.184
2018_4,NA,모래내로15길,NA,NA,51.107,25.368
2018_4,NA,신촌역,NA,NA,35.91,5.657
2018_4,NA,동교로38길,NA,NA,103.082,4.077
2018_4,NA,성산로4길,NA,NA,47.419,3.843
2018_4,NA,성미산로1길,NA,NA,42.923,6.468
2018_4,NA,모래내로7길,NA,NA,42.58,9.112
2018_4,NA,오목로3길,NA,NA,29.131,5.238
2018_4,NA,신월6동골목시장,NA,NA,45.352,4.018
2018_4,NA,지양로7길,NA,NA,35.642,6.186
2018_4,NA,중앙로32길,NA,NA,32.193,7.186
2018_4,NA,중앙로36길,NA,NA,32.543,6.499
2018_4,NA,중앙로45길,NA,NA,27.463,3.792
2018_4,NA,신정3동골목시장,NA,NA,46.269,11.349
2018_4,NA,목동로9길,NA,NA,36.522,8.503
2018_4,NA,목동남로4길,NA,NA,36.44,8.323
2018_4,NA,공항대로61길,NA,NA,50.205,9.314
2018_4,NA,양천로71길,NA,NA,27.397,9.083
2018_4,NA,동산로19길,NA,NA,44.826,12.249
2018_4,NA,개화동로25길,NA,NA,44.405,3.645
2018_4,NA,서울 강남구 학동역_2,NA,NA,45.615,9.326
2018_4,NA,인수봉로79길,NA,NA,31.272,5.18
2018_4,NA,도봉로114길,NA,NA,29.078,4.18
2018_4,NA,창동신창시장,NA,NA,23.104,2.768
2018_4,NA,해등로16길,NA,NA,55.147,7.708
2018_4,NA,청파로47길,NA,NA,41.133,7.924
2018_4,NA,청파로73길,NA,NA,36.46,7.823
2018_4,NA,독산로108길,NA,NA,39.448,5.264
2018_4,NA,독산로70길,NA,NA,23.641,5.615
2018_4,NA,독산로78다길,NA,NA,26.382,5.648
2018_4,NA,금하로14길,NA,NA,25.699,5.07
2018_4,NA,서울 금천구 시흥1동_4,NA,NA,39.452,9.367
2018_4,NA,시흥대로62가길,NA,NA,26.012,4.703
2018_4,NA,경인로90길,NA,NA,37.361,2.822
2018_4,NA,한양시장,NA,NA,73.708,4.853
2018_4,NA,선유서로25길,NA,NA,31.252,9.391
2018_4,NA,당산역_1,NA,NA,43.06,1.562
2018_4,NA,신길로39길,NA,NA,44.869,6.873
2018_4,NA,여의대방로39길,NA,NA,53.5,7.041
2018_4,NA,여의대방로43나길,NA,NA,29.277,7.034
2018_4,NA,대림로22길,NA,NA,31.722,6.203
2018_4,NA,대림로8길,NA,NA,35.455,2.966
2018_4,NA,디지털로57길,NA,NA,44.616,13.181
2018_4,NA,장한평역,NA,NA,47.591,6.339
2018_4,NA,노량진로6길,NA,NA,42.807,4.132
2018_4,NA,장승배기로19길,NA,NA,37.602,2.098
2018_4,NA,길동복조리시장,NA,NA,31.9,5.065
2018_4,NA,서울 강동구 길동역,NA,NA,34.377,2.922
2018_4,NA,등용로14길,NA,NA,53.221,8.573
2018_4,NA,여의대방로24길,NA,NA,66.022,9.56
2018_4,NA,여의대방로46길,NA,NA,34.581,5.433
2018_4,NA,행운1길,NA,NA,50.03,3.046
2018_4,NA,남부순환로234길,NA,NA,39.635,7.757
2018_4,NA,사평대로22길,NA,NA,46.932,10.378
2018_4,NA,보문로31길,NA,NA,46.604,4.099
2018_4,NA,방배로35길,NA,NA,37.095,3.766
2018_4,NA,방배로18길,NA,NA,46.251,8.506
2018_4,NA,서울 서초구 방배역,NA,NA,36.24,6.35
2018_4,NA,북촌로5길,NA,NA,55.943,11.605
2018_4,NA,효령로23길,NA,NA,37.483,7.599
2018_4,NA,평창길,NA,NA,57.541,12.291
2018_4,NA,효령로34길,NA,NA,29.546,7.081
2018_4,NA,동광로12길,NA,NA,33.51,4.041
2018_4,NA,마방로2길,NA,NA,43.805,9.157
2018_4,NA,미아사거리_2,NA,NA,49.003,3.913
2018_4,NA,선릉로133길,NA,NA,63.203,2.035
2018_4,NA,신중부시장,NA,NA,93.08,2.942
2018_4,NA,인현시장,NA,NA,79.513,3.829
2018_4,NA,방산종합시장,NA,NA,101.284,3.15
2018_4,NA,동호로10길,NA,NA,37.749,2.261
2018_4,NA,수유북부시장,NA,NA,66.011,2.282
2018_4,NA,서울중앙시장,NA,NA,53.59,3.813
2018_4,NA,덕릉로60길,NA,NA,37.942,6.287
2018_4,NA,우이천로4다길,NA,NA,29.736,3.529
2018_4,NA,도봉로169나길,NA,NA,24.317,5.1
2018_4,NA,도봉로181길,NA,NA,35.249,3.023
2018_4,NA,백범로90길,NA,NA,48.307,14.72
2018_4,NA,원효로89길,NA,NA,36.062,7.346
2018_4,NA,용산 전자상가_5,NA,NA,28.606,8.217
2018_4,NA,백범로79길,NA,NA,28.59,4.01
2018_4,NA,원효로53길,NA,NA,32.578,4.623
2018_4,NA,용문전통시장,NA,NA,34.563,10.554
2018_4,NA,효창원로39길,NA,NA,39.316,4.842
2018_4,NA,일원로3길,NA,NA,30.932,4.785
