Y_pred,Y_real,Mean,,,
6.219211,6.4,0.180788898,,,
9.720323,9.9,0.179677391,,,
5.222183,5.4,0.177816772,,,
9.626999,9.8,0.173001099,,,
8.427885,8.6,0.172114944,,,
3.8708274,3.7,0.170827436,,,
5.8299685,6,0.170031548,,,
12.068593,11.9,0.168593025,,,
17.731491,17.9,0.168508911,,,
6.0677385,5.9,0.167738533,,,
11.366778,11.2,0.166778374,,,
6.733696,6.9,0.166304016,,,
0.56519824,0.4,0.165198243,,,
3.7640584,3.6,0.164058352,,,
9.136276,9.3,0.163723755,,,
5.6609554,5.5,0.160955429,,,
10.0602865,9.9,0.160286522,,,
17.74117,17.9,0.158829117,,,
1.441364,1.6,0.15863595,,,
2.8437474,3,0.156252623,,,
7.0533056,6.9,0.153305626,,,
4.7529078,4.6,0.152907753,,,
12.052812,11.9,0.152811623,,,
12.449179,12.3,0.149178696,,,
8.749175,8.6,0.149175072,,,
6.5514035,6.7,0.148596478,,,
2.84777,2.7,0.147769976,,,
9.947581,9.8,0.147581291,,,
11.145856,11,0.145855904,,,
3.2565048,3.4,0.143495226,,,
9.558624,9.7,0.141375732,,,
5.1406045,5,0.140604496,,,
7.7402244,7.6,0.140224361,,,
6.7599816,6.9,0.140018368,,,
9.760436,9.9,0.139563942,,,
8.766072,8.9,0.133927727,,,
9.931837,9.8,0.131837082,,,
12.930296,12.8,0.130295944,,,
6.2717977,6.4,0.128202343,,,
11.775984,11.9,0.12401619,,,
11.775984,11.9,0.12401619,,,
11.222998,11.1,0.122997665,,,
7.622312,7.5,0.122312069,,,
7.478038,7.6,0.121962166,,,
3.0211136,2.9,0.121113634,,,
8.380686,8.5,0.119314194,,,
4.58314,4.7,0.116860104,,,
5.4140544,5.3,0.114054394,,,
8.791884,8.9,0.108115578,,,
12.005992,11.9,0.105991936,,,
4.298006,4.4,0.101993942,,,
1.7022183,1.8,0.097781706,,,
6.696817,6.6,0.096816921,,,
7.0965548,7,0.096554756,,,
7.20491,7.3,0.095090199,,,
11.818546,11.9,0.081453705,,,
7.5190845,7.6,0.080915546,,,
8.980529,8.9,0.080528831,,,
4.6205854,4.7,0.079414558,,,
8.024813,8.1,0.075187302,,,
5.7749114,5.7,0.074911404,,,
8.12662,8.2,0.073379707,,,
5.8693185,5.8,0.069318485,,,
7.4309816,7.5,0.069018364,,,
6.131232,6.2,0.068768215,,,
8.968281,8.9,0.068280792,,,
3.8666627,3.8,0.066662741,,,
6.463355,6.4,0.063355064,,,
8.258414,8.2,0.058414268,,,
19.747255,19.8,0.052744675,,,
3.7477758,3.8,0.052224207,,,
11.356723,11.4,0.043277168,,,
11.361871,11.4,0.038129234,,,
2.638028,2.6,0.038027906,,,
7.0353417,7,0.03534174,,,
7.5656877,7.6,0.034312344,,,
12.777658,12.8,0.022341537,,,
4.7779055,4.8,0.022094536,,,
7.579348,7.6,0.020651913,,,
4.7831917,4.8,0.016808319,,,
5.516707,5.5,0.016706944,,,
9.783983,9.8,0.016016769,,,
1.8861582,1.9,0.013841772,,,
3.9894118,4,0.010588169,,,
3.9920905,4,0.007909536,,,
3.9922867,4,0.007713318,,,
8.294414,8.3,0.005586433,,,
15.802606,15.8,0.002605629,,,
5.3025312,5.3,0.002531242,,,
2.8024242,2.8,0.002424192,,,
9.399531,9.4,0.000468636,,,
