Date,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수
2017_3,도곡시장,119852,53825,66027,15752,22833,21753,28317,19117,12079
2017_3,강남개포시장,15025,7227,7798,1450,2696,2171,2973,3011,2724
2017_3,풍납시장,121711,59998,61713,10349,22272,22304,20414,23115,23259
2017_3,마천시장,69630,34837,34794,3747,11153,12754,13489,15672,12817
2017_3,방이시장,192821,99495,93325,10393,41181,42702,34351,36560,27632
2017_3,석촌시장,24550,16795,7754,320,2880,4583,6186,6934,3651
2017_3,새마을시장,352182,188927,163254,22484,114202,83945,50638,45592,35318
2017_3,명일골목시장,59161,28262,30899,6286,10796,9883,11425,10994,9777
2017_3,고덕전통시장,10042,6909,3132,251,1130,1446,2510,3158,1550
2017_3,암사종합시장,266407,134639,131768,20338,57036,54957,48047,47779,38248
2017_3,양지골목시장,40306,20027,20279,6620,6205,8600,8224,6122,4536
2017_3,고분다리골목시장,29033,14523,14510,1812,5214,4550,5418,6615,5424
2017_3,동서울시장,48213,25955,22258,2289,12539,9181,7531,9127,7546
2017_3,천호시장,93939,50316,43622,4349,25309,18505,14723,17417,13636
2017_3,성내골목시장,81573,38716,42860,3257,15609,17675,14908,15966,14155
2017_3,둔촌역전통시장,77897,37643,40255,4612,15481,12909,13495,17690,13711
2017_3,길동복조리시장,219607,108837,110770,15028,41504,44622,40594,42696,35160
2017_3,이태원 관광특구,2715974,1305879,1410104,75206,1292620,697836,298740,209671,141886
2017_3,명동 남대문 북창동 다동 무교동 관광특구,7690300,3809289,3881006,189840,2147859,2109808,1512481,1028112,702206
2017_3,동대문패션타운 관광특구,3014851,1495661,1519186,102970,751267,808164,549980,483818,318643
2017_3,종로·청계 관광특구,6154924,3304430,2850493,179511,2111675,1347486,993373,830931,691947
2017_3,잠실 관광특구,1945303,1013025,932279,80620,574357,487335,331063,276261,195675
2017_3,강남 마이스 관광특구,46526,22667,23859,1252,13279,13243,9217,5736,3799
2017_4,계동길,188580,104577,84000,13368,38722,49782,38597,28377,19735
2017_4,난계로27길,208961,123157,85806,9325,35381,41773,36784,42583,43114
2017_4,돈화문로11가길,122670,70414,52257,2178,33110,27023,23471,20465,16424
2017_4,명륜길,427428,206914,220515,67733,256121,36350,28715,24541,13969
2017_4,백석동길,17781,7154,10628,3,5967,3744,3466,3037,1565
2017_4,북촌로11길,62038,30914,31125,3876,13556,14686,12419,9698,7803
2017_4,북촌로5길,39537,16484,23055,2352,11444,9081,7899,5881,2878
2017_4,북촌로5나길,37495,16519,20975,881,11336,9811,6961,5893,2612
2017_4,삼청로5길,21671,11074,10597,621,6281,5825,4363,3391,1190
2017_4,성균관로5길,221159,116809,104349,24699,113782,30460,22607,17664,11947
2017_4,숭인동길,77995,42003,35992,4886,17043,13197,15100,17171,10592
2017_4,옥인길,121930,45908,76019,15933,37775,26314,20518,13748,7643
2017_4,율곡로10길,89025,50864,38163,1827,24284,22102,17179,14059,9578
2017_4,율곡로16길,60069,36652,23416,1290,14881,10312,11712,12030,9843
2017_4,이화장길,171159,81134,90026,11111,55375,35872,27738,23504,17559
2017_4,자하문로7길,125103,54567,70535,11290,34684,29322,23577,16364,9866
2017_4,종로24길,97489,59652,37837,2845,23903,17237,15919,17446,20138
2017_4,종로58가길,215558,101558,114002,2705,50592,53933,43872,34856,29600
2017_4,종로65길,245881,131772,114108,7266,56214,46645,44151,50646,40958
2017_4,지봉로8길,292868,148374,144494,16766,55854,59155,52149,59872,49076
2017_4,창경궁로35길,113835,53698,60136,11056,31731,19162,17899,18247,15738
2017_4,창신2길,140332,68880,71453,7536,19196,20498,27121,37167,28814
2017_4,창신5길,179336,94462,84874,8828,31373,27459,34613,43823,33243
2017_4,창신길,203984,104772,99208,7900,39630,37076,41451,46295,31638
2017_4,통일로12길,43738,18125,25611,748,8417,8932,12110,8378,5152
2017_4,평창길,4026,1823,2202,18,1455,321,679,785,766
2017_4,필운대로1길,42259,21606,20651,2630,8896,8432,9327,7595,5380
2017_4,난계로11길,401588,206128,195456,14156,99771,88651,65156,74338,59522
2017_4,난계로21길,137660,66654,71007,2369,27780,40732,25274,23626,17883
2017_4,다산로33길,396649,207554,189099,13444,100495,79300,79181,78499,45729
2017_4,다산로36길,167731,86158,81568,10215,33536,35375,32676,31107,24818
2017_4,다산로38길,593855,314479,279375,26440,146241,129293,114915,112192,64777
2017_4,다산로39길,510365,267891,242472,17546,140122,128103,94642,81052,48897
2017_4,동호로10길,305396,151089,154305,19603,66031,71768,55567,49924,42500
2017_4,동호로11길,141373,69726,71646,11583,28665,32143,23421,23200,22362
2017_4,동호로15길,169365,87736,81629,7735,51398,40486,28228,21547,19971
2017_4,동호로20길,140456,74866,65592,3155,35334,32784,26544,23589,19051
2017_4,동호로8길,70269,35380,34888,2634,18272,15698,11829,11533,10301
2017_4,명동길,143247,72154,71093,2972,30595,33923,30250,23974,21532
2017_4,삼일대로4길,185834,108630,77205,5063,38318,46756,44556,31577,19565
2017_4,장충단로8길,122488,67225,55264,1865,33721,30222,21380,20003,15295
2017_4,청구로17길,173886,88146,85739,9701,42180,37966,34755,29266,20021
2017_4,청구로1길,112449,54529,57922,5422,23401,25749,20778,19419,17681
2017_4,퇴계로12길,57711,30301,27410,1782,11529,12793,13046,10327,8232
2017_4,퇴계로18길,45784,22199,23586,3417,11932,10823,8480,6794,4338
2017_4,퇴계로46길,421418,219259,202160,27435,152982,95038,64180,47252,34534
2017_4,퇴계로56길,126100,68808,57293,1726,34917,32474,22124,20062,14799
2017_4,퇴계로8길,98495,50950,47545,1668,16295,22878,22954,19982,14720
2017_4,퇴계로90길,165062,86181,78880,11299,38170,35575,27372,29525,23117
2017_4,녹사평대로11길,2212,1359,851,67,326,652,627,230,309
2017_4,녹사평대로26길,169646,80520,89126,3952,77571,42971,19480,15010,10662
2017_4,녹사평대로32길,194694,90137,104556,4351,94219,50408,21052,14537,10126
2017_4,녹사평대로40나길,144134,66399,77737,3899,72500,36559,16108,9398,5667
2017_4,녹사평대로46길,109064,53061,56001,3561,38604,31077,18307,9413,8099
2017_4,대사관로34길,148541,73034,75507,1825,39588,38926,28148,21806,18247
2017_4,두텁바위로1길,130769,75787,54988,9626,39833,25754,23120,18804,13634
2017_4,백범로79길,300779,143360,157421,24736,73240,70141,51686,44733,36247
2017_4,백범로90길,358774,190291,168478,10864,89811,114426,63594,46620,33461
2017_4,서빙고로71길,72416,38931,33485,5297,13494,15918,17704,10546,9459
2017_4,소월로20길,167922,83887,84034,13275,45902,49798,26575,16886,15488
2017_4,신흥로20길,110651,58769,51882,6252,26627,27506,19952,15903,14409
2017_4,우사단로10길,198176,98518,99659,820,59978,58781,36582,25029,16986
2017_4,우사단로14길,350437,184547,165891,5911,133177,101367,54399,33481,22105
2017_4,우사단로4길,178347,108790,69559,3703,81802,44500,21424,14387,12531
2017_4,원효로19길,176753,103806,72947,10065,28742,45752,41012,27959,23221
2017_4,원효로41길,131507,77928,53577,6125,27276,33027,30640,19601,14833
2017_4,원효로53길,160258,91624,68630,3608,31966,37768,31497,29914,25507
2017_4,원효로89길,262198,154948,107246,35425,74238,57249,45356,31067,18865
2017_4,이촌로22길,156294,77698,78596,6818,24925,33034,28705,29873,32944
2017_4,이태원로27길,485310,225397,259913,13489,259556,123863,45862,27726,14811
2017_4,이태원로54길,201989,93452,108533,2046,76824,62217,32224,17437,11238
2017_4,장문로45길,185716,103479,82238,8202,52208,45221,31935,26319,21831
2017_4,청파로47길,871801,246663,625139,101469,481143,113030,73430,58478,44256
2017_4,청파로47나길,114050,49142,64908,6268,40307,29235,15804,12787,9650
2017_4,청파로71길,240029,122435,117592,16593,61071,49821,46725,41779,24043
2017_4,청파로73길,195189,105073,90118,9160,52594,42637,37732,32992,20077
2017_4,한강대로104길,279544,153254,126287,5060,71975,71423,55705,42785,32596
2017_4,한강대로15길,44671,25965,18708,2490,10666,10467,8253,7343,5447
2017_4,한강대로43길,313674,195661,118012,4966,78173,90742,65949,45249,28594
2017_4,한강대로52길,434099,224595,209502,17513,153213,133948,73326,36471,19628
2017_4,한강대로62길,123750,72971,50778,1220,28378,31848,24787,22647,14870
2017_4,한강대로7길,73531,40913,32618,2222,14255,20610,15314,12236,8896
2017_4,한강대로88길,69222,41724,27496,5305,21394,12341,11773,10451,7957
2017_4,한남대로20길,179748,81680,98067,2174,45987,58987,36099,20070,16432
2017_4,회나무로13길,146470,69665,76806,2400,50770,46686,23744,12013,10857
2017_4,효창원로39길,231615,117225,114391,12970,45710,52044,46632,38289,35973
2017_4,후암로28길,205195,104492,100705,11881,46678,49043,40183,31178,26233
2017_4,고산자로6길,405151,219582,185567,38967,132199,70903,61229,55753,46098
2017_4,금호산2길,148716,70027,78690,13085,23284,29768,28510,28644,25422
2017_4,금호산길,289283,136154,153129,18755,47761,62421,54789,52635,52921
2017_4,둘레9길,123474,71566,51908,3411,27166,23361,22576,30026,16939
2017_4,뚝섬로5길,72649,39996,32654,5176,15880,18480,14350,11148,7615
2017_4,마장로27길,149506,73659,75847,5816,30935,30332,29088,31989,21350
2017_4,마장로39길,140091,75373,64718,6968,31020,28944,23852,27425,21880
2017_4,마조로16길,171267,92169,79100,8938,41725,28972,31134,30917,29580
2017_4,마조로1길,373559,171389,202170,33525,178145,69212,42533,31586,18558
2017_4,매봉길,71789,33517,38270,3152,13070,19042,14359,11013,11154
2017_4,무수막길,310789,154492,156297,22509,53534,64893,58941,56488,54426
2017_4,무학로6길,633934,317229,316706,31831,155906,125785,110811,129645,79955
2017_4,무학봉28길,74058,38474,35581,4017,22466,12821,12230,12799,9725
2017_4,무학봉길,48444,22821,25624,3808,10108,11610,8739,7616,6566
2017_4,사근동길,113583,59031,54551,13007,57160,12723,10343,10918,9432
2017_4,상원12길,105192,57015,48178,2572,27775,25061,20300,18544,10943
2017_4,상원길,246803,141777,105024,10016,59233,63031,50643,39826,24056
2017_4,서울숲2길,281782,141070,140715,13103,81020,67995,48213,41444,30008
2017_4,성덕정17길,271727,152692,119035,7343,56174,59126,50205,60613,38273
2017_4,성덕정길,112011,63752,48259,5986,22581,21863,22286,24648,14646
2017_4,성수이로18길,134729,80745,53984,1825,35795,32691,27181,25218,12025
2017_4,성수이로7길,290636,172534,118102,6760,79142,77310,55719,46827,24879
2017_4,성수일로6길,197021,115612,81408,4891,52794,51494,36611,32790,18444
2017_4,송정12라길,123142,68780,54365,1199,44313,29675,19534,16033,12390
2017_4,송정4가길,244889,142555,102338,1432,75044,61722,45147,37898,23640
2017_4,아차산로11길,204079,117447,86630,2710,47663,53894,42036,36702,21068
2017_4,아차산로15길,177884,110306,67579,2043,43912,48338,37556,31371,14664
2017_4,아차산로5길,71373,42910,28464,376,18083,19629,15312,11313,6660
2017_4,왕십리로14길,134372,73847,60526,3603,32870,32604,25598,23517,16179
2017_4,왕십리로21길,187141,90661,96482,17565,44013,40362,32735,30105,22366
2017_4,왕십리로26길,443717,229692,214023,21118,136521,85938,75040,73864,51235
2017_4,왕십리로31길,521222,245803,275418,29342,128444,117953,86564,85954,72965
2017_4,왕십리로6길,324593,183685,140909,10123,78426,83033,66266,53818,32925
2017_4,용답29길,154070,83493,70574,6237,42725,31234,27247,24604,22018
2017_4,용답중앙길,105686,54355,51330,2457,26973,21584,18514,20206,15954
2017_4,장터길,125727,62974,62753,7920,25110,27238,22428,22052,20979
2017_4,청계천로10나길,155776,91328,64448,1516,29676,37713,34328,33159,19378
2017_4,한림말3길,171657,76842,94815,7218,32390,42543,35423,28075,26007
2017_4,한림말길,202313,89690,112626,11925,28896,51472,40096,35776,34150
2017_4,광나루로12길,286498,156287,130212,14483,150112,50092,31725,27882,12202
2017_4,광나루로24길,254425,137192,117233,23584,140216,36730,22573,20370,10951
2017_4,광나루로36길,88580,46278,42301,4980,23410,22490,13760,14914,9026
2017_4,광나루로37길,54049,28342,25708,3177,10462,12278,9468,11078,7582
2017_4,광나루로40길,544618,258337,286279,53754,108832,116206,91628,100610,73588
2017_4,광나루로52길,331833,160879,170955,40280,70545,66812,63297,53635,37262
2017_4,긴고랑로20길,150715,77496,73219,4367,31866,35169,28263,30897,20150
2017_4,긴고랑로7길,147643,75578,72062,6552,31079,29008,28219,33295,19491
2017_4,긴고랑로8길,161518,83761,77758,2568,32839,35207,31575,33477,25852
2017_4,긴고랑로9길,180430,89948,90483,12410,37739,35277,31649,38128,25224
2017_4,능동로13길,417399,211038,206362,27979,241830,65532,36344,28670,17038
2017_4,능동로19길,280392,146981,133409,19362,157150,44636,22250,24744,12250
2017_4,능동로34길,190668,91456,99212,8691,52291,44353,30842,29636,24858
2017_4,능동로3길,332710,167582,165129,16877,66399,71270,59044,66561,52559
2017_4,능동로4길,116407,59902,56506,6678,20345,27713,22217,20738,18715
2017_4,동일로18길,230078,113036,117043,7200,71927,44492,38950,40957,26554
2017_4,동일로24길,384648,205207,179439,23045,175304,74151,50699,36524,24920
2017_4,뚝섬로23길,274993,136607,138385,8773,71625,51543,46567,58343,38146
2017_4,뚝섬로24길,91430,48968,42462,1468,18149,19244,17517,21800,13250
2017_4,뚝섬로48길,221566,112967,108600,14464,44064,48957,41692,40897,31485
2017_4,뚝섬로54길,79001,39587,39413,5525,14697,18817,15136,13235,11589
2017_4,뚝섬로58길,138128,69111,69018,12932,24954,31055,25720,22891,20578
2017_4,뚝섬로64길,113062,63711,49348,3794,35441,22428,20375,20867,10154
2017_4,면목로17길,306948,165175,141778,15026,64594,66590,52701,65471,42575
2017_4,아차산로40길,128370,60018,68353,5213,34801,29879,18668,23102,16702
2017_4,아차산로51길,79070,40856,38218,1998,25776,20664,15262,10439,4930
2017_4,아차산로55길,485220,254677,230545,35494,137135,109243,83371,74203,45771
2017_4,아차산로65길,189822,93505,96321,24131,35098,34375,40468,34851,20898
2017_4,아차산로78길,211849,112284,99566,11894,42934,43913,43349,38140,31619
2017_4,용마산로21길,332918,164547,168373,25027,66223,64138,59627,65109,52795
2017_4,용마산로3길,153355,74242,79113,4757,36397,37561,28225,27529,18886
2017_4,자양로11길,535412,270276,265133,31375,118620,106606,91752,102993,84062
2017_4,자양로15길,263225,134705,128521,13837,62262,52001,45620,50040,39464
2017_4,자양로26길,269063,123783,145284,26742,67911,62050,45156,41455,25753
2017_4,자양로45길,578787,288768,290019,38722,121897,124887,108324,106012,78943
2017_4,자양로50길,125776,58426,67350,7394,24669,30812,22236,21400,19269
2017_4,자양로53길,139357,68568,70788,8363,27194,27459,26140,28103,22096
2017_4,자양번영로3길,217767,107784,109985,18237,39919,48526,41835,39772,29485
2017_4,천호대로109길,575175,279916,295259,19689,157010,137242,89766,101590,69882
2017_4,천호대로123길,124351,59624,64728,3020,29057,29251,23309,23202,16514
2017_4,천호대로129길,210249,102779,107466,15929,44914,44282,37400,40413,27313
2017_4,경희대로3길,119735,56373,63363,9343,55725,17927,13274,12093,11368
2017_4,경희대로4길,641255,305607,335649,64919,342677,91977,58633,45473,37573
2017_4,난계로30길,68763,40464,28299,370,13207,15995,13462,13191,12537
2017_4,답십리로23길,389287,214856,174432,36143,106249,76518,65695,56779,47903
2017_4,답십리로56길,198248,101350,96895,3456,33200,39887,41326,42553,37821
2017_4,답십리로60길,30242,16376,13865,1136,5613,6733,5699,6143,4919
2017_4,답십리로63길,60997,29890,31106,1175,10833,11873,13770,11601,11744
2017_4,답십리로64길,145751,76358,69389,2374,26399,39475,27439,29122,20940
2017_4,답십리로68길,117972,59319,58655,456,28221,34036,23938,18077,13244
2017_4,답십리로69길,179426,99133,80293,19413,26669,39072,35683,30773,27817
2017_4,답십리로72길,158282,84925,73357,4947,37846,40119,30905,25373,19092
2017_4,망우로18가길,176217,96121,80098,21234,83910,22589,15446,18032,15009
2017_4,망우로18길,415822,225577,190245,38201,161495,61168,50396,56496,48068
2017_4,망우로21길,139584,77288,62295,11534,55635,21735,17168,18065,15447
2017_4,무학로16길,36569,22709,13861,128,6597,10225,7959,7289,4372
2017_4,무학로45길,291510,187403,104110,23956,153193,42906,26385,26971,18096
2017_4,사가정로13길,67248,30792,36456,7092,11468,14459,13224,11545,9463
2017_4,사가정로23가길,110000,58711,51289,10335,19787,21760,21548,20084,16491
2017_4,사가정로2길,105138,56321,48818,2626,19792,22166,20172,20705,19681
2017_4,서울시립대로16길,186087,93497,92586,12718,36247,35896,35489,34857,30875
2017_4,서울시립대로29길,460991,258570,202420,41055,213120,62385,47748,51382,45301
2017_4,서울시립대로4길,120262,61976,58285,1560,27388,30938,26239,20965,13169
2017_4,약령시로17길,176386,97082,79308,6241,28451,30706,29980,39801,41216
2017_4,왕산로32길,80600,42263,38337,126,17534,14987,14216,16911,16826
2017_4,왕산로33길,237981,134275,103705,4520,30270,33220,37244,60650,72079
2017_4,왕산로43길,328836,163607,165228,12560,72401,62450,52821,60795,67816
2017_4,이문로42길,87060,48817,38243,2352,33681,19071,13624,11056,7269
2017_4,장한로14길,42305,23018,19286,2048,6255,14756,9168,6029,4051
2017_4,장한로25길,146591,77411,69180,7845,32796,34845,29562,25162,16381
2017_4,장한로26가길,81665,45312,36351,1380,20072,21771,16248,13162,9031
2017_4,장한로26길,320961,160230,160731,24064,66768,72990,65117,50765,41255
2017_4,장한로27가길,114273,60519,53752,6138,22640,24592,23950,20425,16525
2017_4,장한로27길,318268,171548,146721,18323,71403,72922,64014,54212,37393
2017_4,장한로5길,278457,158111,120342,4099,57698,65336,56701,54957,39673
2017_4,장한로8길,126311,70832,55479,1601,23044,31279,26816,25489,18082
2017_4,전농로29길,253907,129236,124670,34709,65622,38758,40073,39866,34878
2017_4,전농로3길,120958,62762,58197,8092,23220,25224,23574,24161,16691
2017_4,전농로4길,78027,46389,31637,2823,13598,15747,16002,17221,12632
2017_4,제기로21길,145064,73828,71238,5815,30328,27610,22158,28092,31058
2017_4,제기로5길,363771,188569,175203,38538,233692,40012,21276,19192,11065
2017_4,천장산로7길,358340,174099,184240,41138,238063,28659,22031,18017,10429
2017_4,천호대로12길,35132,20617,14515,248,6782,8983,7620,6283,5215
2017_4,천호대로17길,478477,261784,216691,22901,136537,105431,76787,78207,58612
2017_4,천호대로45길,174237,87004,87231,1216,43349,35709,30027,32440,31499
2017_4,천호대로77길,120697,67892,52805,2809,23203,27843,24082,23320,19444
2017_4,천호대로97길,121637,71314,50327,4762,15609,33760,25698,25040,16769
2017_4,한천로14길,259502,142334,117170,2767,51511,64626,49202,54592,36804
2017_4,한천로33길,113254,55598,57656,8938,20042,20559,22256,20690,20774
2017_4,한천로40길,111420,55454,55968,5306,20110,20765,23083,22877,19280
2017_4,한천로46길,73944,38040,35904,7167,13252,14478,13987,13968,11094
2017_4,휘경로14길,177993,88821,89169,12119,70113,27685,23515,23574,20987
2017_4,휘경로23길,147125,78529,68599,1622,42906,36986,22079,22220,21315
2017_4,휘경로2길,661500,334183,327318,71038,410144,69443,50096,37895,22886
2017_4,휘경로3길,876126,446981,429144,81898,499533,108342,77119,64220,45011
2017_4,겸재로29길,359858,182929,176928,21244,75954,72836,65017,70789,54015
2017_4,겸재로36길,164318,87920,76398,3527,31864,34186,32881,36066,25794
2017_4,겸재로54길,101374,53617,47761,2447,22507,19024,19275,22446,15675
2017_4,공릉로12가길,59609,25277,34331,3432,14129,11147,13279,11881,5744
2017_4,공릉로2길,259450,125999,133450,21037,47827,55226,47799,44298,43259
2017_4,답십리로75길,124986,61827,63162,4869,22520,28937,25259,25994,17408
2017_4,동일로100길,172679,91651,81026,6174,34397,37576,31321,35266,27945
2017_4,동일로101길,270197,137481,132721,21642,46291,47495,51752,54382,48631
2017_4,동일로112길,417281,210398,206886,14201,104020,81836,69679,80511,67034
2017_4,동일로123길,200421,101516,98902,12732,34929,32707,35273,49359,35422
2017_4,동일로130길,223649,110127,113524,14314,43199,46702,38476,43287,37673
2017_4,동일로139가길,202975,105043,97932,12268,40292,37415,37839,43675,31485
2017_4,동일로139길,85875,48286,37587,2933,17573,14417,17045,20368,13540
2017_4,동일로140길,171562,86759,84805,15264,33073,30990,29907,35375,26951
2017_4,동일로149길,74800,37685,37115,1628,14792,14154,16553,16221,11455
2017_4,동일로157길,318364,158861,159504,22856,76955,66220,52171,56639,43526
2017_4,동일로163길,235649,118009,117642,13637,52587,48797,41692,42950,35990
2017_4,망우로68길,186435,102134,84299,11742,34079,30425,32122,44529,33538
2017_4,망우로73길,154477,71206,83271,16003,23733,28399,24967,32586,28790
2017_4,면목로21길,127860,63940,63920,3641,26809,29102,25794,26433,16081
2017_4,면목로33길,285192,142803,142393,22005,48584,60755,53472,55381,44995
2017_4,면목로45길,213190,111131,102059,12716,49885,43346,35980,40745,30514
2017_4,면목로48길,191085,99668,91418,16939,45050,36101,31622,34224,27151
2017_4,면목로49길,155862,79907,75956,6736,32968,32750,27844,31511,24053
2017_4,면목로55길,103699,51078,52619,6373,19510,17889,22266,21176,16481
2017_4,면목로56길,196447,96115,100330,13416,38593,36611,39702,39175,28948
2017_4,면목로78길,370304,185401,184905,18335,80261,68936,69582,76256,56938
2017_4,봉우재로33길,296301,154448,141855,10416,81114,57944,47103,55302,44422
2017_4,봉화산로30길,188007,94129,93879,7322,39347,41377,33073,37418,29471
2017_4,봉화산로4길,174090,93551,80539,4825,30918,28834,35650,42112,31750
2017_4,봉화산로56길,375492,188893,186599,39247,76912,72047,65529,68102,53654
2017_4,사가정로42길,93779,48762,45017,3965,15304,19884,18961,20215,15455
2017_4,사가정로54길,356566,183306,173260,26590,91267,65231,58991,63133,51353
2017_4,신내로7가길,150017,74955,75062,19899,26550,30752,28119,25102,19594
2017_4,용마산로100길,109491,58038,51451,6952,22096,21586,21580,20854,16427
2017_4,용마산로112길,207118,99663,107453,12143,33934,35480,36531,46282,42747
2017_4,용마산로118길,164993,76978,88016,11639,24744,29361,28315,36292,34638
2017_4,용마산로94길,67538,38471,29068,8646,21061,9658,10127,12004,6045
2017_4,중랑천로10길,179567,91506,88058,6573,41113,35351,34440,35869,26221
2017_4,길음로7길,98162,46628,51535,8201,19678,19436,18560,15067,17220
2017_4,돌곶이로14길,91955,48128,43825,2311,21366,16981,17653,18259,15383
2017_4,돌곶이로22길,126505,64871,61631,3117,26879,22931,24765,27228,21583
2017_4,돌곶이로27길,171394,85813,85580,10352,32224,30632,32107,35499,30577
2017_4,돌곶이로28길,145808,74382,71427,4463,29327,26509,29265,31134,25111
2017_4,돌곶이로41길,129436,65859,63580,11568,14932,26784,23884,29349,22921
2017_4,돌곶이로8길,79762,44141,35624,2937,17758,14317,16654,15599,12501
2017_4,동소문로13길,220201,106773,113427,23545,52410,40813,39981,36325,27130
2017_4,동소문로15길,145790,70811,74980,16818,53021,23809,21471,17788,12881
2017_4,동소문로26가길,474242,184571,289673,70718,237822,62117,44287,37381,21918
2017_4,동소문로2길,73240,35379,37862,4099,23970,14345,13633,10375,6819
2017_4,동소문로6길,128759,62951,65809,9613,36701,24597,22736,20268,14844
2017_4,보국문로16길,127617,65080,62538,12564,38269,21106,20864,17757,17060
2017_4,보문로13길,365416,193437,171975,26110,99883,67299,60572,61108,50441
2017_4,보문로26길,29716,15444,14271,1534,16750,3357,2601,2614,2858
2017_4,보문로31길,262925,128721,134204,22162,78422,49473,42869,41257,28745
2017_4,보문로32길,855878,352691,503189,102606,416584,137498,91051,67411,40728
2017_4,삼선교로10길,476978,247158,229822,53072,136675,84641,77828,71322,53443
2017_4,삼선교로10다길,166715,84670,82048,20258,78480,21993,18747,16708,10524
2017_4,삼선교로16가길,604092,276680,327412,105742,231527,81485,74650,63791,46900
2017_4,삼양로8길,89760,42150,47613,9393,18928,15311,17898,13569,14668
2017_4,성북로8길,79049,35135,43913,8646,19223,15541,14311,12575,8748
2017_4,솔샘로6길,127771,73215,54555,13053,42179,19481,18080,18133,16845
2017_4,아리랑로4길,201684,95364,106318,23219,85889,35567,27685,17411,11910
2017_4,안암로5길,131873,73443,58430,10547,36770,23773,21458,22104,17225
2017_4,오패산로19길,291036,141416,149618,23334,65009,54623,53171,49503,45397
2017_4,오패산로3길,187294,89931,97364,17419,32006,41085,38875,29604,28304
2017_4,오패산로4길,330437,163120,167321,23183,77553,63661,62371,55120,48547
2017_4,인촌로17가길,257176,124371,132804,21761,92896,41662,34697,31310,34854
2017_4,인촌로1길,261351,128266,133085,16376,91971,46157,40730,37158,28959
2017_4,개운사길,339274,193320,145955,49743,206875,31858,20375,19038,11382
2017_4,인촌로24길,674676,417412,257262,84008,399885,82565,50061,38320,19840
2017_4,인촌로5길,202903,85312,117590,22575,101576,31303,21215,16437,9794
2017_4,인촌로6길,120674,62132,58545,3552,35141,23782,21683,20483,16035
2017_4,장월로1길,384147,169995,214154,35992,125866,62429,56462,54059,49340
2017_4,장위로50길,68301,38121,30179,4807,10425,9876,12767,19036,11387
2017_4,정릉로26길,153097,74614,78483,16239,28557,30087,29120,25698,23397
2017_4,정릉로27길,106681,52073,54610,10986,22415,20916,20000,16885,15482
2017_4,정릉로8길,112435,67124,45311,16837,49774,12337,11935,11527,10028
2017_4,종암로16길,126091,65841,60249,12183,25207,21983,22505,22266,21944
2017_4,종암로19길,164001,84515,79486,13417,36726,32412,30057,25708,25687
2017_4,종암로21길,106202,50891,55312,10388,19904,21089,24527,15749,14547
2017_4,종암로24가길,115635,60080,55555,9383,23813,19805,21076,20569,20990
2017_4,종암로5길,175494,86557,88939,17635,107758,18093,13885,11318,6809
2017_4,지봉로20길,221832,114295,107540,10608,67541,42038,37870,35981,27790
2017_4,창경궁로43길,213872,101585,112286,15379,60283,41856,36615,33566,26170
2017_4,한천로101가길,126590,63922,62673,4728,13637,25029,28165,32845,22186
2017_4,한천로76길,169102,87883,81223,18961,35014,29551,29957,31107,24512
2017_4,화랑로13길,196276,79416,116860,18527,59544,27067,32736,30284,28122
2017_4,화랑로14길,339098,142272,196825,27632,88206,66371,64317,48068,44506
2017_4,화랑로19길,152886,78881,74008,7489,23629,30742,33622,31662,25746
2017_4,화랑로1길,140094,61557,78538,10470,23640,37194,30467,18142,20182
2017_4,화랑로32길,120702,62698,58002,4099,26182,21562,24336,25213,19312
2017_4,화랑로40길,169929,93337,76592,9675,35670,31738,30078,34594,28174
2017_4,노해로17길,138954,69971,68983,5815,43305,24786,21376,22972,20698
2017_4,노해로23길,110816,55795,55021,7782,19800,20841,20515,21735,20137
2017_4,노해로33길,133934,63590,70349,10708,29558,22495,25690,24415,21069
2017_4,덕릉로40길,74185,38251,35937,1529,17573,9884,14178,15275,15748
2017_4,덕릉로41길,215157,104386,110773,8515,62525,39624,38932,35935,29633
2017_4,도봉로13길,222397,116147,106253,25542,36220,37183,42371,43542,37536
2017_4,도봉로18길,142456,75511,66950,8249,26895,23835,25750,34871,22859
2017_4,도봉로45길,196071,85940,110134,13114,46277,39433,34146,38403,24699
2017_4,도봉로67길,126622,59573,67050,6299,25133,23609,19806,26373,25405
2017_4,도봉로76길,426386,216320,210065,17432,126555,69552,70459,79427,62955
2017_4,도봉로8길,84319,40050,44269,6298,21677,16608,14914,12878,11942
2017_4,도봉로99길,60308,28547,31759,435,17247,16331,12197,9070,5032
2017_4,삼각산로28길,90160,44949,45210,3590,35677,16407,12297,12031,10160
2017_4,삼양로20길,99758,50359,49402,8761,18431,20011,21071,17014,14466
2017_4,삼양로24길,211459,104209,107251,28094,34282,37497,37597,38338,35654
2017_4,삼양로27길,284001,144535,139466,29563,50223,51507,55375,49827,47509
2017_4,삼양로41길,438221,222287,215933,44818,77273,74077,81917,81464,78675
2017_4,삼양로54길,63690,30177,33516,1263,11440,12985,12887,18217,6903
2017_4,삼양로77길,91076,44404,46673,5449,19102,17508,15483,22597,10936
2017_4,삼양로93길,155672,70805,84866,7269,26168,27531,30642,32562,31507
