Date,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수
2015_4,인촌로17가길,185449,86558,98892,10246,40963,38346,41894,35049,18948
2015_4,인촌로1길,293395,144485,148909,19750,65913,58600,64770,53686,30675
2015_4,개운사길,324489,177124,147365,28243,131636,52768,47241,40941,23659
2015_4,인촌로24길,470771,279424,191346,29734,156453,88511,81202,71735,43138
2015_4,인촌로5길,132155,56190,75965,8747,27705,27173,32457,26313,9760
2015_4,인촌로6길,112329,58860,53469,4378,21522,24258,26926,24031,11220
2015_4,장월로1길,212355,96407,115949,11583,35133,45537,53691,45049,21364
2015_4,장위로50길,75613,40208,35404,1991,6597,13682,21158,23557,8627
2015_4,정릉로26길,123240,56607,66634,11402,17519,22946,27781,24694,18899
2015_4,정릉로27길,105647,46990,58657,7190,10325,23206,27327,24106,13492
2015_4,정릉로8길,12718,7053,5665,591,6143,1363,2462,1885,279
2015_4,종암로16길,219627,105486,114140,12931,29580,45850,55533,48552,27180
2015_4,종암로19길,145817,62299,83519,9378,21305,31891,37934,30594,14719
2015_4,종암로21길,41425,17655,23770,2027,4146,10076,11441,9652,4082
2015_4,종암로24가길,128529,61822,66709,6255,14220,27018,32351,30102,18583
2015_4,종암로5길,123779,59587,64187,11240,31793,24070,26637,21197,8842
2015_4,지봉로20길,181102,89477,91625,7006,30490,39297,45997,40277,18033
2015_4,창경궁로43길,71550,32670,38881,3594,15511,15514,17398,15113,4423
2015_4,한천로101가길,146876,67307,79569,5424,8876,20150,45503,50800,16127
2015_4,한천로76길,109624,53230,56394,5068,14187,22515,28245,27589,12022
2015_4,화랑로13길,51451,21262,30189,1887,9065,11599,13198,11533,4167
2015_4,화랑로14길,118580,57765,60815,5240,17000,25409,30955,26805,13168
2015_4,화랑로19길,206517,99390,107126,6820,20622,37453,55213,56839,29575
2015_4,화랑로1길,230874,106178,124694,11959,26826,47318,60689,55216,28863
2015_4,화랑로32길,158189,77733,80456,4410,19455,29626,41506,42349,20839
2015_4,화랑로40길,149404,74908,74496,6463,17370,31672,38293,37681,17920
2015_4,노해로17길,129786,59188,70597,3290,16653,23869,31321,35738,18920
2015_4,노해로23길,88115,41529,46585,1832,10419,17121,21454,24195,13093
2015_4,노해로33길,90744,39422,51319,1579,7230,18783,24555,27451,11144
2015_4,덕릉로40길,60656,29515,31139,1245,4363,13177,17049,18051,6773
2015_4,덕릉로41길,301504,144096,157406,15752,61722,60716,63369,62395,37545
2015_4,도봉로13길,123311,51432,71876,8444,18835,24762,29942,27816,13511
2015_4,도봉로18길,128228,55099,73127,5365,13453,26216,35150,35408,12633
2015_4,도봉로45길,275373,124948,150423,15525,34136,53513,68405,69949,33843
2015_4,도봉로67길,96985,43485,53500,3864,13347,17766,22843,25725,13441
2015_4,도봉로76길,197685,92577,105109,6579,30400,37887,45562,51028,26227
2015_4,도봉로8길,65301,29543,35757,4828,8842,13211,15515,13974,8931
2015_4,도봉로99길,108195,50734,57457,3400,19463,22398,25877,26267,10790
2015_4,삼각산로28길,111407,53241,58169,2420,13755,24374,28204,30558,12100
2015_4,삼양로20길,186353,81393,104962,13489,20446,37018,47101,43731,24571
2015_4,삼양로24길,223836,97324,126512,11906,18838,38702,62783,63743,27870
2015_4,삼양로27길,74971,32137,42834,7032,5594,15175,18639,16408,12123
2015_4,삼양로41길,207216,93233,113981,10847,10087,34192,56647,59301,36138
2015_4,삼양로54길,158092,69141,88953,8073,17965,31079,40667,40936,19369
2015_4,삼양로77길,140494,63442,77051,3837,10953,29433,38484,42899,14888
2015_4,삼양로93길,92879,42700,50178,1661,7503,20024,23919,25541,14227
2015_4,솔매로41길,164772,73767,91009,9417,22126,32864,39205,39756,21398
2015_4,솔매로45길,194427,87970,106455,10573,28698,36130,44183,47313,27528
2015_4,솔매로50길,353081,160812,192269,19448,47129,66065,83793,87227,49424
2015_4,솔샘로65길,367998,167921,200082,20854,43999,70278,88261,91662,52950
2015_4,수유로12길,159523,77090,82430,3816,24837,30864,37731,40800,21472
2015_4,오패산로30길,66440,28389,38048,3543,6669,16053,18570,15951,5650
2015_4,오패산로52길,157102,69402,87701,9315,13662,30622,39672,41036,22792
2015_4,오패산로67길,379612,180698,198917,17679,68346,74305,82935,85927,50421
2015_4,인수봉로56길,129592,57050,72540,4936,13637,26854,31712,32446,20004
2015_4,인수봉로72길,141541,57667,83875,6621,14043,26771,36708,35586,21815
2015_4,인수봉로79길,57057,21572,35483,2243,6766,9853,16034,15396,6766
2015_4,한천로109길,176852,78154,98701,10298,8782,32653,50156,43622,31337
2015_4,한천로124나길,337647,161015,176634,16538,63745,67790,76218,74581,38780
2015_4,한천로130길,190939,88890,102049,7628,35096,39237,45211,44967,18801
2015_4,한천로132길,371459,176247,195213,14655,68595,73378,83733,85968,45126
2015_4,한천로139가길,133900,65559,68345,4024,19196,26682,31884,34267,17847
2015_4,한천로140길,181880,84951,96928,5494,29273,35248,43928,48112,19832
2015_4,노해로60길,326386,146822,179562,22012,44667,62255,73721,75039,48691
2015_4,노해로63다길,224904,95972,128933,21618,28959,41025,52873,52069,28362
2015_4,덕릉로60길,118385,53168,65217,5276,10482,27402,33078,30568,11583
2015_4,도당로13가길,48334,21684,26649,2850,4105,5650,13910,16693,5125
2015_4,도당로13바길,146930,66315,80613,11647,15696,22343,37226,42090,17931
2015_4,도당로19길,267112,131526,135585,11508,30431,46446,67289,72447,38988
2015_4,도당로29길,95246,47536,47710,2213,6691,18497,26338,27671,13835
2015_4,도봉로109길,194727,86734,108000,13689,24102,38261,45361,44902,28418
2015_4,도봉로114길,550558,247774,302783,41218,71685,109949,125842,123856,78007
2015_4,도봉로143길,113181,52268,60913,6532,10029,17721,30667,35524,12707
2015_4,도봉로147길,251016,119923,131091,13710,28474,45330,63413,66294,33795
2015_4,도봉로152가길,108329,53771,54560,3521,10635,22796,28031,28101,15246
2015_4,도봉로156길,88466,43963,44503,2207,8001,18870,23135,23726,12528
2015_4,도봉로169나길,53132,28059,25071,808,3608,8471,14232,18698,7313
2015_4,도봉로181길,52700,26690,26007,677,2674,6495,14181,19998,8677
2015_4,도봉산4길,6366,3471,2898,21,199,820,1133,3360,837
2015_4,도봉산길,30085,15768,14320,202,1238,2618,6772,15182,4071
2015_4,방학로10길,127471,57206,70266,9727,13456,16984,33230,38422,15653
2015_4,방학로15길,101751,38041,63715,10651,8827,17301,27516,28614,8844
2015_4,방학로5길,336318,151865,184450,31140,37929,62822,79332,79342,45756
2015_4,방학로6가길,78631,35787,42844,2403,4735,7725,24605,31846,7319
2015_4,삼양로144길,56323,19590,36735,1115,7942,10857,16624,15282,4500
2015_4,시루봉로23길,101831,50604,51231,1317,8122,18846,28873,31996,12678
2015_4,우이천로32길,116726,48609,68119,5517,11693,25347,31422,31569,11179
2015_4,우이천로4다길,111621,50516,61105,5160,8798,23527,32438,30234,11459
2015_4,해등로16길,65126,29036,36090,4993,7675,13486,15949,16214,6813
2015_4,공릉로58길,48566,25270,23298,5919,14106,6703,11043,8441,2352
2015_4,동일로173가길,169073,88090,80987,2902,22254,41366,43893,44456,14208
2015_4,동일로192길,307172,151409,155764,24865,57238,58018,65985,66753,34312
2015_4,동일로242길,152071,73462,78611,7688,16348,31330,41504,39372,15827
2015_4,상계로12길,253227,106422,146804,22549,38614,47076,66581,56195,22213
2015_4,상계로1길,90882,40516,50365,10957,15865,17317,20995,18686,7060
2015_4,상계로9가길,536377,238402,297982,43391,78232,94120,133504,125956,61182
2015_4,석계로1길,228905,113367,115537,13924,31044,45263,54126,53353,31195
2015_4,한글비석로22길,408829,180535,228295,45779,43459,61394,107539,95557,55098
2015_4,한글비석로24길,223316,97616,125697,23383,24201,36435,57665,54385,27252
2015_4,한글비석로44길,312714,134604,178107,31478,36249,51370,80488,77188,35940
2015_4,가좌로7길,127024,57232,69790,10441,16908,22867,31976,31519,13312
2015_4,갈현로1길,213571,95779,117791,16352,26099,46347,50778,46587,27404
2015_4,갈현로33길,125393,52037,73358,10165,16657,24436,30511,30133,13498
2015_4,갈현로41길,195628,85076,110554,17215,23503,39773,45806,44336,24997
2015_4,갈현로7길,115442,44691,70753,6731,12998,26683,29581,27363,12091
2015_4,불광천길,209175,92844,116331,10041,21762,47062,53268,50839,26204
2015_4,서오릉로21길,144959,56192,88765,13045,11542,33700,39600,34350,12716
2015_4,서오릉로8길,95544,42362,53182,4380,10345,22196,24171,22750,11702
2015_4,수색로18길,155994,83561,72433,2308,17958,35928,41550,40174,18076
2015_4,역말로9길,200169,85649,114520,18914,27121,41346,47978,42965,21844
2015_4,연서로11길,230154,98426,131728,21972,24333,49497,55514,49506,29336
2015_4,연서로13길,83450,35857,47593,7788,10344,15407,20267,18898,10742
2015_4,연서로16길,389323,171301,218025,36358,52385,79561,94404,80973,45649
2015_4,연서로17길,202922,91137,111784,19487,25695,37380,47550,45721,27093
2015_4,연서로21길,246470,110421,136052,22778,33063,49557,58289,53701,29084
2015_4,연서로27길,170303,76698,93607,15660,26831,33340,38620,36214,19635
2015_4,연서로28길,457743,206776,250966,43498,60584,85154,100735,97324,70454
2015_4,연서로29길,120192,53794,66396,10828,17446,23659,27405,26628,14228
2015_4,연서로33길,189226,83875,105351,15707,23043,36736,42793,44320,26620
2015_4,연서로34길,310611,135814,174799,25421,33170,60361,72290,71731,47641
2015_4,연서로3길,200788,86850,113934,12692,23596,45787,51210,45625,21875
2015_4,연서로41길,565184,238170,327011,58292,54234,109591,141481,116112,85475
2015_4,연서로5길,245882,109299,136585,18142,30959,53823,60156,53073,29731
2015_4,은평로10길,287427,130734,156697,17332,31725,60336,68595,66132,43311
2015_4,은평로13길,308079,141908,166171,15634,33675,68151,75278,72398,42946
2015_4,은평로20길,80932,34496,46436,2966,7638,18395,20578,20036,11319
2015_4,은평로3길,249929,113448,136480,18301,28705,53192,58339,54545,36845
2015_4,은평로8길,189753,84500,105253,13499,23070,41797,44221,40522,26639
2015_4,응암로12길,177231,79966,97268,13832,22270,38820,41959,39515,20834
2015_4,응암로13길,128147,58921,69227,7723,15774,26860,30354,29625,17815
2015_4,응암로14길,177789,78133,99659,9453,15423,44218,46315,42308,20071
2015_4,응암로22길,161062,69882,91180,7658,12833,40929,41750,38367,19530
2015_4,응암로34길,187734,81876,105857,13489,21903,41878,46012,40469,23985
2015_4,증산로13길,198766,93288,105478,12979,19758,39080,47618,49283,30046
2015_4,증산로15길,52512,23780,28731,1480,516,8035,15405,18708,8363
2015_4,증산로17길,223066,100603,122466,16541,26323,43100,52540,52079,32487
2015_4,증산로21길,122502,53981,68525,4002,6806,25847,35700,35963,14185
2015_4,증산로5길,74318,34788,39526,2723,4263,17161,21049,21317,7815
2015_4,증산로9길,114387,54202,60185,6521,11887,25441,27879,28283,14375
2015_4,증산서길,103127,54875,48249,2092,8161,23446,27899,29216,12305
2015_4,진흥로12길,316433,145932,170500,14732,36856,66304,74096,73697,50750
2015_4,진흥로1길,367481,171088,196395,22752,39121,76071,86620,84557,58370
2015_4,통일로69길,79970,34965,45007,4700,9429,17086,18785,18378,11590
2015_4,통일로78길,101965,43891,58077,7824,12229,21254,25008,23759,11885
2015_4,통일로87길,299236,132106,167128,25977,37294,60140,69554,67607,38659
2015_4,통일로92길,335302,146930,188371,28734,39458,65939,77771,76953,46451
2015_4,가재울로6길,132865,64943,67926,1977,15272,27120,40312,35815,12368
2015_4,독립문로8길,258690,127178,131511,11354,33314,57308,70184,57340,29193
2015_4,명지대길,112344,53338,59007,15008,26156,16891,24943,21155,8192
2015_4,모래내로15길,66927,33097,33831,2166,6280,13860,20666,16299,7655
2015_4,북아현로4길,292030,154365,137667,11958,45287,64304,79538,64446,26503
2015_4,세검정로1길,157629,76897,80735,4980,12372,33573,42571,40588,23548
2015_4,세무서2길,397735,175176,222557,27574,42289,73308,97507,93407,63652
2015_4,세무서길,398448,185261,213187,24265,38549,68047,98190,96704,72691
2015_4,수색로8길,85454,34891,50563,3579,3472,19961,26261,24752,7429
2015_4,신촌로37길,94144,49295,44850,3732,11314,19718,25443,23032,10907
2015_4,연희로10길,109921,55795,54126,3551,33305,23571,22163,18847,8477
2015_4,응암로1길,114193,54647,59547,6186,11375,23254,28240,31141,14002
2015_4,증가로10길,285387,141252,144133,22963,63332,50818,62487,59027,26758
2015_4,증가로20가길,125016,57137,67881,12557,20802,22355,29035,27010,13254
2015_4,증가로23나길,330807,149773,181036,22745,36849,69939,80160,78519,42594
2015_4,증가로6길,172590,81580,91013,14295,40821,30578,39190,34795,12907
2015_4,충정로4길,191291,105103,86187,4874,30932,48402,52245,38133,16704
2015_4,충정로6길,294720,164129,130590,7852,42185,84117,86807,52453,21305
2015_4,통일로11길,64946,31215,33730,3996,7847,12325,16302,14560,9914
2015_4,통일로37길,264904,122740,142166,17487,28281,45386,63425,62637,47692
2015_4,통일로39길,302031,141388,160640,19839,33322,50881,72232,71299,54460
2015_4,홍연길,44060,21182,22878,1029,4226,9032,13811,11941,4024
2015_4,홍제내길,46278,22993,23285,336,558,9319,19653,13889,2525
2015_4,광성로6길,128580,67165,61416,8057,27416,26636,30319,25284,10869
2015_4,대흥로21길,211699,97404,114294,10317,67864,43147,41954,36085,12333
2015_4,대흥로28길,462133,202387,259746,27843,119593,89244,90268,83674,51512
2015_4,도화4길,157680,77725,79958,3395,17417,42478,44207,34426,15759
2015_4,도화길,717987,382775,335211,24288,93033,182694,191776,143256,82938
2015_4,독막로22길,155888,84819,71072,3992,28465,42543,40068,29857,10961
2015_4,독막로32길,138509,70449,68058,7313,21934,31812,37673,28820,10954
2015_4,독막로8길,85679,47401,38279,884,23808,26020,19685,12622,2661
2015_4,동교로17길,89415,46363,43053,1614,17932,27582,23498,14771,4024
2015_4,동교로19길,164549,85626,78923,3616,33278,47518,41026,27656,11451
2015_4,동교로25길,148446,76572,71874,5403,35884,40368,32426,22903,11456
2015_4,동교로27길,254320,130565,123758,9974,62011,69488,54125,39189,19534
2015_4,동교로38길,98911,48321,50593,4608,32528,25621,18867,12886,4401
2015_4,마포대로12길,169702,89531,80172,4375,24489,44704,45804,35097,15233
2015_4,마포대로20길,203601,103932,99666,4679,22983,54895,57801,48515,14727
2015_4,마포대로4길,270745,146467,124278,8505,32817,71358,75169,54482,28412
2015_4,만리재옛길,385940,195907,190037,13064,49877,96593,107753,86697,31964
2015_4,망원로11길,113403,52378,61024,5802,10326,27477,31612,25749,12433
2015_4,망원로2길,255241,128827,126414,9406,35661,67746,67564,51912,22962
2015_4,매봉산로2길,201941,107979,93963,6878,26628,52059,54701,41992,19687
2015_4,모래내로7길,147011,78562,68449,3992,12523,33026,40783,36907,19782
2015_4,방울내로9안길,389808,191070,198739,20196,43628,93240,104856,87267,40620
2015_4,백범로16길,249096,127142,121952,22326,45112,51313,60457,48008,21884
2015_4,성미산로11길,95542,51455,44088,1242,13658,25687,27389,20509,7057
2015_4,성미산로1길,253364,117214,136152,19600,31936,56385,64522,49153,31768
2015_4,성미산로32길,88700,41919,46781,2619,19195,23320,20665,16399,6503
2015_4,성산로4길,91325,51551,39774,1492,8039,21351,27230,23067,10143
2015_4,성지3길,98100,54612,43490,1156,22225,28871,23623,17332,4892
2015_4,숭문8길,177516,83308,94207,14991,37641,36541,40406,32963,14974
2015_4,숭문길,218993,108017,110978,15365,42873,48632,54467,42400,15257
2015_4,신촌로12길,237439,112888,124552,12586,74162,53542,46164,36319,14668
2015_4,신촌로28가길,108543,50323,58217,3290,16433,23808,28069,26479,10467
2015_4,신촌로30길,87120,40794,46326,1913,11924,20045,22687,21867,8686
2015_4,양화로11길,101145,52677,48467,2217,22997,29295,24119,16185,6334
2015_4,양화로1길,145794,72424,73366,1470,24543,43117,38360,29524,8781
2015_4,양화진길,144850,78375,66476,2572,31965,40808,34442,25574,9483
2015_4,와우산로29가길,93275,44565,48711,9739,34841,21752,15799,8950,2198
2015_4,와우산로29길,90567,44163,46404,7891,34376,22251,15453,8340,2258
2015_4,와우산로3길,88071,49108,38962,1328,21230,26192,21344,14311,3666
2015_4,월드컵로10길,195709,102032,93677,4033,41639,57653,48259,32461,11666
2015_4,월드컵로11길,130890,63724,67166,3245,22813,35627,31808,26381,11019
2015_4,월드컵로16길,283741,133249,150495,18502,42580,70721,70715,52456,28767
2015_4,월드컵로19길,376588,183933,192654,21865,53028,87382,90354,74965,48996
2015_4,월드컵로25길,305171,149343,155829,18062,40574,71929,78797,63169,32634
2015_4,월드컵로36길,109378,55443,53937,3600,9675,26173,33306,24802,11822
2015_4,월드컵로7길,109151,54236,54916,2212,19761,31743,27123,20720,7598
2015_4,월드컵로8길,123806,67435,56368,1129,27666,38674,31396,20484,4461
2015_4,토정로37길,156340,88718,67621,4126,18363,42846,45619,31745,13642
2015_4,효창원로93길,192249,89267,102986,8198,26226,40135,57515,45528,14650
2015_4,가로공원로58길,71454,33221,38233,1940,3428,13866,21979,23144,7095
2015_4,곰달래로10길,190789,90998,99792,7318,23382,39372,47512,50895,22311
2015_4,곰달래로2길,67032,32298,34735,1354,3457,13572,19725,22162,6761
2015_4,곰달래로3길,182838,90468,92372,6319,16339,33585,49257,55330,22008
2015_4,곰달래로5길,155693,78790,76902,9479,16403,27047,39932,44055,18773
2015_4,남부순환로33길,145518,74970,70544,10156,15459,25314,35944,41080,17561
2015_4,남부순환로40길,119470,60811,58662,5355,9448,22037,33697,35805,13134
2015_4,남부순환로58길,69501,33648,35852,1272,3071,15269,20177,22091,7615
2015_4,남부순환로70길,142416,69107,73310,6582,11918,32514,35741,39804,15856
2015_4,남부순환로79길,332034,160454,171576,25139,33724,63057,81517,86076,42526
2015_4,남부순환로88길,18947,8944,10004,1759,1043,4063,6140,4525,1418
2015_4,목동남로4길,142976,63327,79646,17142,15935,20547,35617,34995,18738
2015_4,목동동로12길,354325,155570,198756,40464,53837,68668,88595,70446,32312
2015_4,목동동로8길,220734,92583,128152,34749,20860,40955,62131,47090,14947
2015_4,목동로19길,335948,165565,170383,26193,42346,71199,84983,75155,36072
2015_4,목동로9길,412780,201114,211667,35944,50018,83531,105644,92446,45197
2015_4,목동중앙남로3가길,64481,28214,36270,6226,6413,12815,17302,16269,5457
2015_4,목동중앙로13나길,20549,11590,8957,267,1877,5219,7274,5016,892
2015_4,목동중앙로3길,173104,75036,98071,23478,19929,30507,45932,36910,16350
2015_4,목동중앙본로7길,148621,66194,82426,15884,20239,28967,34877,32744,15913
2015_4,목동중앙북로16길,103549,44601,58947,6612,8705,24619,29044,26537,8029
2015_4,목동중앙북로8길,112031,49503,62530,7995,13329,23278,26903,26871,13658
2015_4,목동중앙서로7길,176388,80963,95424,15826,16562,36058,46850,43498,17589
2015_4,목동중앙서로8가길,155858,74000,81857,13445,17255,30661,38424,36318,19755
2015_4,신목로2길,159075,69233,89843,18330,20670,31059,43882,33536,11597
2015_4,신목로5길,242346,105267,137082,37552,26079,42079,66761,51281,18595
2015_4,신목로6길,372651,159973,212678,42399,55127,73580,97589,76221,27739
2015_4,신월로15길,335135,159443,175691,22790,31660,66608,80411,89292,44374
2015_4,신월로20길,99259,46149,53107,5756,9198,17841,23046,29323,14094
2015_4,오목로23길,107530,51361,56170,3006,9933,26202,28482,28910,11001
2015_4,오목로30길,157280,72721,84560,10355,17373,31480,38201,39816,20058
2015_4,오목로3길,137765,65384,72377,7317,11702,31244,35263,37616,14619
2015_4,오목로5길,110121,52700,57420,5914,9974,24984,27002,29221,13026
